year_index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
repaired_or_known_leaks_transmission_any_onshore_federal,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,dton,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partm3tlsron,partmtlsron,partmtlsron
repaired_or_known_leaks_transmission_any_offshore_federal,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,dtoff,,,,,,,,,,,,,
repaired_or_known_leaks_transmission_any_ocs_federal,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,dtout,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partm3tlsrocs,partmtlsrocs,partmtlsrocs
repaired_or_known_leaks_gathering_any_onshore_federal_type_a,,,,,,,,,,,,,,,,,,,,,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partm3gclsrona,partmgcglsrona,partmgcglsrona
repaired_or_known_leaks_gathering_any_onshore_federal_type_b,,,,,,,,,,,,,,,,,,,,,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partm3gclsronb,partmgcglsronb,partmgcglsronb
repaired_or_known_leaks_gathering_any_onshore_federal_type_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partmgcglsronc,partmgcglsronc
repaired_or_known_leaks_gathering_any_onshore_federal,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,dgon,,,,,,,,,,,,,
repaired_or_known_leaks_gathering_any_offshore_federal,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,dgoff,,,,,,,,,,,,,
repaired_or_known_leaks_gathering_any_ocs_federal,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,dgout,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partm3gcglsrocs,partmgcglsrocs,partmgcglsrocs
repaired_or_known_leaks_transmission_any_total_total,,,,,,,,,,,,,,,,,,,,,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partm3gclsrtotal,partmtlsrtotal,partmtlsrtotal
repaired_or_known_leaks_gathering_any_total_total,,,,,,,,,,,,,,,,,,,,,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partm3tlsrtotal,partmgcglsrtotal,partmgcglsrtotal
repaired_or_known_leaks_total_any_total_total,,,,,,,,,,,,,,,,,,,,,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partm3total,partmm3total,partmm3total
