year_index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
onshore_gathering_2000_2009_miles,,,,,,,,,,,,b3gon_9,b3gon_9,b3gon_9,b3gon_9,b3gon_9,b3gon_9,b3gon_9,b3gon_9,b3gon_9,,,,,,,,,,,,,
onshore_total_gathering_miles,,,,,,,,,,,,b3gon_t,b3gon_t,b3gon_t,b3gon_t,b3gon_t,b3gon_t,b3gon_t,b3gon_t,b3gon_t,,,,,,,,,,,,,
onshore_type_a_gathering_unknown_miles,,,,,,,,,,,,,,,,,,,,,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn,partjgonaunkwn
onshore_type_a_gathering_pre_1940_miles,,,,,,,,,,,,,,,,,,,,,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940,partjgonapre1940
onshore_type_a_gathering_1940_1949_miles,,,,,,,,,,,,,,,,,,,,,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049,partjgona194049
onshore_type_a_gathering_1950_1959_miles,,,,,,,,,,,,,,,,,,,,,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059,partjgona195059
onshore_type_a_gathering_1960_1969_miles,,,,,,,,,,,,,,,,,,,,,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069,partjgona196069
onshore_type_a_gathering_1970_1979_miles,,,,,,,,,,,,,,,,,,,,,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079,partjgona197079
onshore_type_a_gathering_1980_1989_miles,,,,,,,,,,,,,,,,,,,,,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089,partjgona198089
onshore_type_a_gathering_1990_1999_miles,,,,,,,,,,,,,,,,,,,,,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099,partjgona199099
onshore_type_a_gathering_2000_2009_miles,,,,,,,,,,,,,,,,,,,,,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009,partjgona200009
onshore_type_a_gathering_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019,partjgona201019
onshore_type_a_gathering_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029,partjgona202029
onshore_type_a_total_gathering_miles,,,,,,,,,,,,,,,,,,,,,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal,partjgonatotal
onshore_type_b_gathering_unknown_miles,,,,,,,,,,,,,,,,,,,,,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn,partjgonbunkwn
onshore_type_b_gathering_pre_1940_miles,,,,,,,,,,,,,,,,,,,,,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940,partjgonbpre1940
onshore_type_b_gathering_1940_1949_miles,,,,,,,,,,,,,,,,,,,,,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049,partjgonb194049
onshore_type_b_gathering_1950_1959_miles,,,,,,,,,,,,,,,,,,,,,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059,partjgonb195059
onshore_type_b_gathering_1960_1969_miles,,,,,,,,,,,,,,,,,,,,,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069,partjgonb196069
onshore_type_b_gathering_1970_1979_miles,,,,,,,,,,,,,,,,,,,,,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079,partjgonb197079
onshore_type_b_gathering_1980_1989_miles,,,,,,,,,,,,,,,,,,,,,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089,partjgonb198089
onshore_type_b_gathering_1990_1999_miles,,,,,,,,,,,,,,,,,,,,,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099,partjgonb199099
onshore_type_b_gathering_2000_2009_miles,,,,,,,,,,,,,,,,,,,,,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009,partjgonb200009
onshore_type_b_gathering_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019,partjgonb201019
onshore_type_b_gathering_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029,partjgonb202029
onshore_type_b_total_gathering_miles,,,,,,,,,,,,,,,,,,,,,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal,partjgonbtotal
onshore_type_c_gathering_unknown_miles,,,,,,,,,,,,,,,,,,,,,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn,partjgoncunkwn
onshore_type_c_gathering_pre_1940_miles,,,,,,,,,,,,,,,,,,,,,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940,partjgoncpre1940
onshore_type_c_gathering_1940_1949_miles,,,,,,,,,,,,,,,,,,,,,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049,partjgonc194049
onshore_type_c_gathering_1950_1959_miles,,,,,,,,,,,,,,,,,,,,,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059,partjgonc195059
onshore_type_c_gathering_1960_1969_miles,,,,,,,,,,,,,,,,,,,,,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069,partjgonc196069
onshore_type_c_gathering_1970_1979_miles,,,,,,,,,,,,,,,,,,,,,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079,partjgonc197079
onshore_type_c_gathering_1980_1989_miles,,,,,,,,,,,,,,,,,,,,,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089,partjgonc198089
onshore_type_c_gathering_1990_1999_miles,,,,,,,,,,,,,,,,,,,,,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099,partjgonc199099
onshore_type_c_gathering_2000_2009_miles,,,,,,,,,,,,,,,,,,,,,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009,partjgonc200009
onshore_type_c_gathering_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019,partjgonc201019
onshore_type_c_gathering_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029,partjgonc202029
onshore_type_c_total_gathering_miles,,,,,,,,,,,,,,,,,,,,,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal,partjgonctotal
offshore_gathering_unknown_miles,,,,,,,,,,,,b3goff_1,b3goff_1,b3goff_1,b3goff_1,b3goff_1,b3goff_1,b3goff_1,b3goff_1,b3goff_1,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn,partjgoffunkwn
