year_index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
data_date,,,,,,,,,,,,,,,,,,,,,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of,datafile_as_of
report_year,,,,,,,,,,,,yr,yr,yr,yr,yr,yr,yr,yr,yr,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year,report_year
report_number,,,,,,,,,,,,rptid,rptid,rptid,rptid,rptid,rptid,rptid,rptid,rptid,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number,report_number
supplemental_report_number,,,,,,,,,,,,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,tr_sup_id,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number,supplemental_number
operator_id_phmsa,,,,,,,,,,,,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id,operator_id
operator_name_phmsa,,,,,,,,,,,,name,name,name,name,name,name,name,name,name,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp,parta2nameofcomp
commodity_group,,,,,,,,,,,,,,,,,,,,,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity,parta5commodity
interstate_or_intrastate,,,,,,,,,,,,,,,,,,,,,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra,inter_intra
report_state,,,,,,,,,,,,stop,stop,stop,stop,stop,stop,stop,stop,stop,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name,state_name
onshore_transmission_unknown_miles,,,,,,,,,,,,b3ton_1,b3ton_1,b3ton_1,b3ton_1,b3ton_1,b3ton_1,b3ton_1,b3ton_1,b3ton_1,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn,partjtonunkwn
onshore_transmission_pre_1940_miles,,,,,,,,,,,,b3ton_2,b3ton_2,b3ton_2,b3ton_2,b3ton_2,b3ton_2,b3ton_2,b3ton_2,b3ton_2,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940,partjtonpre1940
onshore_transmission_1940_1949_miles,,,,,,,,,,,,b3ton_3,b3ton_3,b3ton_3,b3ton_3,b3ton_3,b3ton_3,b3ton_3,b3ton_3,b3ton_3,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049,partjton194049
onshore_transmission_1950_1959_miles,,,,,,,,,,,,b3ton_4,b3ton_4,b3ton_4,b3ton_4,b3ton_4,b3ton_4,b3ton_4,b3ton_4,b3ton_4,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059,partjton195059
onshore_transmission_1960_1969_miles,,,,,,,,,,,,b3ton_5,b3ton_5,b3ton_5,b3ton_5,b3ton_5,b3ton_5,b3ton_5,b3ton_5,b3ton_5,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069,partjton196069
onshore_transmission_1970_1979_miles,,,,,,,,,,,,b3ton_6,b3ton_6,b3ton_6,b3ton_6,b3ton_6,b3ton_6,b3ton_6,b3ton_6,b3ton_6,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079,partjton197079
onshore_transmission_1980_1989_miles,,,,,,,,,,,,b3ton_7,b3ton_7,b3ton_7,b3ton_7,b3ton_7,b3ton_7,b3ton_7,b3ton_7,b3ton_7,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089,partjton198089
onshore_transmission_1990_1999_miles,,,,,,,,,,,,b3ton_8,b3ton_8,b3ton_8,b3ton_8,b3ton_8,b3ton_8,b3ton_8,b3ton_8,b3ton_8,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099,partjton199099
onshore_transmission_2000_2009_miles,,,,,,,,,,,,b3ton_9,b3ton_9,b3ton_9,b3ton_9,b3ton_9,b3ton_9,b3ton_9,b3ton_9,b3ton_9,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009,partjton200009
onshore_transmission_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019,partjton201019
onshore_transmission_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029,partjton202029
onshore_total_transmission_miles,,,,,,,,,,,,b3ton_t,b3ton_t,b3ton_t,b3ton_t,b3ton_t,b3ton_t,b3ton_t,b3ton_t,b3ton_t,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal,partjtontotal
offshore_transmission_unknown_miles,,,,,,,,,,,,b3toff_1,b3toff_1,b3toff_1,b3toff_1,b3toff_1,b3toff_1,b3toff_1,b3toff_1,b3toff_1,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn,partjtoffunkwn
offshore_transmission_pre_1940_miles,,,,,,,,,,,,b3toff_2,b3toff_2,b3toff_2,b3toff_2,b3toff_2,b3toff_2,b3toff_2,b3toff_2,b3toff_2,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940,partjtoffpre1940
offshore_transmission_1940_1949_miles,,,,,,,,,,,,b3toff_3,b3toff_3,b3toff_3,b3toff_3,b3toff_3,b3toff_3,b3toff_3,b3toff_3,b3toff_3,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049,partjtoff194049
offshore_transmission_1950_1959_miles,,,,,,,,,,,,b3toff_4,b3toff_4,b3toff_4,b3toff_4,b3toff_4,b3toff_4,b3toff_4,b3toff_4,b3toff_4,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059,partjtoff195059
offshore_transmission_1960_1969_miles,,,,,,,,,,,,b3toff_5,b3toff_5,b3toff_5,b3toff_5,b3toff_5,b3toff_5,b3toff_5,b3toff_5,b3toff_5,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069,partjtoff196069
offshore_transmission_1970_1979_miles,,,,,,,,,,,,b3toff_6,b3toff_6,b3toff_6,b3toff_6,b3toff_6,b3toff_6,b3toff_6,b3toff_6,b3toff_6,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079,partjtoff197079
offshore_transmission_1980_1989_miles,,,,,,,,,,,,b3toff_7,b3toff_7,b3toff_7,b3toff_7,b3toff_7,b3toff_7,b3toff_7,b3toff_7,b3toff_7,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089,partjtoff198089
offshore_transmission_1990_1999_miles,,,,,,,,,,,,b3toff_8,b3toff_8,b3toff_8,b3toff_8,b3toff_8,b3toff_8,b3toff_8,b3toff_8,b3toff_8,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099,partjtoff199099
offshore_transmission_2000_2009_miles,,,,,,,,,,,,b3toff_9,b3toff_9,b3toff_9,b3toff_9,b3toff_9,b3toff_9,b3toff_9,b3toff_9,b3toff_9,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009,partjtoff200009
offshore_transmission_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019,partjtoff201019
offshore_transmission_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029,partjtoff202029
offshore_total_transmission_miles,,,,,,,,,,,,b3toff_t,b3toff_t,b3toff_t,b3toff_t,b3toff_t,b3toff_t,b3toff_t,b3toff_t,b3toff_t,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal,partjtofftotal
total_transmission_unknown_miles,,,,,,,,,,,,,,,,,,,,,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot,partjtunkwntot
total_transmission_pre_1940_miles,,,,,,,,,,,,,,,,,,,,,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot,partjtpre1940tot
total_transmission_1940_1949_miles,,,,,,,,,,,,,,,,,,,,,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot,partjt194049tot
total_transmission_1950_1959_miles,,,,,,,,,,,,,,,,,,,,,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot,partjt195059tot
total_transmission_1960_1969_miles,,,,,,,,,,,,,,,,,,,,,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot,partjt196069tot
total_transmission_1970_1979_miles,,,,,,,,,,,,,,,,,,,,,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot,partjt197079tot
total_transmission_1980_1989_miles,,,,,,,,,,,,,,,,,,,,,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot,partjt198089tot
total_transmission_1990_1999_miles,,,,,,,,,,,,,,,,,,,,,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot,partjt199099tot
total_transmission_2000_2009_miles,,,,,,,,,,,,,,,,,,,,,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot,partjt200009tot
total_transmission_2010_2019_miles,,,,,,,,,,,,,,,,,,,,,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot,partjt201019tot
total_transmission_2020_2029_miles,,,,,,,,,,,,,,,,,,,,,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot,partjt202029tot
total_total_transmission_miles,,,,,,,,,,,,,,,,,,,,,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal,partjttotal
onshore_gathering_unknown_miles,,,,,,,,,,,,b3gon_1,b3gon_1,b3gon_1,b3gon_1,b3gon_1,b3gon_1,b3gon_1,b3gon_1,b3gon_1,,,,,,,,,,,,,
onshore_gathering_pre_1940_miles,,,,,,,,,,,,b3gon_2,b3gon_2,b3gon_2,b3gon_2,b3gon_2,b3gon_2,b3gon_2,b3gon_2,b3gon_2,,,,,,,,,,,,,
onshore_gathering_1940_1949_miles,,,,,,,,,,,,b3gon_3,b3gon_3,b3gon_3,b3gon_3,b3gon_3,b3gon_3,b3gon_3,b3gon_3,b3gon_3,,,,,,,,,,,,,
onshore_gathering_1950_1959_miles,,,,,,,,,,,,b3gon_4,b3gon_4,b3gon_4,b3gon_4,b3gon_4,b3gon_4,b3gon_4,b3gon_4,b3gon_4,,,,,,,,,,,,,
onshore_gathering_1960_1969_miles,,,,,,,,,,,,b3gon_5,b3gon_5,b3gon_5,b3gon_5,b3gon_5,b3gon_5,b3gon_5,b3gon_5,b3gon_5,,,,,,,,,,,,,
onshore_gathering_1970_1979_miles,,,,,,,,,,,,b3gon_6,b3gon_6,b3gon_6,b3gon_6,b3gon_6,b3gon_6,b3gon_6,b3gon_6,b3gon_6,,,,,,,,,,,,,
onshore_gathering_1980_1989_miles,,,,,,,,,,,,b3gon_7,b3gon_7,b3gon_7,b3gon_7,b3gon_7,b3gon_7,b3gon_7,b3gon_7,b3gon_7,,,,,,,,,,,,,
onshore_gathering_1990_1999_miles,,,,,,,,,,,,b3gon_8,b3gon_8,b3gon_8,b3gon_8,b3gon_8,b3gon_8,b3gon_8,b3gon_8,b3gon_8,,,,,,,,,,,,,
