plant_id_epa,emissions_unit_id_epa,plant_id_eia,max_gross_load_mw,min_stable_level,min_up_time_hr,min_down_time_hr,heat_rate_at_max_load_factor_mmbtu_per_mwh,heat_rate_at_min_stable_level_mmbtu_per_mwh,ramp_up_rate_fraction_of_max_gross_load_per_min,ramp_down_rate_fraction_of_max_gross_load_per_min,load_factor_bins
55951,AMP-1,55951,45.0,0.8,1.0,11.0,10.26,10.52,0.01,-0.02,"[NaN, (0.5, 0.6], (0.9, 1.0], (0.7, 0.8], (-0.001, 0.1], ..., (0.4, 0.5], (0.3, 0.4], (0.2, 0.3], (0.8, 0.9], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55963,1,55963,50.0,0.4,1.0,1.0,9.9,12.16,0.01,-0.01,"[NaN, (0.7, 0.8], (0.6, 0.7], (0.9, 1.0], (0.4, 0.5], ..., (0.8, 0.9], (0.2, 0.3], (0.3, 0.4], (-0.001, 0.1], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55970,2,55970,308.0,0.4,1.0,1.0,6.78,11.01,0.0,-0.0,"[(0.9, 1.0], (0.8, 0.9], (0.6, 0.7], (0.7, 0.8], (0.5, 0.6], ..., (0.2, 0.3], NaN, (-0.001, 0.1], (0.1, 0.2], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55970,3,55970,310.0,0.3,8.0,3.0,6.75,11.24,0.0,-0.0,"[(0.9, 1.0], (0.8, 0.9], (0.6, 0.7], (0.7, 0.8], (0.5, 0.6], ..., NaN, (-0.001, 0.1], (0.3, 0.4], (0.4, 0.5], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55985,CTG1,55985,293.0,0.5,1.0,1.0,6.83,7.3,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.7, 0.8], (0.9, 1.0], ..., (0.6, 0.7], (0.5, 0.6], (0.3, 0.4], (0.1, 0.2], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55985,CTG2,55985,292.0,0.5,1.0,1.0,6.81,7.3,0.01,-0.01,"[(0.7, 0.8], (0.8, 0.9], (0.9, 1.0], (0.6, 0.7], NaN, ..., (0.1, 0.2], (0.4, 0.5], (0.3, 0.4], (0.5, 0.6], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56026,PCT1,56026,77.0,0.4,1.0,1.0,7.84,8.66,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.5, 0.6], (0.4, 0.5], ..., (0.1, 0.2], NaN, (-0.001, 0.1], (0.2, 0.3], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56026,PCT2,56026,77.0,0.4,1.0,1.0,7.97,8.89,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.6, 0.7], (0.5, 0.6], ..., (0.8, 0.9], (0.9, 1.0], (0.1, 0.2], (0.4, 0.5], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56041,M1,56041,70.0,0.4,2.0,3.0,7.59,8.48,0.0,-0.0,"[(0.4, 0.5], (0.5, 0.6], (0.6, 0.7], (0.8, 0.9], (0.7, 0.8], ..., (0.1, 0.2], NaN, (-0.001, 0.1], (0.3, 0.4], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56041,M2,56041,85.0,0.3,1.0,1.0,5.64,8.67,0.0,-0.0,"[(0.4, 0.5], (0.5, 0.6], (0.7, 0.8], (0.6, 0.7], (0.2, 0.3], ..., (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56046,1,56046,296.0,0.3,2.0,5.0,7.22,8.68,0.0,-0.0,"[(0.5, 0.6], (0.6, 0.7], (0.4, 0.5], (0.3, 0.4], (0.7, 0.8], ..., NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56078,1,56078,144.0,0.5,1.0,1.0,7.91,8.5,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.4, 0.5], ..., (0.6, 0.7], (0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56078,2,56078,132.0,0.6,23.0,3.0,7.91,8.49,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.6, 0.7], (0.9, 1.0], (0.5, 0.6], ..., (0.1, 0.2], (0.2, 0.3], (-0.001, 0.1], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56135,1,56135,50.0,0.3,1.0,1.0,10.27,13.82,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.1, 0.2], (0.7, 0.8], ..., (0.9, 1.0], (0.6, 0.7], (0.4, 0.5], (0.5, 0.6], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56143,4,56143,53.0,0.4,1.0,1.0,9.49,11.15,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.2, 0.3], (-0.001, 0.1], ..., (0.5, 0.6], (0.6, 0.7], (0.7, 0.8], (0.9, 1.0], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56135,2,56135,50.0,0.4,1.0,1.0,9.17,10.96,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.4, 0.5], (0.2, 0.3], ..., (0.9, 1.0], (0.6, 0.7], (0.8, 0.9], (0.5, 0.6], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56143,1,56143,48.0,0.9,1.0,1.0,9.66,9.66,0.02,-0.02,"[NaN, (0.5, 0.6], (0.4, 0.5], (-0.001, 0.1], (0.2, 0.3], ..., (0.6, 0.7], (0.9, 1.0], (0.1, 0.2], (0.8, 0.9], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56143,2,56143,50.0,0.9,1.0,1.0,10.06,10.06,0.02,-0.02,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.5, 0.6], (-0.001, 0.1], ..., (0.1, 0.2], (0.6, 0.7], (0.2, 0.3], (0.8, 0.9], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56143,3,56143,53.0,0.4,1.0,1.0,9.61,11.14,0.01,-0.02,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.9, 1.0], (0.2, 0.3], ..., (0.1, 0.2], (0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56232,2,56232,45.0,0.9,1.0,1.0,9.91,9.91,0.02,-0.02,"[NaN, (0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (0.3, 0.4], ..., (0.5, 0.6], (0.6, 0.7], (0.2, 0.3], (0.4, 0.5], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56232,1,56232,45.0,0.9,1.0,1.0,9.83,9.83,0.01,-0.01,"[NaN, (0.7, 0.8], (0.9, 1.0], (0.8, 0.9], (0.5, 0.6], ..., (0.3, 0.4], (0.6, 0.7], (0.4, 0.5], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56239,GT-1,56239,49.0,0.5,1.0,1.0,9.03,10.47,0.01,-0.01,"[NaN, (0.4, 0.5], (0.1, 0.2], (0.3, 0.4], (0.2, 0.3], ..., (0.7, 0.8], (0.8, 0.9], (0.5, 0.6], (-0.001, 0.1], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56239,GT-2,56239,49.0,0.4,1.0,1.0,9.06,11.08,0.01,-0.01,"[NaN, (0.4, 0.5], (0.1, 0.2], (0.3, 0.4], (0.2, 0.3], ..., (0.7, 0.8], (0.8, 0.9], (0.5, 0.6], (-0.001, 0.1], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56298,CT001,56298,85.0,0.3,1.0,1.0,8.06,8.98,0.0,-0.0,"[(0.3, 0.4], (0.5, 0.6], (0.6, 0.7], (0.7, 0.8], (0.4, 0.5], ..., NaN, (-0.001, 0.1], (0.2, 0.3], (0.1, 0.2], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56298,CT002,56298,87.0,0.3,1.0,1.0,8.29,9.67,0.0,-0.0,"[(0.5, 0.6], (0.4, 0.5], (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], ..., NaN, (-0.001, 0.1], (0.9, 1.0], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56471,CT1,56471,51.0,0.7,1.0,1.0,9.57,10.06,0.01,-0.01,"[NaN, (0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (0.4, 0.5], ..., (0.6, 0.7], (-0.001, 0.1], (0.1, 0.2], (0.5, 0.6], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56467,CT1,56467,318.0,0.3,1.0,1.0,7.11,10.29,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], (0.4, 0.5], ..., (0.5, 0.6], (0.7, 0.8], (0.8, 0.9], (0.6, 0.7], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56467,CT2,56467,317.0,0.3,1.0,1.0,7.01,10.53,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.4, 0.5], (0.5, 0.6], ..., (0.2, 0.3], (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56472,CT1,56472,48.0,0.2,1.0,1.0,9.68,15.9,0.01,-0.01,"[NaN, (0.5, 0.6], (0.3, 0.4], (-0.001, 0.1], (0.1, 0.2], ..., (0.9, 1.0], (0.6, 0.7], (0.8, 0.9], (0.7, 0.8], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56473,CT1,56473,49.0,0.8,1.0,1.0,9.65,9.83,0.01,-0.02,"[NaN, (0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (-0.001, 0.1], ..., (0.4, 0.5], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56474,CT1,56474,51.0,0.4,1.0,1.0,9.61,11.82,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.5, 0.6], (0.1, 0.2], (0.7, 0.8], ..., (0.3, 0.4], (0.8, 0.9], (0.6, 0.7], (0.2, 0.3], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56475,CT1,56475,49.0,0.9,1.0,1.0,9.43,9.43,0.01,-0.01,"[NaN, (0.2, 0.3], (0.5, 0.6], (0.4, 0.5], (-0.001, 0.1], ..., (0.9, 1.0], (0.3, 0.4], (0.6, 0.7], (0.8, 0.9], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56476,GT1,56476,296.0,0.6,1.0,1.0,7.14,7.3,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.5, 0.6], (0.2, 0.3], ..., (0.6, 0.7], (-0.001, 0.1], (0.3, 0.4], (0.1, 0.2], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56476,GT2,56476,291.0,0.5,1.0,1.0,7.13,7.62,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.9, 1.0], (0.5, 0.6], (0.4, 0.5], ..., NaN, (-0.001, 0.1], (0.3, 0.4], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56532,CT1,56532,331.0,0.4,4.0,1.0,7.15,8.49,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.5, 0.6], (0.9, 1.0], (0.6, 0.7], ..., NaN, (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56532,CT2,56532,327.0,0.5,1.0,1.0,7.13,7.35,0.0,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.6, 0.7], (0.2, 0.3], NaN, ..., (0.9, 1.0], (0.5, 0.6], (0.4, 0.5], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56569,1,56569,50.0,0.8,1.0,1.0,9.1,9.24,0.01,-0.01,"[NaN, (0.7, 0.8], (0.8, 0.9], (0.2, 0.3], (-0.001, 0.1], ..., (0.6, 0.7], (0.4, 0.5], (0.5, 0.6], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56569,2,56569,50.0,0.5,1.0,1.0,9.28,10.43,0.01,-0.01,"[NaN, (0.6, 0.7], (0.2, 0.3], (0.8, 0.9], (0.9, 1.0], ..., (0.3, 0.4], (0.5, 0.6], (0.4, 0.5], (0.1, 0.2], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56639,2,56639,62.0,0.3,1.0,1.0,10.79,11.91,0.01,-0.01,"[NaN, (0.5, 0.6], (0.8, 0.9], (0.2, 0.3], (0.6, 0.7], ..., (-0.001, 0.1], (0.1, 0.2], (0.9, 1.0], (0.4, 0.5], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56639,1,56639,60.0,0.3,1.0,1.0,10.67,12.33,0.01,-0.01,"[NaN, (0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.2, 0.3], ..., (0.4, 0.5], (0.8, 0.9], (0.3, 0.4], (-0.001, 0.1], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56803,1,56803,111.0,0.4,1.0,1.0,8.66,10.35,0.01,-0.01,"[NaN, (0.7, 0.8], (0.9, 1.0], (0.8, 0.9], (0.4, 0.5], ..., (-0.001, 0.1], (0.5, 0.6], (0.6, 0.7], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56803,3,56803,109.0,0.4,1.0,1.0,8.71,10.55,0.01,-0.01,"[NaN, (0.4, 0.5], (0.9, 1.0], (0.7, 0.8], (0.8, 0.9], ..., (-0.001, 0.1], (0.6, 0.7], (0.5, 0.6], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56803,2,56803,110.0,0.4,1.0,1.0,8.75,10.54,0.01,-0.01,"[NaN, (0.7, 0.8], (0.9, 1.0], (0.8, 0.9], (0.4, 0.5], ..., (-0.001, 0.1], (0.5, 0.6], (0.6, 0.7], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56803,4,56803,110.0,0.4,1.0,1.0,8.78,10.52,0.01,-0.01,"[NaN, (0.4, 0.5], (0.9, 1.0], (0.7, 0.8], (0.8, 0.9], ..., (0.3, 0.4], (-0.001, 0.1], (0.6, 0.7], (0.5, 0.6], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56914,CTG2,56914,51.0,0.5,1.0,1.0,9.6,10.89,0.01,-0.01,"[NaN, (0.4, 0.5], (-0.001, 0.1], (0.1, 0.2], (0.3, 0.4], ..., (0.7, 0.8], (0.9, 1.0], (0.6, 0.7], (0.8, 0.9], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
56914,CTG1,56914,51.0,0.5,1.0,1.0,9.61,11.08,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (-0.001, 0.1], (0.1, 0.2], ..., (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.9, 1.0], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57001,1,57001,50.0,0.5,1.0,1.0,9.75,11.3,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (-0.001, 0.1], (0.9, 1.0], ..., (0.5, 0.6], (0.2, 0.3], (0.8, 0.9], (0.1, 0.2], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57027,3,57027,51.0,0.9,1.0,1.0,9.81,9.81,0.02,-0.02,"[NaN, (0.4, 0.5], (0.3, 0.4], (-0.001, 0.1], (0.8, 0.9], ..., (0.5, 0.6], (0.1, 0.2], (0.6, 0.7], (0.7, 0.8], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57027,2,57027,50.0,0.6,1.0,1.0,9.88,10.32,0.02,-0.02,"[NaN, (0.8, 0.9], (0.9, 1.0], (-0.001, 0.1], (0.5, 0.6], ..., (0.3, 0.4], (0.4, 0.5], (0.7, 0.8], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57027,4,57027,50.0,0.6,1.0,1.0,9.85,10.68,0.02,-0.02,"[NaN, (-0.001, 0.1], (0.4, 0.5], (0.3, 0.4], (0.8, 0.9], ..., (0.5, 0.6], (0.7, 0.8], (0.1, 0.2], (0.6, 0.7], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57027,1,57027,50.0,0.9,1.0,1.0,9.87,9.87,0.02,-0.01,"[(0.4, 0.5], (0.3, 0.4], NaN, (0.5, 0.6], (0.7, 0.8], ..., (0.6, 0.7], (-0.001, 0.1], (0.9, 1.0], (0.8, 0.9], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57075,BLR1,57075,,,,,,,,,
57074,BLR1,57074,,,,,,,,,
57073,BLR1,57073,,,,,,,,,
57267,1,57267,207.0,0.5,1.0,5.0,10.64,11.86,0.01,-0.01,"[NaN, (0.4, 0.5], (0.5, 0.6], (0.6, 0.7], (0.9, 1.0], ..., (0.8, 0.9], (0.7, 0.8], (0.3, 0.4], (-0.001, 0.1], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
57482,1,57482,109.0,0.4,1.0,1.0,8.8,10.65,0.01,-0.01,"[NaN, (0.5, 0.6], (0.8, 0.9], (0.9, 1.0], (0.4, 0.5], ..., (0.2, 0.3], (0.7, 0.8], (0.6, 0.7], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
