plant_id_epa,emissions_unit_id_epa,plant_id_eia,max_gross_load_mw,min_stable_level,min_up_time_hr,min_down_time_hr,heat_rate_at_max_load_factor_mmbtu_per_mwh,heat_rate_at_min_stable_level_mmbtu_per_mwh,ramp_up_rate_fraction_of_max_gross_load_per_min,ramp_down_rate_fraction_of_max_gross_load_per_min,load_factor_bins
400,15,400,102.0,0.5,1.0,1.0,8.83,10.34,0.02,-0.02,"[NaN, (-0.001, 0.1], (0.9, 1.0], (0.8, 0.9], (0.2, 0.3], ..., (0.4, 0.5], (0.3, 0.4], (0.5, 0.6], (0.6, 0.7], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
400,16,400,103.0,0.5,1.0,1.0,8.82,10.29,0.02,-0.02,"[NaN, (0.1, 0.2], (0.4, 0.5], (-0.001, 0.1], (0.2, 0.3], ..., (0.5, 0.6], (0.9, 1.0], (0.8, 0.9], (0.7, 0.8], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
400,2,400,229.0,0.2,5.0,1.0,9.8,12.4,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], ..., (0.6, 0.7], (0.4, 0.5], (0.7, 0.8], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
404,1,404,109.0,0.3,2.0,1.0,10.47,12.72,0.0,-0.0,"[(0.4, 0.5], (0.2, 0.3], NaN, (-0.001, 0.1], (0.1, 0.2], ..., (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.5, 0.6], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
400,9,400,290.0,0.5,1.0,1.0,6.96,7.38,0.0,-0.0,"[NaN, (0.8, 0.9], (0.6, 0.7], (0.5, 0.6], (0.9, 1.0], ..., (-0.001, 0.1], (0.1, 0.2], (0.4, 0.5], (0.2, 0.3], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
404,4,404,317.0,0.2,1.0,1.0,6.93,15.06,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.3, 0.4], (0.4, 0.5], ..., (0.5, 0.6], (0.6, 0.7], (0.7, 0.8], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
404,6,404,105.0,0.2,1.0,1.0,8.79,13.38,0.02,-0.02,"[NaN, (0.7, 0.8], (0.4, 0.5], (-0.001, 0.1], (0.3, 0.4], ..., (0.2, 0.3], (0.9, 1.0], (0.6, 0.7], (0.8, 0.9], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
404,2,404,152.0,0.2,1.0,1.0,10.02,11.87,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], ..., (0.4, 0.5], (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
404,7,404,109.0,0.8,1.0,1.0,8.78,8.96,0.02,-0.02,"[NaN, (-0.001, 0.1], (0.7, 0.8], (0.2, 0.3], (0.5, 0.6], ..., (0.1, 0.2], (0.3, 0.4], (0.9, 1.0], (0.8, 0.9], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
408,5,408,47.0,0.8,1.0,1.0,9.8,10.0,0.02,-0.02,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.2, 0.3], (0.5, 0.6], ..., (0.1, 0.2], (0.9, 1.0], (0.7, 0.8], (0.4, 0.5], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
408,6,408,274.0,0.5,1.0,1.0,6.76,7.4,0.01,-0.0,"[NaN, (-0.001, 0.1], (0.5, 0.6], (0.8, 0.9], (0.7, 0.8], ..., (0.6, 0.7], (0.9, 1.0], (0.4, 0.5], (0.3, 0.4], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
408,7,408,271.0,0.5,1.0,1.0,6.77,7.5,0.01,-0.0,"[(0.8, 0.9], (0.7, 0.8], (0.5, 0.6], (0.6, 0.7], (0.9, 1.0], ..., (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
422,GT5,422,68.0,0.3,1.0,1.0,7.67,11.12,0.01,-0.01,"[(0.3, 0.4], (0.2, 0.3], NaN, (-0.001, 0.1], (0.5, 0.6], ..., (0.6, 0.7], (0.7, 0.8], (0.1, 0.2], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
422,GT4,422,47.0,0.3,1.0,1.0,9.9,13.99,0.01,-0.01,"[(-0.001, 0.1], NaN, (0.5, 0.6], (0.3, 0.4], (0.6, 0.7], ..., (0.2, 0.3], (0.7, 0.8], (0.1, 0.2], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
422,GT3,422,47.0,0.3,1.0,1.0,9.84,14.13,0.01,-0.01,"[NaN, (0.2, 0.3], (0.3, 0.4], (0.5, 0.6], (-0.001, 0.1], ..., (0.6, 0.7], (0.4, 0.5], (0.7, 0.8], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
6013,1,6013,,,,,,,,,
6013,2,6013,,,,,,,,,
7266,2,7266,81.0,0.3,1.0,1.0,8.08,8.97,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], ..., (0.5, 0.6], (0.6, 0.7], (0.7, 0.8], (0.9, 1.0], (0.8, 0.9]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7266,1,7266,50.0,0.3,1.0,1.0,10.06,12.28,0.0,-0.0,"[(0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.4, 0.5], (-0.001, 0.1], ..., (0.2, 0.3], (0.8, 0.9], (0.3, 0.4], (0.1, 0.2], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7307,5,7307,61.0,0.3,1.0,1.0,7.7,12.82,0.0,-0.0,"[NaN, (-0.001, 0.1], (0.6, 0.7], (0.9, 1.0], (0.8, 0.9], ..., (0.5, 0.6], (0.3, 0.4], (0.4, 0.5], (0.2, 0.3], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7307,6,7307,63.0,0.3,2.0,1.0,7.72,12.07,0.0,-0.0,"[(0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.5, 0.6], (0.9, 1.0], ..., NaN, (-0.001, 0.1], (0.4, 0.5], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7315,2,7315,54.0,0.3,1.0,1.0,9.35,12.5,0.01,-0.01,"[NaN, (0.6, 0.7], (0.9, 1.0], (0.4, 0.5], (0.1, 0.2], ..., (0.7, 0.8], (-0.001, 0.1], (0.8, 0.9], (0.2, 0.3], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7315,1,7315,50.0,0.3,1.0,1.0,8.77,11.74,0.01,-0.01,"[(0.7, 0.8], (0.3, 0.4], (-0.001, 0.1], NaN, (0.2, 0.3], ..., (0.9, 1.0], (0.8, 0.9], (0.4, 0.5], (0.5, 0.6], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7315,3,7315,54.0,0.2,1.0,1.0,9.34,13.73,0.01,-0.01,"[(0.5, 0.6], (0.4, 0.5], (0.6, 0.7], (0.8, 0.9], (0.3, 0.4], ..., (-0.001, 0.1], NaN, (0.1, 0.2], (0.2, 0.3], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7315,4,7315,54.0,0.2,1.0,1.0,9.37,13.97,0.01,-0.01,"[(-0.001, 0.1], NaN, (0.7, 0.8], (0.4, 0.5], (0.9, 1.0], ..., (0.2, 0.3], (0.3, 0.4], (0.5, 0.6], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7449,NA1,7449,49.0,0.9,1.0,1.0,7.92,7.92,0.01,-0.02,"[NaN, (0.1, 0.2], (0.2, 0.3], (-0.001, 0.1], (0.3, 0.4], ..., (0.8, 0.9], (0.4, 0.5], (0.6, 0.7], (0.7, 0.8], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7527,1,7527,59.0,0.2,1.0,1.0,8.65,12.76,0.0,-0.0,"[(0.6, 0.7], (0.7, 0.8], (0.5, 0.6], (-0.001, 0.1], NaN, ..., (0.2, 0.3], (0.4, 0.5], (0.8, 0.9], (0.9, 1.0], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7527,2,7527,42.0,0.4,1.0,1.0,10.34,17.81,0.01,-0.01,"[NaN, (0.2, 0.3], (0.4, 0.5], (0.5, 0.6], (-0.001, 0.1], ..., (0.6, 0.7], (0.9, 1.0], (0.7, 0.8], (0.8, 0.9], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7551,1A,7551,63.0,0.3,1.0,1.0,8.19,10.16,0.0,-0.0,"[(0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.8, 0.9], (-0.001, 0.1], ..., (0.3, 0.4], (0.9, 1.0], (0.4, 0.5], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7552,1,7552,193.0,0.5,1.0,1.0,7.1,7.54,0.0,-0.0,"[NaN, (0.3, 0.4], (0.6, 0.7], (0.8, 0.9], (0.9, 1.0], ..., (0.2, 0.3], (0.7, 0.8], (0.1, 0.2], (0.4, 0.5], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7551,1C,7551,50.0,0.6,1.0,1.0,8.99,9.54,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.4, 0.5], (0.3, 0.4], (0.2, 0.3], ..., (0.6, 0.7], (0.7, 0.8], (0.9, 1.0], (0.5, 0.6], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7551,1B,7551,72.0,0.4,1.0,1.0,7.12,9.14,0.0,-0.0,"[(0.6, 0.7], (0.5, 0.6], (0.7, 0.8], (0.4, 0.5], (-0.001, 0.1], ..., (0.3, 0.4], (0.8, 0.9], (0.1, 0.2], (0.2, 0.3], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
7987,1,7987,45.0,0.4,1.0,1.0,9.44,11.99,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.8, 0.9], (0.7, 0.8], (0.6, 0.7], ..., (0.4, 0.5], (0.3, 0.4], (0.9, 1.0], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10034,S-100,10034,119.0,0.805,1.0,1.0,8.12,8.26,0.01,-0.01,"[NaN, (0.123, 0.22], (0.318, 0.415], (0.61, 0.708], (0.805, 0.903], ..., (0.415, 0.513], (0.513, 0.61], (0.0242, 0.123], (0.708, 0.805], (0.22, 0.318]]
Length: 11
Categories (10, interval[float64, right]): [(0.0242, 0.123] < (0.123, 0.22] < (0.22, 0.318] < (0.318, 0.415] ... (0.61, 0.708] < (0.708, 0.805] < (0.805, 0.903] < (0.903, 1.0]]"
10156,GEN1,10156,49.0,0.5,1.0,1.0,9.61,10.62,0.01,-0.01,"[NaN, (0.4, 0.5], (0.3, 0.4], (0.5, 0.6], (0.7, 0.8], ..., (0.8, 0.9], (0.9, 1.0], (0.2, 0.3], (0.1, 0.2], (-0.001, 0.1]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10169,D1,10169,41.0,0.5,1.0,1.0,9.79,11.59,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.3, 0.4], (0.9, 1.0], (0.6, 0.7], ..., (0.2, 0.3], (0.1, 0.2], (0.5, 0.6], (0.8, 0.9], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10294,2,55811,47.0,0.4,1.0,1.0,10.09,12.6,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.5, 0.6], (0.4, 0.5], (0.9, 1.0], ..., (0.7, 0.8], (0.3, 0.4], (0.6, 0.7], (0.1, 0.2], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10294,GTG,10294,121.0,0.7,1.0,1.0,8.14,8.58,0.01,-0.01,"[NaN, (0.1, 0.2], (0.4, 0.5], (0.7, 0.8], (-0.001, 0.1], ..., (0.5, 0.6], (0.3, 0.4], (0.9, 1.0], (0.2, 0.3], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10349,2,10349,49.0,0.4,1.0,1.0,9.35,11.71,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.8, 0.9], (0.5, 0.6], (0.4, 0.5], ..., (0.7, 0.8], (0.9, 1.0], (0.6, 0.7], (0.3, 0.4], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10350,CTGA,10350,30.0,0.7,1.0,1.0,9.69,10.5,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.9, 1.0], (0.6, 0.7], (0.2, 0.3], ..., (0.5, 0.6], (0.8, 0.9], (0.7, 0.8], (0.4, 0.5], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10350,CTGB,10350,40.0,0.5,1.0,1.0,10.5,10.19,0.01,-0.01,"[NaN, (0.8, 0.9], (0.9, 1.0], (-0.001, 0.1], (0.1, 0.2], ..., (0.4, 0.5], (0.5, 0.6], (0.3, 0.4], (0.6, 0.7], (0.7, 0.8]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10405,1,10405,25.0,0.7,1.0,1.0,14.35,11.52,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.4, 0.5], (0.9, 1.0], ..., (0.1, 0.2], (0.6, 0.7], (0.8, 0.9], (0.5, 0.6], (0.3, 0.4]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10650,GT1,10650,48.0,0.6,1.0,1.0,6.06,12.87,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.7, 0.8], (0.3, 0.4], ..., (0.6, 0.7], (0.5, 0.6], (0.2, 0.3], (0.8, 0.9], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10649,GT1,10649,49.0,0.6,1.0,1.0,9.02,9.75,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.5, 0.6], (0.9, 1.0], (0.6, 0.7], ..., (0.8, 0.9], (0.1, 0.2], (0.3, 0.4], (0.7, 0.8], (0.2, 0.3]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
10776,GTG,10776,49.0,0.6,1.0,1.0,9.01,10.43,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.5, 0.6], (0.2, 0.3], ..., (0.4, 0.5], (0.6, 0.7], (0.7, 0.8], (0.8, 0.9], (0.9, 1.0]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
50612,GT1,50612,48.0,0.6,1.0,1.0,9.04,9.71,0.01,-0.01,"[NaN, (0.2, 0.3], (0.7, 0.8], (-0.001, 0.1], (0.5, 0.6], ..., (0.9, 1.0], (0.6, 0.7], (0.4, 0.5], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
50865,1,50865,38.0,0.6,1.0,1.0,13.24,14.77,0.0,-0.0,"[(0.9, 1.0], (0.8, 0.9], (0.3, 0.4], NaN, (-0.001, 0.1], ..., (0.6, 0.7], (0.1, 0.2], (0.2, 0.3], (0.4, 0.5], (0.5, 0.6]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
54238,BIOMS1,54238,54.0,0.4,1.0,1.0,13.9,15.87,0.0,-0.0,"[(0.9, 1.0], (0.8, 0.9], (0.6, 0.7], NaN, (-0.001, 0.1], ..., (0.5, 0.6], (0.2, 0.3], (0.4, 0.5], (0.3, 0.4], (0.1, 0.2]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
54749,1,54749,53.0,0.706,1.0,2.0,8.65,8.74,0.01,-0.01,"[NaN, (0.117, 0.215], (0.804, 0.902], (0.902, 1.0], (0.608, 0.706], ..., (0.706, 0.804], (0.509, 0.608], (0.0179, 0.117], (0.313, 0.411], (0.215, 0.313]]
Length: 11
Categories (10, interval[float64, right]): [(0.0179, 0.117] < (0.117, 0.215] < (0.215, 0.313] < (0.313, 0.411] ... (0.608, 0.706] < (0.706, 0.804] < (0.804, 0.902] < (0.902, 1.0]]"
54768,GT1,54768,48.0,0.7,1.0,1.0,8.72,9.5,0.01,-0.01,"[(0.9, 1.0], (0.8, 0.9], (0.2, 0.3], NaN, (-0.001, 0.1], ..., (0.7, 0.8], (0.1, 0.2], (0.4, 0.5], (0.3, 0.4], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55112,CT01,55112,296.0,0.615,1.0,1.0,6.63,6.85,0.0,-0.0,"[(0.711, 0.807], (0.615, 0.711], (0.807, 0.904], (0.904, 1.0], NaN, ..., (0.326, 0.422], (0.519, 0.615], (0.23, 0.326], (0.422, 0.519], (0.133, 0.23]]
Length: 11
Categories (10, interval[float64, right]): [(0.0362, 0.133] < (0.133, 0.23] < (0.23, 0.326] < (0.326, 0.422] ... (0.615, 0.711] < (0.711, 0.807] < (0.807, 0.904] < (0.904, 1.0]]"
55112,CT02,55112,296.0,0.42,1.0,1.0,6.55,7.68,0.01,-0.0,"[NaN, (0.0328, 0.13], (0.324, 0.42], (0.807, 0.903], (0.903, 1.0], ..., (0.42, 0.517], (0.614, 0.71], (0.517, 0.614], (0.227, 0.324], (0.13, 0.227]]
Length: 11
Categories (10, interval[float64, right]): [(0.0328, 0.13] < (0.13, 0.227] < (0.227, 0.324] < (0.324, 0.42] ... (0.614, 0.71] < (0.71, 0.807] < (0.807, 0.903] < (0.903, 1.0]]"
55151,CTG-1,55151,270.0,0.1,1.0,1.0,7.0,14.63,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.1, 0.2], (0.2, 0.3], (0.3, 0.4], ..., (0.8, 0.9], (0.9, 1.0], (0.7, 0.8], (0.4, 0.5], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55151,CTG-4,55151,270.0,0.2,1.0,1.0,7.0,9.73,0.01,-0.01,"[NaN, (-0.001, 0.1], (0.2, 0.3], (0.5, 0.6], (0.9, 1.0], ..., (0.3, 0.4], (0.6, 0.7], (0.8, 0.9], (0.1, 0.2], (0.4, 0.5]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
55151,CTG-3,55151,271.0,0.2,1.0,1.0,6.95,9.54,0.01,-0.01,"[(0.2, 0.3], (0.3, 0.4], (0.5, 0.6], NaN, (-0.001, 0.1], ..., (0.9, 1.0], (0.8, 0.9], (0.7, 0.8], (0.4, 0.5], (0.6, 0.7]]
Length: 11
Categories (10, interval[float64, right]): [(-0.001, 0.1] < (0.1, 0.2] < (0.2, 0.3] < (0.3, 0.4] ... (0.6, 0.7] < (0.7, 0.8] < (0.8, 0.9] < (0.9, 1.0]]"
