,plant_id_eia,plant_name_eia,utility_id_eia,utility_name_eia,state,capacity_mw
736,62185,birch solar,,,SC,2.0
737,62186,chapman solar,,,SC,2.0
738,62187,clark solar,,,SC,2.0
739,62188,colleton solar,,,SC,75.0
740,62189,collins farm solar,,,SC,5.4
741,62190,crossroads solar,,,SC,67.7
742,62191,cnmec solar energy center,,,NM,2.0
743,62192,blue water energy center,5109,dte electric company,MI,1267.4
744,62193,winegar csg,57081,"wgl energy systems, inc",MN,1.0
745,62194,bolduan csg,57081,"wgl energy systems, inc",MN,1.0
746,62195,guse csg,57081,"wgl energy systems, inc",MN,1.0
747,62196,"hadley 2 solar, llc",,,MA,1.9
748,62197,east bridgewater solar,,,MA,2.3
749,62198,"griffin road solar, llc",,,MA,2.0
750,62199,"ashby solar, llc",,,MA,1.8
751,62200,hillcrest solar,,,OH,200.0
752,62201,dudley solar,,,MA,1.9
753,62202,williamsburg,,,MA,4.0
754,62203,"monson solar, llc",,,MA,2.0
755,62204,"red toad 5840 buffalo road, llc",,,NC,2.0
756,62205,"nickelson solar, llc",,,NC,5.3
757,62206,hibiscus solar energy center,6452,florida power & light co,FL,74.5
758,62207,reloj del sol wind farm,,,TX,209.4
759,62208,nist solar,,,MD,4.0
760,62209,randolph csg pv1-5,58970,"ecoplexus, inc",MN,5.0
761,62210,felton csg pv1-5,58970,"ecoplexus, inc",MN,5.0
762,62211,denmark solar,,,SC,6.0
763,62212,fairfield solar,,,SC,10.0
764,62213,fishwater solar,,,SC,2.0
765,62214,flip solar,,,SC,15.8
766,62215,foreman solar,,,SC,6.4
767,62216,gaines solar,,,SC,2.0
768,62217,geb solar,,,SC,60.0
769,62218,gedosch solar ii,,,SC,2.0
770,62219,ashburnham energy storage project,11806,massachusetts mun wholes electric co,MA,3.0
771,62220,"east fork wind project, llc",56201,engie north america,KS,195.8
772,62221,culpepper solar,,,SC,69.5
773,62222,dadswell solar,,,SC,1.0
774,62223,warren solar farm llc,,,NC,5.0
775,62224,oak leaf solar xxvii llc,60025,greenbacker renewable energy corporation,CO,1.5
776,62225,hunterdon health system solar project,,,NJ,1.5
777,62226,"westminster renewables, llc",,,MA,1.5
778,62227,"seymour hills wind project, llc",56201,engie north america,TX,30.2
779,62228,otis elevator company solar,,,SC,1.0
780,62229,holliday solar i,,,SC,75.0
781,62230,indigo solar,,,SC,2.0
782,62231,ion solar,,,SC,5.0
783,62232,jackson solar,,,SC,14.0
784,62233,jefferson solar,,,SC,8.2
785,62234,juniper solar,,,SC,65.5
786,62235,lone star solar,,,SC,66.0
787,62236,luz solar,,,SC,2.0
788,62237,madison solar,,,SC,10.9
789,62238,marshall solar,,,SC,2.0
790,62239,oak leaf solar xxx llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
791,62240,"burgaw solar, llc",,,NC,5.0
792,62241,norwest energy 9 llc,,,OR,8.0
793,62242,county of san diego sbrc,,,CA,1.3
794,62243,oak leaf solar xxi (csg),60025,greenbacker renewable energy corporation,CO,1.5
795,62244,oak leaf solar xxxi llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
796,62245,oak leaf solar xxv llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
797,62246,target woodland solar project,,,CA,2.3
798,62247,prevailing wind park,,,SD,220.0
799,62248,arrow canyon solar,,,NV,275.0
800,62249,misae solar,,,TX,240.0
801,62250,nyc-hh-new bellevue hospital,,,NY,6.0
802,62251,oak leaf solar xxxii (csg),60025,greenbacker renewable energy corporation,CO,1.5
803,62252,oak leaf solar xxii llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
804,62253,oak leaf solar xxiv llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
805,62254,oak leaf solar xxvi llc,60025,greenbacker renewable energy corporation,CO,1.5
806,62255,oak leaf solar xxviii llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
807,62256,oak leaf solar xxiii llc (csg),60025,greenbacker renewable energy corporation,CO,1.5
808,62257,station 9 energy storage system,2144,town of braintree - (ma),MA,2.0
809,62258,mesteno,,,TX,201.6
810,62259,ranchero wind farm llc,,,TX,300.0
811,62260,trout creek solar,,,CO,2.0
812,62261,alabama ledge wind farm llc,,,NY,79.8
813,62262,rolling upland wind farm llc,,,NY,60.0
814,62263,saddle mountain east wind farm,,,WA,126.0
815,62264,pittsfield 44 - m&w pv,,,MA,1.2
816,62265,lee site 31 solar,,,MA,1.9
817,62266,plymouth solar,,,MA,1.1
818,62267,held solar project,,,MN,5.0
819,62268,"norwest energy 4, llc",,,OR,5.6
820,62269,"stoneray power partners, llc",57170,"edf renewable asset holdings, inc.",MN,100.0
821,62270,westchester county medical center,,,NY,8.0
822,62271,nyph-queens,,,NY,4.5
823,62272,bly solar center,,,OR,8.0
824,62273,hecate energy columbia county solar,,,NY,60.0
825,62274,liberty hs solar project,,,CA,1.5
826,62275,frontier hs solar project,,,CA,1.4
827,62276,martin east solar,,,SC,2.0
828,62277,martin west solar,,,SC,2.0
829,62278,mcclain solar,,,SC,17.3
830,62279,mccormick solar,,,SC,2.0
831,62280,melsam solar,,,SC,60.5
832,62281,middleton solar,,,SC,2.0
833,62282,pee dee solar i,,,SC,2.0
834,62283,pee dee solar ii,,,SC,2.0
835,62284,power solar,,,SC,3.0
836,62285,martin central solar,,,SC,2.0
837,62286,xebec 1,,,CA,1.9
838,62287,francisco st. solar,,,CA,1.2
839,62288,"valentine solar, llc",57170,"edf renewable asset holdings, inc.",CA,111.2
840,62289,dearborn energy center,5109,dte electric company,MI,35.0
841,62290,polaris wind park,5109,dte electric company,MI,168.6
842,62291,"palmer's creek wind farm, llc",,,MN,44.6
843,62292,pruger solar i,,,SC,2.0
844,62293,pruger solar ii,,,SC,2.0
845,62294,pruger solar iii,,,SC,2.0
846,62295,rollins solar,,,SC,63.0
847,62296,ross solar,,,SC,75.0
848,62297,rutledge solar,,,SC,2.0
849,62298,sandifer solar,,,SC,2.0
850,62299,quest solar,,,SC,40.0
851,62301,richmond nmca,,,RI,4.0
852,62302,founders homestead farms solar,,,RI,4.5
853,62303,mattas farms,,,NY,2.0
854,62304,woodleaf solar facility,5416,"duke energy carolinas, llc",NC,6.0
855,62305,tipton solar park,9234,indiana municipal power agency,IN,5.3
856,62306,iff union beach project,56990,njr clean energy ventures corporation,NJ,5.5
857,62307,scarlet solar,,,SC,2.0
858,62308,shem solar,,,SC,2.0
859,62309,shining sun solar,,,SC,40.0
860,62310,shorthorn solar,,,SC,60.5
861,62311,snoopy solar,,,SC,2.0
862,62312,southard solar,,,SC,6.0
863,62313,stamey solar,,,SC,2.0
864,62314,tarpon solar i,,,SC,2.0
865,62315,tedder solar,,,SC,2.0
866,62316,ten governors solar,,,SC,28.0
867,62317,collard holdings solar,,,NC,10.0
868,62318,"pawcatuck solar center, llc",,,CT,15.0
869,62319,western sugar cooperative - billings,,,MT,1.5
870,62320,antelope expansion 1b,,,CA,17.0
871,62321,cedar falls solar farm,,,IA,1.5
872,62322,mechanicville hydroelectric station,,,NY,4.0
873,62323,macy's md joppa solar project,,,MD,1.8
874,62324,dynamic - walpole,,,MA,2.0
875,62325,46 meadowlands parkway,60268,hartz solar llc,NJ,1.5
876,62326,77 metro way,60268,hartz solar llc,NJ,1.0
877,62327,"synergen panorama, llc csg",,,MD,6.6
878,62328,"mill pond solar, llc",60025,greenbacker renewable energy corporation,NC,5.0
879,62329,"jamesville road solar, llc",60025,greenbacker renewable energy corporation,NC,5.0
880,62330,"camden dam solar, llc",60025,greenbacker renewable energy corporation,NC,5.0
881,62331,sol phoenix,60025,greenbacker renewable energy corporation,MD,2.5
882,62332,blue star,60025,greenbacker renewable energy corporation,MD,7.5
883,62333,"polk county renewables, llc",,,NE,2.5
884,62334,uss hockey pad solar csg,,,MN,1.0
885,62335,uss centerfield solar csg,,,MN,1.0
886,62336,uss webster solar csg,,,MN,1.0
887,62337,uss lake patterson solar csg,,,MN,1.0
888,62338,uss rapidan solar csg,,,MN,1.0
889,62339,uss kost trail solar csg,,,MN,1.0
890,62340,"aulander holloman solar, llc",,,NC,80.0
891,62341,turkey hill solar i,,,SC,2.0
892,62342,washington solar (sc),,,SC,2.0
893,62343,ulmer solar,,,SC,22.0
894,62344,washington solar ii (sc),,,SC,2.0
895,62345,wayfair solar,,,SC,2.0
896,62346,trask east solar,,,SC,12.0
897,62347,weaver solar,,,SC,2.0
898,62348,webster solar,,,SC,5.4
899,62349,topaz solar (sc),,,SC,2.0
900,62350,wsw solar,,,SC,30.0
901,62351,wysong solar,,,SC,2.3
902,62352,thomas solar,,,SC,2.0
903,62353,yemassee solar,,,SC,10.0
904,62354,york solar,,,SC,2.0
905,62355,ikea norfolk rooftop pv system,57389,ikea property inc,VA,1.3
906,62356,lockett windfarm,,,TX,183.8
907,62357,gloversville landfill solar,,,NY,5.0
908,62358,uss king 2 csg,,,MN,1.0
909,62359,uss eggo solar csg,,,MN,1.0
910,62360,uss dvl solar csg,,,MN,1.0
911,62361,uss brude solar csg,,,MN,1.0
912,62362,uss east hauer watt csg,,,MN,1.0
913,62363,barre solar iii llc,,,MA,1.0
914,62364,nobles 2 wind project,,,MN,250.0
915,62365,wright kirby 1-5 csg,,,MN,5.0
916,62366,nyp-lower manhattan hospital,,,NY,1.5
917,62367,sr arlington ii,,,GA,102.5
918,62368,bwc origination 18,,,MA,4.8
919,62369,bwc gibbs brook,,,MA,4.0
920,62370,bwc wareham river,,,MA,1.0
921,62371,bwc harlow brook,,,MA,1.5
922,62372,bwc pocasset river,,,MA,1.5
923,62373,i25 battery storage,,,CO,4.0
924,62374,jbab - washington dc,,,DC,5.9
925,62375,"dougherty county solar, llc",,,GA,120.0
926,62376,grazing yak solar,,,CO,35.0
927,62377,moody air force base solar,7140,georgia power co,GA,49.5
928,62378,cfw solar x llc - vaughn,,,CA,1.6
929,62379,spanish peaks solar,,,CO,100.0
930,62380,"emmons-logan wind, llc",,,ND,300.0
931,62381,gmp solar/storage-milton,7601,green mountain power corp,VT,7.0
932,62382,gmp solar/storage-ferrisburgh,7601,green mountain power corp,VT,7.0
933,62383,gmp solar/storage-essex,7601,green mountain power corp,VT,6.5
934,62384,point marion l&d hydroelectric project,,,PA,5.0
935,62385,maxwell l&d hydroelectric project,,,PA,12.0
936,62386,opekiska l&d hydroelectric project,,,WV,6.0
937,62387,morgantown l&d hydroelectric project,,,WV,5.0
938,62388,grays landing l&d hydroelectric project,,,PA,12.0
939,62389,pasto solar,,,NY,16.0
940,62390,ky no. 11 l&d hydroelectric project,,,KY,2.5
941,62391,overton hydroelectric project,,,LA,48.6
942,62392,guyton community solar,7140,georgia power co,GA,3.6
943,62393,atlanta falcons solar,7140,georgia power co,GA,1.0
944,62394,sweetbay solar center,6452,florida power & light co,FL,74.5
945,62395,bell bay solar farm,,,SC,1.6
946,62396,jamison solar farm,,,SC,1.1
947,62397,runway solar farm,,,SC,2.0
948,62398,albert einstein college of medicine,,,NY,8.599999999999998
949,62399,sage solar i-iii,,,UT,57.6
950,62400,montgomery l&d hydroelectric project,,,PA,38.0
951,62401,allegheny l&d2 hydroelectric project,,,PA,9.0
952,62402,arkabutla lake hydroelectric project,,,MS,5.0
953,62403,beverly l&d hydroelectric project,,,OH,3.0
954,62404,monongahela l&d4 hydroelectric project,,,PA,12.0
955,62405,umces ground mount,,,MD,2.0
956,62406,city of gallup solar,,,NM,8.0
957,62407,anne arundel county public schools,,,MD,1.0
958,62408,fort indiantown gap,,,PA,3.0
959,62409,waynesboro community solar,7140,georgia power co,GA,2.4
960,62411,griffin trail wind,,,TX,225.6
961,62412,daum solar,,,NY,4.0
962,62413,ellis solar,,,NY,18.0
963,62414,lady slipper solar array,,,MN,4.5
964,62415,west of the pecos solar,56215,e on climate renewables n america llc,TX,100.0
965,62416,cranell wind farm llc,56215,e on climate renewables n america llc,TX,220.0
966,62417,peyton creek wind farm llc,56215,e on climate renewables n america llc,TX,220.0
967,62418,verwey-hanford dairy digester #2,,,CA,1.0
968,62419,verwey-hanford dairy digester #3,,,CA,1.0
969,62420,prairie state solar project,,,IL,99.0
970,62421,nyp-hudson valley hospital center,,,NY,2.3
971,62422,assembly solar project,,,MI,50.0
972,62423,regeneron pharmaceuticals inc.,,,NY,15.4
973,62424,iola powerhouse & cogeneration facility,,,NY,4.199999999999999
974,62425,sardis lake hydroelectric project,,,MS,15.0
975,62426,rokeby l&d hydroelectric project,,,OH,4.0
976,62427,philo l&d hydroelectric project,,,OH,3.0
977,62428,malta l&d hydroelectric project,,,OH,4.0
978,62429,lowell l&d hydroelectric project,,,OH,5.0
979,62430,grenada lake hydroelectric project,,,MS,10.0
980,62431,willow creek wind power llc,56545,pattern operators lp,SD,105.0
981,62432,enid lake hydroelectric project,,,MS,5.0
982,62433,emsworth l&d hydroelectric project,,,PA,17.0
983,62434,emsworth bc hydroelectric project,,,PA,11.0
984,62435,devola l&d hydroelectric project,,,OH,4.0
985,62436,sr arlington i,,,GA,20.0
986,62437,dodge county wind,,,MN,170.0
987,62438,heller 400m,56997,marina energy llc,NJ,1.2000000000000002
988,62439,owens corning,56997,marina energy llc,NJ,2.8
989,62440,techren solar v,,,NV,50.0
990,62441,kearny mesa storage llc,,,CA,1.0
991,62442,"lake region community hybrid, llc",,,MN,2.0
992,62443,westminster,,,VT,1.8
993,62444,meyersdale windpower battery,6865,fpl energy meyersdale windpower llc,PA,18.0
994,62445,busch ranch ii wind farm,,,CO,59.4
995,62446,jll-one rockwood road,,,NY,3.0
996,62447,south nassau communities hospital,,,NY,2.9000000000000004
997,62448,lapetus,,,TX,100.0
998,62449,kimberly clark mobile - chp plant,,,AL,50.0
999,62450,st. johns episcopal hospital,,,NY,1.2
1000,62451,rantoul solar,,,IL,1.0
1001,62452,st. joseph hospital,,,NY,1.1
1002,62453,mt.sinai-st.lukes roosevelt hosp. center,,,NY,6.6
1003,62454,lakewood cheddar school,,,NJ,1.0
1004,62455,digital fairfield,57128,bloom energy,CT,2.0
1005,62456,regeneron tarrytown,57128,bloom energy,NY,1.5
1006,62458,ratkovich alhambra,57128,bloom energy,CA,1.0
1007,62459,micro santa clara,57128,bloom energy,CA,2.0
1008,62460,desi-2 battery storage facility,17609,southern california edison co,CA,1.4
1009,62461,farmers electric cooperative - kalona,,,IA,6.0
1010,62462,muscle shoals,56615,first solar energy llc,AL,227.0
1011,62463,little bear 3,56615,first solar energy llc,CA,20.0
1012,62464,little bear 4,56615,first solar energy llc,CA,50.0
1013,62465,little bear 5,56615,first solar energy llc,CA,50.0
1014,62467,vista solar energy center,59300,pnm resources,NM,10.0
1015,62468,music city community solar,,,TN,1.6
1016,62469,cove mountain solar,56615,first solar energy llc,UT,58.0
1017,62470,cove mountain solar 2,56615,first solar energy llc,UT,122.0
1018,62471,washington st community solar farm #4,,,NY,2.5
1019,62472,washington st community solar farm #1,,,NY,2.2
1020,62473,washington st community solar farm #3,,,NY,2.5
1021,62474,gaskill rd community solar farm,,,NY,5.0
1022,62475,kings point wind energy center,5860,empire district electric co,MO,149.4
1023,62476,big tree community solar farm,,,NY,2.0
1024,62477,dryden rd #2 community solar farm,,,NY,2.0
1025,62478,north fork ridge wind energy center,5860,empire district electric co,MO,149.4
1026,62479,woodoak drive community solar farm,,,NY,2.0
1027,62480,burritt rd community solar farm,,,NY,2.0
1028,62481,neosho ridge wind energy center,5860,empire district electric co,KS,301.0
1029,62482,beech ridge ii wind energy center,,,WV,56.2
1030,62483,taygete energy project llc,,,TX,255.0
1031,62484,crawfordsville 2 solar park,9234,indiana municipal power agency,IN,7.9
1032,62485,crawfordsville 3 solar park,9234,indiana municipal power agency,IN,4.8
1033,62486,cmr solar llc,,,NY,2.0
1034,62487,flowers solar llc,,,NC,4.3
1035,62488,prairie queen wind farm,,,KS,199.3
1036,62489,crossing trails wind farm,,,CO,104.0
1037,62490,echo river solar,6452,florida power & light co,FL,74.5
1038,62491,okeechobee solar,6452,florida power & light co,FL,74.5
1039,62492,acb energy parntners llc - mtf cogen,,,NJ,7.5
1040,62493,southfork solar,6452,florida power & light co,FL,74.5
1041,62494,skeleton creek energy center,,,OK,700.0
1042,62495,palmer solar,,,CO,60.0
1043,62496,telegraph rd #1 community solar farm,,,NY,3.8
1044,62497,orange county energy storage 2,,,CA,9.0
1045,62498,telegraph rd #2 community solar farm,,,NY,2.0
1046,62499,orange county energy storage 3,,,CA,6.0
1047,62500,route 19 #1 community solar farm,,,NY,2.0
1048,62501,old jackson solar llc,56545,pattern operators lp,TX,128.0
1049,62502,route 19 #2 community solar farm,,,NY,5.0
1050,62503,winchendon landfill solar,,,MA,2.0
1051,62504,frey rd #1 community solar farm,,,NY,2.0
1052,62505,g.s.e. one llc,56545,pattern operators lp,TX,83.0
1053,62507,county route 11 community solar farm,,,NY,4.1
1054,62508,furnace rd community solar farm,,,NY,3.0
1055,62515,hybrid holdings 1 capistrano,,,CA,4.0
1056,62516,tb flats,14354,pacificorp,WY,503.2
1057,62517,yellow mills rd #1 community solar farm,,,NY,2.3
1058,62518,yellow mills rd #2 community solar farm,,,NY,2.3
1059,62519,yellow mills rd #3 community solar farm,,,NY,2.3
1060,62520,state route 64n community solar farm,,,NY,1.2
1061,62521,frey rd #2 community solar farm,,,NY,1.4
1062,62522,solemio llc,56545,pattern operators lp,TX,80.0
1063,62523,route 5 & 20 community solar farm,,,NY,2.3
1064,62524,route 22 community solar farm,,,NY,3.7
1065,62525,villa roma rd #1,,,NY,2.0
1066,62526,villa roma rd #2,,,NY,2.0
1067,62527,villa roma rd #3,,,NY,2.0
1068,62528,villa roma rd #4,,,NY,2.0
1069,62529,hale kuawehi solar,,,HI,60.0
1070,62530,boas rd #1 community solar farm,,,NY,2.0
1071,62531,boas rd #2 community solar farm,,,NY,2.0
1072,62532,boas rd #3 community solar farm,,,NY,2.0
1073,62533,boas rd #4 community solar farm,,,NY,2.0
1074,62534,paeahu solar,,,HI,30.0
1075,62535,msc-scott01 llc,,,MN,1.0
1076,62536,msc-chisago01 llc csg,,,MN,1.0
1077,62537,msc-rice01 llc csg,,,MN,1.0
1078,62538,msc-chisago02 llc,,,MN,1.0
1079,62539,hce moore i,,,NC,2.0
1080,62540,three bridge,,,NC,2.0
1081,62541,lake placid solar power plant,6455,"duke energy florida, inc",FL,45.0
1082,62542,debary solar power plant,6455,"duke energy florida, inc",FL,74.5
1083,62543,trenton solar power plant,6455,"duke energy florida, inc",FL,74.9
1084,62544,wilkinson solar llc,49893,invenergy services llc,NC,74.0
1085,62545,renew solar abc sacramento llc,,,CA,1.7
1086,62546,almond,,,CA,19.9
1087,62547,aquamarine,,,CA,250.0
1088,62548,sjrr power llc,,,TX,200.0
1089,62549,kearsarge johnstown 1,,,NY,1.5
1090,62550,kearsarge gb,,,MA,1.9
1091,62551,kearsarge sksc1 llc,,,RI,3.8
1092,62552,kearsarge uxbridge,,,MA,1.9
1093,62556,kearsarge johnstown 2,,,NY,2.0
1094,62557,kearsarge montague,,,MA,4.0
1095,62558,kearsarge sksc2 llc,,,RI,3.1
1096,62559,kearsarge wilmington,,,MA,1.6
1097,62560,airport solar,,,OR,47.3
1098,62561,"roadrunner, llc",,,TX,400.0
1099,62562,"high lonesome wind power, llc",,,TX,449.5
1100,62563,high prairie wind farm,,,MO,400.0
1101,62564,elkhorn battery energy storage system,14328,pacific gas & electric co,CA,182.5
1102,62565,"hill top energy center, llc",,,PA,664.7
1103,62566,blue summit iii wind,,,TX,200.2
1104,62567,"gd richmond buttonwoods i, llc",,,RI,1.3
1105,62568,"gd west greenwich victory i, llc",,,RI,1.8
1106,62569,knoxville battery energy storage,12341,midamerican energy co,IA,1.1
1107,62570,jiminy peak wind qf,,,MA,1.5
1108,62571,disney prospect,57128,bloom energy,CA,1.0
1109,62572,att jericho,57128,bloom energy,NY,1.0
1110,62573,att kelvin,57128,bloom energy,CA,1.0
1111,62574,att van nyus,57128,bloom energy,CA,1.0
1112,62575,flex gibraltar,57128,bloom energy,CA,1.0
1113,62576,mer queens,57128,bloom energy,NY,1.2
1114,62577,app prune a-d,57128,bloom energy,CA,4.0
1115,62578,preferred freezer san leandro,,,CA,2.0
1116,62579,plainfield community solar llc,,,MA,2.0
1117,62580,route 14a cdg solar north and south llc,,,NY,4.0
1118,62581,tolland solar ng llc,,,MA,3.5
1119,62582,newfield community solar llc,,,NY,6.0
1120,62583,tanglewood circle solar 1 llc,,,MA,5.0
1121,62584,quitman solar,,,GA,150.0
1122,62585,beebe substation battery storage,11806,massachusetts mun wholes electric co,MA,3.0
1123,62586,dg florham park solar llc,,,NJ,2.0
1124,62587,mesquite star,,,TX,418.9
1125,62588,derby fuel cell,,,CT,14.0
1126,62589,montefiore mount vernon hospital,,,NY,1.1
1127,62590,wolf creek generator,,,KS,1.0
1128,62591,ekola flats,14354,pacificorp,WY,250.9
1129,62592,headwaters wind farm ii llc,,,IN,200.0
1130,62593,bradley farm (dudley),59315,bradley farm llc,NC,5.0
1131,62594,ruff solar llc,,,NC,22.0
1132,62595,wendell solar farm llc,,,NC,5.0
1133,62596,sabattus solar llc,,,NC,5.0
1134,62597,rio de oro solar energy center,59300,pnm resources,NM,10.0
1135,62598,connell east llc,,,NJ,1.4
1136,62600,cookstown,,,NC,5.0
1137,62601,changeup,,,NC,2.0
1138,62602,starr,,,NC,5.0
1139,62603,badger,,,NC,5.0
1140,62604,outer cape community battery,,,MA,25.0
1141,62605,martha's vineyard community battery,,,MA,4.9
1142,62606,whitney hill wind power llc,,,IL,65.0
1143,62607,bloomfield municipal utilities solar,,,IA,1.6
1144,62608,north english ii,12341,midamerican energy co,IA,140.0
1145,62609,commerce ess,16604,city of san antonio - (tx),TX,10.0
1146,62610,commerce solar,16604,city of san antonio - (tx),TX,5.0
1147,62611,pfmg solar grossmont helix llc,,,CA,1.2
1148,62612,usaa black bear energy,,,NJ,1.9
1149,62613,cbp solar,,,NY,1.8
1150,62614,kinder morgan fordham,,,NY,1.7
1151,62615,aldi dc 2,,,CT,1.2
1152,62616,ccg marketing,,,NJ,1.5
1153,62617,searcy solar,,,AR,110.0
1154,62618,hidalgo wind farm ii,,,TX,50.4
1155,62619,rockland bakery inc.,,,NY,3.8999999999999995
1156,62620,sage draw wind,,,TX,338.4
1157,62621,achilles solar,,,NC,5.0
1158,62622,overlook medical center,,,NJ,4.0
1159,62623,arborgate solar,,,NC,5.0
1160,62624,"white cloud wind project, llc",,,MO,236.5
1161,62625,west water street,18488,city of taunton,MA,10.0
1162,62627,wadesboro 4,,,NC,2.2
1163,62628,apg old bayside,,,MD,1.7
1164,62629,apg new chesapeake,,,MD,2.3
1165,62630,jumbo hill wind project,56201,engie north america,TX,160.7
1166,62631,blue heron solar,6452,florida power & light co,FL,74.5
1167,62632,cattle ranch,6452,florida power & light co,FL,74.5
1168,62633,twin lakes,6452,florida power & light co,FL,74.5
1169,62634,babcock preserve,6452,florida power & light co,FL,74.5
1170,62636,nvss-ii,,,NV,15.0
1171,62637,milford solar farm (nj) llc,56990,njr clean energy ventures corporation,NJ,7.5
1172,62638,mccullough road solar farm,56990,njr clean energy ventures corporation,NJ,7.6
1173,62639,manchester community college east,,,CT,1.0
1174,62640,manchester community college north,,,CT,1.0
1175,62641,morehead generating facility,59170,"north american biofuels, llc",KY,1.4
1176,62642,ge-lubbock,58270,ge wind energy llc,TX,5.3
1177,62643,az state university - tempe campus solar,,,AZ,2.3000000000000007
1178,62644,minuteman energy storage,,,MA,5.0
1179,62645,northern preserve solar,6452,florida power & light co,FL,74.5
1180,62646,washburn road solar,,,MA,1.9
1181,62647,mbs texbook exchange,,,MO,2.0
1182,62649,sfdk solar,,,CA,6.3
1183,62650,new york presbyterian-the allen hospital,,,NY,1.0
1184,62651,haven solar project csg,,,MN,3.0
1185,62652,happy hollow csg,,,MA,8.3
1186,62653,zephyr wind project - 2.0,,,OH,4.5
1187,62654,foundation dole fresh vegetables,,,CA,5.6
1188,62655,hl solar,,,CA,7.6
1189,62656,hunter solar llc,,,UT,100.0
1190,62657,dww solar ll,,,CT,36.9
1191,62658,cuyahoga falls 1,,,OH,9.0
1192,62659,"pecan grove solar, llc",,,NC,5.0
1193,62660,"1025 traveller solar, llc",,,NC,5.0
1194,62661,"1047 little mountain solar, llc",,,NC,3.0
1195,62662,"ennis solar, llc",,,NC,5.0
1196,62663,gilcrest solar,57081,"wgl energy systems, inc",CO,1.5
1197,62664,quincy solar,57081,"wgl energy systems, inc",CO,1.5
1198,62665,novel solar one csg llc,,,MN,3.0
1199,62666,sigurd solar llc,,,UT,80.0
1200,62667,lafayette horizon solar csg llc,,,CO,1.6
1201,62668,maiden creek solar power plant,5416,"duke energy carolinas, llc",NC,69.3
1202,62669,gaston solar power plant,5416,"duke energy carolinas, llc",NC,25.0
1203,62670,hecate energy highland llc,,,OH,300.0
1204,62671,equinix caspian dr. fuel cell,,,CA,4.8
1205,62672,nautilus goat island solar csg llc,,,RI,3.3
1206,62673,antelope expansion 3a,,,CA,15.0
1207,62674,antelope expansion 3b,,,CA,5.0
1208,62675,skipjack solar center,,,VA,175.0
1209,62676,epic verona,,,WI,43.199999999999996
1210,62677,ikea canton rooftop pv system,57389,ikea property inc,MI,1.0
1211,62678,crooked run,,,NC,70.1
1212,62679,palmetto plains,,,SC,75.0
1213,62680,garfield solar,56990,njr clean energy ventures corporation,NJ,3.0
1214,62681,ced champaign solar llc,56769,consolidated edison development inc.,IL,1.6
1215,62682,noland wastewater treatment plant,,,AR,11.0
1216,62683,westside wastewater treatment plant,,,AR,11.0
1217,62684,palestine power peaking facility,,,TX,200.0
1218,62685,sealy power peaking facility,,,TX,200.0
1219,62686,"tpe pennsylvania solar 1, llc",,,PA,3.6
1220,62687,american canyon solar,,,CA,3.0
1221,62688,malech solar farm,,,CA,3.1
1222,62689,hellyer solar farm,,,CA,2.2
1223,62690,guadalupe solar farm,,,CA,1.7
1224,62691,shiloh hwy solar,,,NC,5.0
1225,62692,sandy solar,,,NC,5.0
1226,62693,chowan jehu solar,,,NC,5.0
1227,62695,ced northampton solar llc,56769,consolidated edison development inc.,MA,4.3
1228,62696,fastsun 2,60281,"altus power america management, llc",MN,1.0
1229,62697,mission college blvd. fuel cell,,,CA,5.0
1230,62698,kaiser east la palma ave. fuel cell,,,CA,1.5
1231,62699,kaiser deer valley rd. fuel cell,,,CA,1.4
1232,62700,kaiser owens dr. fuel cell,,,CA,1.0
1233,62701,kaiser napa valley corporate dr fuel cell,,,CA,4.8
1234,62702,equinix great oaks blvd. fuel cell,,,CA,4.5
1235,62703,equinix lundy ave. fuel cell,,,CA,3.8
1236,62704,equinix douglas st. fuel cell,,,CA,1.5
1237,62705,equinix maple ave. fuel cell,,,CA,2.0
1238,62706,helen solar csg,,,MN,4.0
1239,62707,walcott solar csg,,,MN,4.0
1240,62708,northfield solar csg,,,MN,5.0
1241,62709,warsaw solar csg,,,MN,2.0
1242,62710,nationals,57081,"wgl energy systems, inc",DC,1.0
1243,62711,plum creek wind project (ne),,,NE,230.0
1244,62712,burlington coat factory solar,,,NJ,2.6
1245,62713,dsm nutritional products solar,,,NJ,10.0
1246,62714,eyak service center bess,40215,"cordova electric coop, inc",AK,1.0
1247,62715,wildcat creek wind farm llc,,,TX,180.1
1248,62718,mesa csg 2 massicotte,,,CO,1.5
1249,62719,mesa csg 1 murdock,,,CO,1.5
1250,62720,"chester woods point solar, llc csg",,,MD,2.0
1251,62721,steel sun 2: 2303-iii-9 hamburg tpke,59474,bq energy llc,NY,2.0
1252,62722,steel sun 2: 2303-iii-4 hamburg tpke,59474,bq energy llc,NY,2.0
1253,62723,steel sun 2: 2303-iii-2 hamburg tpke,59474,bq energy llc,NY,2.0
1254,62724,homer street west,59474,bq energy llc,NY,1.6
1255,62725,homer street east,59474,bq energy llc,NY,1.6
