year_index,borrower_id_rus,borrower_name_rus,report_year,report_month,total_intangible_plant_additions,total_intangible_plant_retirements,total_intangible_plant_adjustments,total_intangible_plant_balance,total_steam_production_plant_additions,total_steam_production_plant_retirements,total_steam_production_plant_adjustments,total_steam_production_plant_balance,total_nuclear_production_plant_additions,total_nuclear_production_plant_retirements,total_nuclear_production_plant_adjustments,total_nuclear_production_plant_balance,total_hydro_production_plant_additions,total_hydro_production_plant_retirements,total_hydro_production_plant_adjustments,total_hydro_production_plant_balance,total_other_production_plant_additions,total_other_production_plant_retirements,total_other_production_plant_adjustments,total_other_production_plant_balance,total_production_plant_additions,total_production_plant_retirements,total_production_plant_adjustments,total_production_plant_balance,land_and_land_rights350_additions,land_and_land_rights350_retirements,land_and_land_rights350_adjustments,land_and_land_rights350_balance,structures_and_improvements352_additions,structures_and_improvements352_retirements,structures_and_improvements352_adjustments,structures_and_improvements352_balance,station_equipment353_additions,station_equipment353_retirements,station_equipment353_adjustments,station_equipment353_balance,other_transmission_plant_additions,other_transmission_plant_retirements,other_transmission_plant_adjustments,other_transmission_plant_balance,total_transmission_plant_additions,total_transmission_plant_retirements,total_transmission_plant_adjustments,total_transmission_plant_balance,land_and_land_rights360_additions,land_and_land_rights360_retirements,land_and_land_rights360_adjustments,land_and_land_rights360_balance,structures_and_improvements361_additions,structures_and_improvements361_retirements,structures_and_improvements361_adjustments,structures_and_improvements361_balance,station_equipment362_additions,station_equipment362_retirements,station_equipment362_adjustments,station_equipment362_balance,other_distribution_plant_additions,other_distribution_plant_retirements,other_distribution_plant_adjustments,other_distribution_plant_balance,total_distribution_plant_additions,total_distribution_plant_retirements,total_distribution_plant_adjustments,total_distribution_plant_balance,rto_iso_plant_additions,rto_iso_plant_retirements,rto_iso_plant_adjustments,rto_iso_plant_balance,total_general_plant_additions,total_general_plant_retirements,total_general_plant_adjustments,total_general_plant_balance,electric_plant_in_service_additions,electric_plant_in_service_retirements,electric_plant_in_service_adjustments,electric_plant_in_service_balance,electric_plant_purchased_or_sold_additions,electric_plant_purchased_or_sold_retirements,electric_plant_purchased_or_sold_adjustments,electric_plant_purchased_or_sold_balance,electric_plant_leased_to_others_additions,electric_plant_leased_to_others_retirements,electric_plant_leased_to_others_adjustments,electric_plant_leased_to_others_balance,electric_plant_held_for_future_use_additions,electric_plant_held_for_future_use_retirements,electric_plant_held_for_future_use_adjustments,electric_plant_held_for_future_use_balance,completed_construction_additions,completed_construction_retirements,completed_construction_adjustments,completed_construction_balance,acquisition_adjustments_additions,acquisition_adjustments_retirements,acquisition_adjustments_adjustments,acquisition_adjustments_balance,other_utility_plant_additions,other_utility_plant_retirements,other_utility_plant_adjustments,other_utility_plant_balance,nuclear_fuel_assemblies_additions,nuclear_fuel_assemblies_retirements,nuclear_fuel_assemblies_adjustments,nuclear_fuel_assemblies_balance,total_utility_plant_in_service_additions,total_utility_plant_in_service_retirements,total_utility_plant_in_service_adjustments,total_utility_plant_in_service_balance,construction_work_in_progress_additions,construction_work_in_progress_retirements,construction_work_in_progress_adjustments,construction_work_in_progress_balance,total_utility_plant_additions,total_utility_plant_retirements,total_utility_plant_adjustments,total_utility_plant_balance
2006,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,-1,-1,-1,-1,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2007,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,-1,-1,-1,-1,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2008,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,-1,-1,-1,-1,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2009,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,-1,-1,-1,-1,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2010,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,rtoisoplantadditions,rtoisoplantretirements,rtoisoplantadjustments,rtoisoplantbalance,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2011,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,rtoisoplantadditions,rtoisoplantretirements,rtoisoplantadjustments,rtoisoplantbalance,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2012,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,rtoisoplantadditions,rtoisoplantretirements,rtoisoplantadjustments,rtoisoplantbalance,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
2013,rusborrowerid,borrowername,year,period,totalintangibleplantadditions,totalintangibleplantretirements,totalintangibleplantadjustments,totalintangibleplantbalance,totalsteamproductionplantadditions,totalsteamproductionplantretirements,totalsteamproductionplantadjustments,totalsteamproductionplantbalance,totalnuclearproductionplantadditions,totalnuclearproductionplantretirements,totalnuclearproductionplantadjustments,totalnuclearproductionplantbalance,totalhydroproductionplantadditions,totalhydroproductionplantretirements,totalhydroproductionplantadjustments,totalhydroproductionplantbalance,totalotherproductionplantadditions,totalotherproductionplantretirements,totalotherproductionplantadjustments,totalotherproductionplantbalance,totalproductionplantadditions,totalproductionplantretirements,totalproductionplantadjustments,totalproductionplantbalance,landandlandrights350additions,landandlandrights350retirements,landandlandrights350adjustments,landandlandrights350balance,structuresandimprovements352additions,structuresandimprovements352retirements,structuresandimprovements352adjustments,structuresandimprovements352balance,stationequipment353additions,stationequipment353retirements,stationequipment353adjustments,stationequipment353balance,othertransmissionplantadditions,othertransmissionplantretirements,othertransmissionplantadjustments,othertransmissionplantbalance,totaltransmissionplantadditions,totaltransmissionplantretirements,totaltransmissionplantadjustments,totaltransmissionplantbalance,landandlandrights360additions,landandlandrights360retirements,landandlandrights360adjustments,landandlandrights360balance,structuresandimprovements361additions,structuresandimprovements361retirements,structuresandimprovements361adjustments,structuresandimprovements361balance,stationequipment362additions,stationequipment362retirements,stationequipment362adjustments,stationequipment362balance,otherdistributionplantadditions,otherdistributionplantretirements,otherdistributionplantadjustments,otherdistributionplantbalance,totaldistributionplantadditions,totaldistributionplantretirements,totaldistributionplantadjustments,totaldistributionplantbalance,rtoisoplantadditions,rtoisoplantretirements,rtoisoplantadjustments,rtoisoplantbalance,totalgeneralplantadditions,totalgeneralplantretirements,totalgeneralplantadjustments,totalgeneralplantbalance,electricplantinserviceadditions,electricplantinserviceretirements,electricplantinserviceadjustments,electricplantinservicebalance,electricplantpurchasedorsoldadditions,electricplantpurchasedorsoldretirements,electricplantpurchasedorsoldadjustments,electricplantpurchasedorsoldbalance,electricplantleasedtoothersadditions,electricplantleasedtoothersretirements,electricplantleasedtoothersadjustments,electricplantleasedtoothersbalance,electricplantheldforfutureuseadditions,electricplantheldforfutureuseretirements,electricplantheldforfutureuseadjustments,electricplantheldforfutureusebalance,completedconstructionadditions,completedconstructionretirements,completedconstructionadjustments,completedconstructionbalance,acquisitionadjustmentsadditions,acquisitionadjustmentsretirements,acquisitionadjustmentsadjustments,acquisitionadjustmentsbalance,otherutilityplantadditions,otherutilityplantretirements,otherutilityplantadjustments,otherutilityplantbalance,nuclearfuelassembliesadditions,nuclearfuelassembliesretirements,nuclearfuelassembliesadjustments,nuclearfuelassembliesbalance,totalutilityplantinserviceadditions,totalutilityplantinserviceretirements,totalutilityplantinserviceadjustments,totalutilityplantinservicebalance,constructionworkinprogressadditions,constructionworkinprogressretirements,constructionworkinprogressadjustments,constructionworkinprogressbalance,totalutilityplantadditions,totalutilityplantretirements,totalutilityplantadjustments,totalutilityplantbalance
