respondent_id,respondent_name,plant_name
88,Louisville Gas and Electric Company,TRIMBLE COUNTY
88,Louisville Gas and Electric Company,CANE RUN GT
88,Louisville Gas and Electric Company,PADDY'S RUN
88,Louisville Gas and Electric Company,ZORN
88,Louisville Gas and Electric Company,WATERSIDE
88,Louisville Gas and Electric Company,BROWN CT
88,Louisville Gas and Electric Company,TRIMBLE COUNTY CT
88,Louisville Gas and Electric Company,Mill Creek
88,Louisville Gas and Electric Company,Cane Run
88,Louisville Gas and Electric Company,Trimble County
88,Louisville Gas and Electric Company,Cane Run GT
88,Louisville Gas and Electric Company,Paddy's Run
88,Louisville Gas and Electric Company,Zorn
88,Louisville Gas and Electric Company,Waterside
88,Louisville Gas and Electric Company,Brown CT
88,Louisville Gas and Electric Company,Trimble County CT
88,Louisville Gas and Electric Company,Cane Run CT
88,Louisville Gas and Electric Company,Paddy's Run CT
88,Louisville Gas and Electric Company,Zorn CT
88,Louisville Gas and Electric Company,Cane Run NGCC
88,Louisville Gas and Electric Company,None
88,Louisville Gas and Electric Company,OHIO FALLS
88,Louisville Gas and Electric Company,Ohio Falls
89,Madison Gas and Electric Company,Blount Station
89,Madison Gas and Electric Company,Nine Springs
89,Madison Gas and Electric Company,Sycamore - 2 Units
89,Madison Gas and Electric Company,Fitchburg - 2 Units
89,Madison Gas and Electric Company,Portable Generators
89,Madison Gas and Electric Company,M34/Marinette
89,Madison Gas and Electric Company,Wind Generators
89,Madison Gas and Electric Company,Columbia 1
89,Madison Gas and Electric Company,Columbia 2
89,Madison Gas and Electric Company,Columbia Total
89,Madison Gas and Electric Company,West Campus
89,Madison Gas and Electric Company,Wind Generators - WI
89,Madison Gas and Electric Company,Wind Generators - IA
89,Madison Gas and Electric Company,Sycamore-2 Units
89,Madison Gas and Electric Company,Fitchburg-2 Units
89,Madison Gas and Electric Company,Wind Generators-WI
89,Madison Gas and Electric Company,Wind Generators-IA
89,Madison Gas and Electric Company,Elm Road
89,Madison Gas and Electric Company,Elm Road 1
89,Madison Gas and Electric Company,Elm Road 2
89,Madison Gas and Electric Company,Elm Road Total
90,"Maine Electric Power Company, Inc.",None
90,"Maine Electric Power Company, Inc.",None.
94,"MAUI ELECTRIC COMPANY, LIMITED",Kahului
94,"MAUI ELECTRIC COMPANY, LIMITED",Maalaea
94,"MAUI ELECTRIC COMPANY, LIMITED",Lanai City Plant
94,"MAUI ELECTRIC COMPANY, LIMITED",  L7
94,"MAUI ELECTRIC COMPANY, LIMITED",  L8
94,"MAUI ELECTRIC COMPANY, LIMITED",Miki Basin Plant
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL1
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL2
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL3
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL4
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL5
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL6
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL7
94,"MAUI ELECTRIC COMPANY, LIMITED",  LL8
94,"MAUI ELECTRIC COMPANY, LIMITED",TOTAL LANAI CITY & MIKI BASIN PLANTS
94,"MAUI ELECTRIC COMPANY, LIMITED",Molokai
94,"MAUI ELECTRIC COMPANY, LIMITED",  Caterpillar 1
94,"MAUI ELECTRIC COMPANY, LIMITED",  Caterpillar 2
94,"MAUI ELECTRIC COMPANY, LIMITED",  Gas Turbine
94,"MAUI ELECTRIC COMPANY, LIMITED",  Cummins Diesel #3
94,"MAUI ELECTRIC COMPANY, LIMITED",  Cummins Diesel #4
94,"MAUI ELECTRIC COMPANY, LIMITED",  Cummins Diesel #5
94,"MAUI ELECTRIC COMPANY, LIMITED",  Cummins Diesel #6
94,"MAUI ELECTRIC COMPANY, LIMITED",  Caterpillar 7
94,"MAUI ELECTRIC COMPANY, LIMITED",  Caterpillar 8
94,"MAUI ELECTRIC COMPANY, LIMITED",  Caterpillar 9
94,"MAUI ELECTRIC COMPANY, LIMITED",TOTAL MOLOKAI
94,"MAUI ELECTRIC COMPANY, LIMITED",Hana
94,"MAUI ELECTRIC COMPANY, LIMITED",  H-1
94,"MAUI ELECTRIC COMPANY, LIMITED",  H-2
94,"MAUI ELECTRIC COMPANY, LIMITED",Miki Basin
94,"MAUI ELECTRIC COMPANY, LIMITED",TOTAL HANA
94,"MAUI ELECTRIC COMPANY, LIMITED",TOTAL MIKI BASIN
95,"MDU Resources Group, Inc.",R.M. Heskett
95,"MDU Resources Group, Inc.",Lewis & Clark
95,"MDU Resources Group, Inc.",Miles City
95,"MDU Resources Group, Inc.",Big Stone
95,"MDU Resources Group, Inc.",Big Stone Continued
95,"MDU Resources Group, Inc.",Glendive
95,"MDU Resources Group, Inc.",Coyote
95,"MDU Resources Group, Inc.",WY Gen III
95,"MDU Resources Group, Inc.",Heskett III
95,"MDU Resources Group, Inc.",Lewis & Clark II
95,"MDU Resources Group, Inc.",GAS TURBINE
95,"MDU Resources Group, Inc.",Williston
95,"MDU Resources Group, Inc.",WIND
95,"MDU Resources Group, Inc.",Diamond Willow
95,"MDU Resources Group, Inc.",WASTE HEAT
95,"MDU Resources Group, Inc.",Ormat Facility
95,"MDU Resources Group, Inc.",Cedar Hills
95,"MDU Resources Group, Inc.",OIL
95,"MDU Resources Group, Inc.",Portable Generators
95,"MDU Resources Group, Inc.",Thunder Spirit
98,"ALLETE, Inc.",Boswell
98,"ALLETE, Inc.",Laskin
98,"ALLETE, Inc.",Hibbard
98,"ALLETE, Inc.",Rapids (non-regul)
98,"ALLETE, Inc.",Cloquet (non-regul)
98,"ALLETE, Inc.",TaconiteHrb(non-reg)
98,"ALLETE, Inc.",Taconite Harbor
98,"ALLETE, Inc.",Rapids (non-r base)
98,"ALLETE, Inc.",Cloquet (non-r base)
98,"ALLETE, Inc.",Taconite Ridge
98,"ALLETE, Inc.",Cloquet
98,"ALLETE, Inc.",Bison
98,"ALLETE, Inc.",Rapids Non Rate-base
98,"ALLETE, Inc.",HYDRO PLANTS
98,"ALLETE, Inc.",Knife Falls FERC Project No. 2360
98,"ALLETE, Inc.",Little Falls FERC Project No. 2532
98,"ALLETE, Inc.",Pillager FERC Project No. 2663
98,"ALLETE, Inc.",Prairie River FERC Project No. 2361
98,"ALLETE, Inc.",Scanlon FERC Project No. 2360
98,"ALLETE, Inc.",Sylvan FERC Project No. 2454
98,"ALLETE, Inc.",Winton FERC Project No. 469
98,"ALLETE, Inc.",Rapids FERC Project No. 2362 (non-regul)
98,"ALLETE, Inc.","All Other Hydro Plant, Resv., Misc., Etc."
98,"ALLETE, Inc.","Other Hydro Assets (Resvr.,Strm Gages, etc.)"
98,"ALLETE, Inc.",Rapids FERC Proj. No. 2362 (non-rate base)
98,"ALLETE, Inc.","Other Hydro Assets (Resvr., Strm Gages, etc.)"
98,"ALLETE, Inc.",Thomson
98,"ALLETE, Inc.",Blanchard
98,"ALLETE, Inc.",Fond du Lac
98,"ALLETE, Inc.",Fond Du Lac
99,Mississippi Power Company,Daniel
99,Mississippi Power Company,Eaton
99,Mississippi Power Company,Greene County
99,Mississippi Power Company,Sweatt
99,Mississippi Power Company,Watson
99,Mississippi Power Company,Watson CT
99,Mississippi Power Company,Sweatt CT
99,Mississippi Power Company,Chevron
99,Mississippi Power Company,Daniel CC
99,Mississippi Power Company,Sweat CT
99,Mississippi Power Company,Ratcliffe
100,"Entergy Mississippi, Inc.",Independence
100,"Entergy Mississippi, Inc.",Gerald Andrus
100,"Entergy Mississippi, Inc.",Rex Brown
100,"Entergy Mississippi, Inc.",Natchez
100,"Entergy Mississippi, Inc.",Delta
100,"Entergy Mississippi, Inc.",Baxter Wilson
100,"Entergy Mississippi, Inc.",Attala
100,"Entergy Mississippi, Inc.",Hinds
101,MONONGAHELA POWER COMPANY,ALBRIGHT
101,MONONGAHELA POWER COMPANY,FORT MARTIN
101,MONONGAHELA POWER COMPANY,HARRISON
101,MONONGAHELA POWER COMPANY,HATFIELD'S FERRY
101,MONONGAHELA POWER COMPANY,PLEASANTS
101,MONONGAHELA POWER COMPANY,RIVESVILLE
101,MONONGAHELA POWER COMPANY,WILLOW ISLAND
101,MONONGAHELA POWER COMPANY,Albright
101,MONONGAHELA POWER COMPANY,Fort Martin
101,MONONGAHELA POWER COMPANY,Harrison
101,MONONGAHELA POWER COMPANY,Pleasants
101,MONONGAHELA POWER COMPANY,Rivesville
101,MONONGAHELA POWER COMPANY,Willow Island
101,MONONGAHELA POWER COMPANY,Ft. Martin
101,MONONGAHELA POWER COMPANY,Bath County
105,Mt. Carmel Public Utility Co,Not Applicable
105,Mt. Carmel Public Utility Co,None
105,Mt. Carmel Public Utility Co,NONE
105,Mt. Carmel Public Utility Co,     NA
108,Nevada Power Company,"Clark 1,2,3"
108,Nevada Power Company,Sunrise 1
108,Nevada Power Company,"Reid Gardner 1,2,3"
108,Nevada Power Company,Mohave 1 & 2
108,Nevada Power Company,"Navajo 1,2,3"
108,Nevada Power Company,Clark 4
108,Nevada Power Company,Sunrise 2
108,Nevada Power Company,"Sun Peak  3, 4, 5"
108,Nevada Power Company,Reid Gardner 4
108,Nevada Power Company,"Clark 5,6,7,8,9,10"
108,Nevada Power Company,Harry Allen 3
108,Nevada Power Company,Lenzie
108,Nevada Power Company,Lenzie 1 & 2
108,Nevada Power Company,Silverhawk
108,Nevada Power Company,Harry Allen 4
108,Nevada Power Company,Clark Peakers 11-22
108,Nevada Power Company,Higgins
108,Nevada Power Company,"Harry Allen 5,6,7"
108,Nevada Power Company,LV Generation
108,Nevada Power Company,Black Mountain
108,Nevada Power Company,Ryan Center
108,Nevada Power Company,Solargennix
108,Nevada Power Company,Pearson
108,Nevada Power Company,Clark 5-8
108,Nevada Power Company,Total
108,Nevada Power Company,Goodsprings
108,Nevada Power Company,Solargenix
108,Nevada Power Company,Pahranagat
108,Nevada Power Company,Nellis Solar
113,New England Power Company,Wyman #4
113,New England Power Company,Nantucket
113,New England Power Company,Southbridge Street
113,New England Power Company,"Southbridge Street   Worcester, Ma"
113,New England Power Company,"Bunker Road             Nantucket, Ma"
113,New England Power Company,Gas Turbine Plants
113,New England Power Company,"Southbridge Street   Worcester, MA"
113,New England Power Company,"Bunker Road             Nantucket, MA"
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",Michoud
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",A.B. Patterson 3 & 4
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",A.B. Patterson 5
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",A.B. Paterson 3&4
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",A.B. Paterson 5
114,"Entergy New Orleans, Inc. (Debtor-in-possession)",A.B. Patterson 3&4
115,New York State Electric & Gas Corporation,None
115,New York State Electric & Gas Corporation,Hydro
115,New York State Electric & Gas Corporation,Rainbow Falls (B)
115,New York State Electric & Gas Corporation,Cadyville (A)
115,New York State Electric & Gas Corporation,Keuka (C)
115,New York State Electric & Gas Corporation,"Mill ""C"" (A)"
115,New York State Electric & Gas Corporation,Internal Combustion
115,New York State Electric & Gas Corporation,Harris Lake
115,New York State Electric & Gas Corporation,Auburn Gas Turbine
115,New York State Electric & Gas Corporation,(A) Project # 2738
115,New York State Electric & Gas Corporation,(B) Project # 2835
115,New York State Electric & Gas Corporation,(C) Project # 2852
115,New York State Electric & Gas Corporation,Saranac River Project #2738
115,New York State Electric & Gas Corporation,Fossil
115,New York State Electric & Gas Corporation,Auburn Gas Turbine (Leased )
115,New York State Electric & Gas Corporation,(A) Project #2738
115,New York State Electric & Gas Corporation,(B) Project #2835
115,New York State Electric & Gas Corporation,(C) Project #2852
115,New York State Electric & Gas Corporation,High Falls
115,New York State Electric & Gas Corporation,Mechanicville
115,New York State Electric & Gas Corporation,Kents Falls
115,New York State Electric & Gas Corporation,Plattsburg
117,Niagara Mohawk Power Corporation,NONE
117,Niagara Mohawk Power Corporation,Leased Plants:
117,Niagara Mohawk Power Corporation,  Hudson Falls (Project No. 5276)
117,Niagara Mohawk Power Corporation,  Middle Falls (Project No. 8610)
117,Niagara Mohawk Power Corporation,  South Glen Falls (Project No. 5461)
117,Niagara Mohawk Power Corporation,  Theresa (Project No. 4486)
117,Niagara Mohawk Power Corporation,  Union Falls (Project No. 4472)
117,Niagara Mohawk Power Corporation,  Diamond Island (Project No. 5801)
119,Northern Indiana Public Service Company,Michigan City
119,Northern Indiana Public Service Company,D.H. Mitchell
119,Northern Indiana Public Service Company,Bailly
119,Northern Indiana Public Service Company,R.M. Schahfer
119,Northern Indiana Public Service Company,R. M. Schahfer
119,Northern Indiana Public Service Company,Michgan City
119,Northern Indiana Public Service Company,DH Mitchell
119,Northern Indiana Public Service Company,RM Schahfer
119,Northern Indiana Public Service Company,Sugar Creek
119,Northern Indiana Public Service Company,Schahfer
119,Northern Indiana Public Service Company,R M Schahfer
119,Northern Indiana Public Service Company,R.M Schahfer
119,Northern Indiana Public Service Company,D H Mitchell
119,Northern Indiana Public Service Company,Norway
119,Northern Indiana Public Service Company,Oakdale
120,Northern States Power Company (Minnesota),Black Dog
120,Northern States Power Company (Minnesota),MN Valley
120,Northern States Power Company (Minnesota),Wilmarth
120,Northern States Power Company (Minnesota),High Bridge
120,Northern States Power Company (Minnesota),Riverside
120,Northern States Power Company (Minnesota),West Faribault
120,Northern States Power Company (Minnesota),A S King
120,Northern States Power Company (Minnesota),Sherburne County
120,Northern States Power Company (Minnesota),Blue Lake
120,Northern States Power Company (Minnesota),Granite City
120,Northern States Power Company (Minnesota),Key City
120,Northern States Power Company (Minnesota),Monticello
120,Northern States Power Company (Minnesota),Inver Hills
120,Northern States Power Company (Minnesota),Prairie Island
120,Northern States Power Company (Minnesota),Angus Anson
120,Northern States Power Company (Minnesota),Black Dog Unit 5
120,Northern States Power Company (Minnesota),Black Dog Units 3&4
120,Northern States Power Company (Minnesota),Black Dog 3 & 4
120,Northern States Power Company (Minnesota),High Bridge 5 & 6
120,Northern States Power Company (Minnesota),Black Dog 2&5
120,Northern States Power Company (Minnesota),"High Bridge 7,8 & 9"
120,Northern States Power Company (Minnesota),Riverside 8
120,Northern States Power Company (Minnesota),"Riverside 7, 9 & 10"
120,Northern States Power Company (Minnesota),Riverside 7
120,Northern States Power Company (Minnesota),Riverside 9 & 10
120,Northern States Power Company (Minnesota),Black Dog 2 & 5
120,Northern States Power Company (Minnesota),"High Bridge 7, 8, 9"
120,Northern States Power Company (Minnesota),Black Dog Unit 2 & 5
120,Northern States Power Company (Minnesota),STEAM PLANT
120,Northern States Power Company (Minnesota),Red Wing
120,Northern States Power Company (Minnesota),INTERNAL COMBUSTION
120,Northern States Power Company (Minnesota),Dispersed Generation
120,Northern States Power Company (Minnesota),HYDRO PLANTS
120,Northern States Power Company (Minnesota),Lower Dam
120,Northern States Power Company (Minnesota),WIND TURBINE PLANTS
120,Northern States Power Company (Minnesota),Holland
120,Northern States Power Company (Minnesota),Lake Benton
120,Northern States Power Company (Minnesota),SOLAR
120,Northern States Power Company (Minnesota),Photovoltaic Units
120,Northern States Power Company (Minnesota),Grand Meadow Wind Farm
120,Northern States Power Company (Minnesota),Nobles Wind Farm
120,Northern States Power Company (Minnesota),Minnesota Valley
120,Northern States Power Company (Minnesota),GAS PLANT
120,Northern States Power Company (Minnesota),Nobles Wind
120,Northern States Power Company (Minnesota),Pleasant Valley
120,Northern States Power Company (Minnesota),Borders Wind
120,Northern States Power Company (Minnesota),Henn Is & Upper Dam
120,Northern States Power Company (Minnesota),None
121,Northern States Power Company (Wisconsin),French Island
121,Northern States Power Company (Wisconsin),Wheaton
121,Northern States Power Company (Wisconsin),Bay Front
121,Northern States Power Company (Wisconsin),Flambeau Station
121,Northern States Power Company (Wisconsin),French Island 3 & 4
121,Northern States Power Company (Wisconsin),French Island  1 & 2
121,Northern States Power Company (Wisconsin),French Island 1 & 2
121,Northern States Power Company (Wisconsin),French Island 1 &2
121,Northern States Power Company (Wisconsin),Hydro
121,Northern States Power Company (Wisconsin),Apple River
121,Northern States Power Company (Wisconsin),Cedar Falls
121,Northern States Power Company (Wisconsin),Eau Claire Dells
121,Northern States Power Company (Wisconsin),Menomonie
121,Northern States Power Company (Wisconsin),Riverdale
121,Northern States Power Company (Wisconsin),Trego
121,Northern States Power Company (Wisconsin),Big Falls
121,Northern States Power Company (Wisconsin),Hayward
121,Northern States Power Company (Wisconsin),Ladysmith
121,Northern States Power Company (Wisconsin),Saxon Falls
121,Northern States Power Company (Wisconsin),Superior Falls
121,Northern States Power Company (Wisconsin),Thornapple
121,Northern States Power Company (Wisconsin),White River
121,Northern States Power Company (Wisconsin),Chippewa Falls
121,Northern States Power Company (Wisconsin),Cornell
121,Northern States Power Company (Wisconsin),Holcombe
121,Northern States Power Company (Wisconsin),Jim Falls
121,Northern States Power Company (Wisconsin),St. Croix Falls
121,Northern States Power Company (Wisconsin),Wissota
121,Northern States Power Company (Wisconsin),St Croix Falls
122,NorthWestern Corporation,Big Stone
122,NorthWestern Corporation,Coyote
122,NorthWestern Corporation,Neal #4
122,NorthWestern Corporation,Huron GT
122,NorthWestern Corporation,Yankton
122,NorthWestern Corporation,Aberdeen GT
122,NorthWestern Corporation,Huron CT
122,NorthWestern Corporation,Colstrip 4
122,NorthWestern Corporation,Mill Creek (MCGS)
122,NorthWestern Corporation,DGGS - Mill Creek
122,NorthWestern Corporation,Aberdeen CT
122,NorthWestern Corporation,Spion Kop
122,NorthWestern Corporation,Huron GT #1
122,NorthWestern Corporation,Huron CT #2
122,NorthWestern Corporation,Aberdeen #2
122,NorthWestern Corporation,Huron CT #1
122,NorthWestern Corporation,Aberdeen #1
122,NorthWestern Corporation,Huron GT #2
122,NorthWestern Corporation,Beethoven wind
122,NorthWestern Corporation,Internal Combustion
122,NorthWestern Corporation,Clark
122,NorthWestern Corporation,Faulkton
122,NorthWestern Corporation,Highmore
122,NorthWestern Corporation,Redfield
122,NorthWestern Corporation,Webster
122,NorthWestern Corporation,Mobile A
122,NorthWestern Corporation,Mobile B
122,NorthWestern Corporation,Total South Dakota
122,NorthWestern Corporation,Yellowstone Park
122,NorthWestern Corporation,Lake
122,NorthWestern Corporation,Old Faithful
122,NorthWestern Corporation,Tower Falls
122,NorthWestern Corporation,Grant Village
122,NorthWestern Corporation,Total Yellowstone
122,NorthWestern Corporation,               Total
122,NorthWestern Corporation,Grand Total
122,NorthWestern Corporation,Yellowstone Park:
122,NorthWestern Corporation,Other-Leased:
122,NorthWestern Corporation,Leased Generators for Storm Damage
122,NorthWestern Corporation,Other-Steam expenses:
122,NorthWestern Corporation,"Basin Creek Equity Partners, LLC (Basin)"
122,NorthWestern Corporation,Mobile C
122,NorthWestern Corporation,Sub Total
122,NorthWestern Corporation,Hydro
122,NorthWestern Corporation,Madison
122,NorthWestern Corporation, Other
122,NorthWestern Corporation,Hebgen
122,NorthWestern Corporation,Black Eagle
122,NorthWestern Corporation,Cochrane
122,NorthWestern Corporation,Hauser
122,NorthWestern Corporation,Holter
122,NorthWestern Corporation,Kerr
122,NorthWestern Corporation,Morony
122,NorthWestern Corporation,Mystic
122,NorthWestern Corporation,Rainbow
122,NorthWestern Corporation,Ryan
122,NorthWestern Corporation,Thompson Falls
122,NorthWestern Corporation,Common Hydro Plant
123,Northwestern Wisconsin Electric Company,DIESEL
123,Northwestern Wisconsin Electric Company,FREDERIC
123,Northwestern Wisconsin Electric Company,GRANTSBURG
123,Northwestern Wisconsin Electric Company,DANBURY
123,Northwestern Wisconsin Electric Company,DANBURY COMBUSTION TURBINE
124,Ocean State Power,Ocean State Power
125,"Ocean State Power, II",Ocean State Power II
126,Ohio Edison Company,Beaver Valley
126,Ohio Edison Company,Perry
126,Ohio Edison Company,Unseg Nuclear Chgs
126,Ohio Edison Company,Unseg Nuclear Chrgs
127,Ohio Power Company,AMOS-OPCO SHARE
127,Ohio Power Company,AMOS-TOTAL
127,Ohio Power Company,SPORN-OPCO SHARE
127,Ohio Power Company,SPORN-TOTAL
127,Ohio Power Company,GAVIN
127,Ohio Power Company,CARDINAL-OPCO SHARE
127,Ohio Power Company,CARDINAL-TOTAL
127,Ohio Power Company,MUSKINGUM
127,Ohio Power Company,MITCHELL
127,Ohio Power Company,KAMMER
127,Ohio Power Company,"CONESVILLE 3, 5 & 6"
127,Ohio Power Company,PICWAY
127,Ohio Power Company,BECKJORD-OPCO SHARE
127,Ohio Power Company,STUART-OPCO SHARE
127,Ohio Power Company,CONESVILLE 4- TOTAL
127,Ohio Power Company,CONES 4 OPCO SHARE
127,Ohio Power Company,ZIMMER - OPCO SHARE
127,Ohio Power Company,WATERFORD
127,Ohio Power Company,DARBY
127,Ohio Power Company,CONESVILLE   5 & 6
127,Ohio Power Company,Racine
128,Ohio Valley Electric Corporation,KYGER CREEK
129,Old Dominion Electric Cooperative,Clover
129,Old Dominion Electric Cooperative,North Anna
129,Old Dominion Electric Cooperative,Combustion Turbines
129,Old Dominion Electric Cooperative,Louisa
129,Old Dominion Electric Cooperative,Marsh Run
129,Old Dominion Electric Cooperative,Rock Springs
130,Oklahoma Gas and Electric Company,WOODWARD
130,Oklahoma Gas and Electric Company,HORSESHOE LAKE
130,Oklahoma Gas and Electric Company,SEMINOLE
130,Oklahoma Gas and Electric Company,SOONER
130,Oklahoma Gas and Electric Company,ENID
130,Oklahoma Gas and Electric Company,MUSKOGEE
130,Oklahoma Gas and Electric Company,MUSTANG
130,Oklahoma Gas and Electric Company,CONOCO
130,Oklahoma Gas and Electric Company,MCCLAIN
130,Oklahoma Gas and Electric Company,REDBUD
132,Otter Tail Corporation,Coyote
132,Otter Tail Corporation,Big Stone
132,Otter Tail Corporation,Big Stone (Cont.)
132,Otter Tail Corporation,Hoot Lake
132,Otter Tail Corporation,Jamestown
132,Otter Tail Corporation,Lake Preston
132,Otter Tail Corporation,Solway
132,Otter Tail Corporation,Hydro:
132,Otter Tail Corporation,Wright
132,Otter Tail Corporation,Pisgah
132,Otter Tail Corporation,Dayton Hollow
132,Otter Tail Corporation,Taplin Gorge
132,Otter Tail Corporation,Bemidji
132,Otter Tail Corporation,Internal Combustion:
132,Otter Tail Corporation,Fergus Control Center
132,Otter Tail Corporation,Diesel Generators
132,Otter Tail Corporation,Wind Turbine Plants
132,Otter Tail Corporation,Langdon
132,Otter Tail Corporation,Ashtabula
132,Otter Tail Corporation,Luverne
132,Otter Tail Corporation,Fergus Falls Control Center
132,Otter Tail Corporation,Not applicable
133,PACIFIC GAS AND ELECTRIC COMPANY,DIABLO CANYON 1 & 2
133,PACIFIC GAS AND ELECTRIC COMPANY,HUMBOLDT BAY 1 & 2
133,PACIFIC GAS AND ELECTRIC COMPANY,HUNTERS POINT UNIT 1
133,PACIFIC GAS AND ELECTRIC COMPANY,HUNTERS PT UNT 2 & 3
133,PACIFIC GAS AND ELECTRIC COMPANY,HUNTERS POINT UNIT 4
133,PACIFIC GAS AND ELECTRIC COMPANY,MOBILE UNIT 2
133,PACIFIC GAS AND ELECTRIC COMPANY,MOBILE UNIT 3
133,PACIFIC GAS AND ELECTRIC COMPANY,Mobile Unit 1
133,PACIFIC GAS AND ELECTRIC COMPANY,Mobile Unit 2
133,PACIFIC GAS AND ELECTRIC COMPANY,Mobile Unit 3
133,PACIFIC GAS AND ELECTRIC COMPANY,Gateway Gen. Stn.
133,PACIFIC GAS AND ELECTRIC COMPANY,Colusa Gen Station
133,PACIFIC GAS AND ELECTRIC COMPANY,Humboldt Gen Station
133,PACIFIC GAS AND ELECTRIC COMPANY,Gateway Gen Station
133,PACIFIC GAS AND ELECTRIC COMPANY,Five Points Solar
133,PACIFIC GAS AND ELECTRIC COMPANY,Westside Solar
133,PACIFIC GAS AND ELECTRIC COMPANY,Stroud Solar 1&2
133,PACIFIC GAS AND ELECTRIC COMPANY,Fuel Cell
133,PACIFIC GAS AND ELECTRIC COMPANY,SMALL HYDROELECTRIC PLANTS:
133,PACIFIC GAS AND ELECTRIC COMPANY,Alta FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Centerville FERC No.803
133,PACIFIC GAS AND ELECTRIC COMPANY,Chili Bar FERC No.2155
133,PACIFIC GAS AND ELECTRIC COMPANY,Coal Canyon
133,PACIFIC GAS AND ELECTRIC COMPANY,Cow Creek FERC No.606
133,PACIFIC GAS AND ELECTRIC COMPANY,Crane Valley FERC No.1354
133,PACIFIC GAS AND ELECTRIC COMPANY,Deer Creek FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Hamilton Branch
133,PACIFIC GAS AND ELECTRIC COMPANY,Inskip FERC No.1121
133,PACIFIC GAS AND ELECTRIC COMPANY,Kern Canyon FERC No. 178
133,PACIFIC GAS AND ELECTRIC COMPANY,Kilarc FERC No.606
133,PACIFIC GAS AND ELECTRIC COMPANY,Lime Saddle
133,PACIFIC GAS AND ELECTRIC COMPANY,Merced Falls FERC No.2467
133,PACIFIC GAS AND ELECTRIC COMPANY,Oak Flat FERC No.2105
133,PACIFIC GAS AND ELECTRIC COMPANY,Phoenix FERC No.1061
133,PACIFIC GAS AND ELECTRIC COMPANY,Potter Valley FERC No.77
133,PACIFIC GAS AND ELECTRIC COMPANY,San Joaquin No. 1-A FERC No.1354
133,PACIFIC GAS AND ELECTRIC COMPANY,San Joaquin No. 2 FERC No.1354
133,PACIFIC GAS AND ELECTRIC COMPANY,San Joaquin No. 3 FERC No.1354
133,PACIFIC GAS AND ELECTRIC COMPANY,South FERC No.1121
133,PACIFIC GAS AND ELECTRIC COMPANY,Spaulding No. 1 FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Spaulding No. 2 FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Spaulding No. 3 FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Spring Gap FERC No.2130
133,PACIFIC GAS AND ELECTRIC COMPANY,Toadtown FERC No.803
133,PACIFIC GAS AND ELECTRIC COMPANY,Tule FERC No.1333
133,PACIFIC GAS AND ELECTRIC COMPANY,Volta No.1 FERC No.1121
133,PACIFIC GAS AND ELECTRIC COMPANY,Volta No.2 FERC No.1121
133,PACIFIC GAS AND ELECTRIC COMPANY,Wise II FERC No.2310
133,PACIFIC GAS AND ELECTRIC COMPANY,Miscellaneous Minor
133,PACIFIC GAS AND ELECTRIC COMPANY,INTERNAL COMBUSTION:
133,PACIFIC GAS AND ELECTRIC COMPANY,(EMERGENCY STANDBY UNITS)
133,PACIFIC GAS AND ELECTRIC COMPANY,Downieville Diesel Plant
133,PACIFIC GAS AND ELECTRIC COMPANY,Grass Valley Mobile Diesel Generator
133,PACIFIC GAS AND ELECTRIC COMPANY,Sierra City Mobile Diesel Generator
133,PACIFIC GAS AND ELECTRIC COMPANY,   TOTAL
133,PACIFIC GAS AND ELECTRIC COMPANY,  TOTAL
133,PACIFIC GAS AND ELECTRIC COMPANY,Miscellaneous items
133,PACIFIC GAS AND ELECTRIC COMPANY,PHOTO VOLTAIC GENERATING PLANTS:
133,PACIFIC GAS AND ELECTRIC COMPANY,AT&T Park Solar Arrays
133,PACIFIC GAS AND ELECTRIC COMPANY,SF Service Center Solar Arrays
133,PACIFIC GAS AND ELECTRIC COMPANY,Vaca Dixon Solar Station
133,PACIFIC GAS AND ELECTRIC COMPANY,SF Service Center Solar Array 1
133,PACIFIC GAS AND ELECTRIC COMPANY,San Francisco State
133,PACIFIC GAS AND ELECTRIC COMPANY,California State University East Bay
133,PACIFIC GAS AND ELECTRIC COMPANY,INTERNAL COMBUSTION: (EMERGENCY STANDBY
133,PACIFIC GAS AND ELECTRIC COMPANY,FUEL CELL
133,PACIFIC GAS AND ELECTRIC COMPANY,Five Points - Schindler Solar Station #1
133,PACIFIC GAS AND ELECTRIC COMPANY,Westside - Schindler Solar Station #2
