report_year,respondent_id,record_number,plant_name,nice_plant_name,kind_of_plant,ferc_license,yr_constructed,capacity_rating,net_demand,net_generation,plant_cost,plant_cost_mw,operation,expns_fuel,expns_maint,kind_of_fuel,fuel_cost
2006,17,1,Marshall Hydro,,hydro,2380,1910,5,4,5357000,12177532,2435506,13304,0,115743,n/a,0
2006,17,2,   FERC Licensed Project No. 2380,,,,,0,0,0,0,0,0,0,0,,0
2006,20,1,Indian Trails Cogeneration Plant,,cogen,,1995,20.9,10,13111,21864854,1046165,1577570,855383,1162850,Natural Gas,25
2006,22,1,NONE,,,,,0,0,0,0,0,0,0,0,,0
2006,25,1,Diesel:,,,,,0,0,0,0,0,0,0,0,,0
2006,25,2,St. Albans,,internal_combustion,,1950,2.4,2.4,26,318725,132802,10784,5231,2702,#2 Oil,2214
2006,25,4,Hydro:,,,,,0,0,0,0,0,0,0,0,,0
2006,25,5,Pittsford,,hydro,,1914,3.6,3.4,10742,3041434,844843,94156,0,41714,,0
2006,25,6,Weybridge,Weybridge,hydro,2731,1951,3,3.4,20233,3475166,1158389,95934,0,24686,,0
2006,25,7,Glen,,hydro,,1920,2,2.1,8851,4087991,2043996,91353,0,53758,,0
2006,25,8,Patch,,hydro,,1921,0.4,0.2,631,453729,1134323,24891,0,37460,,0
2006,25,9,Carver Falls,Carver Falls,hydro,11475,1894,1.9,1.7,10128,2125580,1118726,51348,0,30178,,0
2006,25,10,Cavendish,Cavendish,hydro,2489,1907,1.44,1.7,7642,1785954,1240246,46078,0,116051,,0
2006,25,11,Salisbury,,hydro,,1917,1.3,1.2,4538,554258,426352,50696,0,11827,,0
2006,25,12,Silver Lake,Silver Lake,hydro,11478,1917,2.2,2.2,7924,2069344,940611,87081,0,119859,,0
2006,25,13,Middlebury Lower,Middlebury Lower,hydro,2737,1917,2.25,1.7,10913,2879658,1279848,86628,0,42668,,0
2006,25,14,Taftsville,Taftsville,hydro,2490,1910,0.5,0.2,886,379422,758844,39071,0,193945,,0
2006,25,15,Fairfax,Fairfax,hydro,2205,1919,4.2,4,27478,3828562,911562,81447,0,59045,,0
2006,25,16,Pierce Mills,Pierce Mills,hydro,2396,1928,0.25,0.2,1495,330771,1323084,6011,0,5194,,0
2006,25,17,Arnold Falls,Arnold Falls,hydro,2399,1928,0.35,0.3,1395,250409,715454,8036,0,49721,,0
2006,25,18,Gage,Gage,hydro,2397,1921,0.7,0.7,4230,800645,1143779,15731,0,14731,,0
2006,25,19,Passumpsic,Passumpsic,hydro,2400,1929,0.7,0.5,2640,430421,614887,35735,0,150846,,0
2006,25,20,Milton,Milton,hydro,2205,1929,7.5,7,45410,3926316,523509,141657,0,137698,,0
2006,25,21,Clark Falls,Clark Falls,hydro,2205,1937,3,2.9,20007,3532490,1177497,86363,0,109606,,0
2006,25,22,Peterson,Peterson,hydro,2205,1948,6.35,6.2,35794,1765418,278019,134208,0,66395,,0
2006,25,23,Smith,Smith,hydro,2488,1982,1.5,1.1,4151,4594660,3063107,51884,0,97458,,0
2006,25,24,East Barnet,East Barnet,hydro,3051,1984,2.2,2,10375,6207658,2821663,8591,0,204089,,0
2006,25,26,Total Hydro,,hydro,,,45.34,42.7,235463,46519886,1026023,1236899,0,1566929,,0
2006,27,1,N/A,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,35,1,None,,,,,0,0,0,0,0,0,0,0,,0
2006,36,1,NOT APPLICABLE,,,,,0,0,0,0,0,0,0,0,,0
2006,40,1,HYDRO PLANTS:,,,,,0,0,0,0,0,0,0,0,,0
2006,40,2, Wisconsin Rapids,,hydro,,1920,9.11,7,53131,6115446,671289,198707,0,368690,,0
2006,40,3,Biron,,hydro,,1916,6.43,5.9,27521,6265242,974377,183139,0,570062,,0
2006,40,4,Stevens Point,,hydro,,1918,4.8,3.9,21830,3600674,750140,159801,0,284318,,0
2006,40,5,Whiting,,hydro,,1945,5.79,4.9,19771,3930585,678858,154826,0,328472,,0
2006,40,6,DuBay,,hydro,,1942,7.2,8.3,33320,3945951,548049,204483,0,193698,,0
2006,41,1,Hydraulic:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,41,2,Foote - FPC #2436,Foote,hydro,2436,1918,9,9.6,32043000,4266160,474018,176206,0,136915,,0
2006,41,3,Cooke - FPC #2450,Cooke,hydro,2450,1911,9,7.1,27987500,3331874,370208,321039,0,153879,,0
2006,41,4,Five Channels - FPC #2453,Five Channels,hydro,2453,1912,6,6.6,25888200,3794853,632476,391344,0,149654,,0
2006,41,5,Loud - FPC #2449,Loud,hydro,2449,1913,4,4.9,18884867,3210371,802593,226155,0,69342,,0
2006,41,6,Alcona - FPC #2447,Alcona,hydro,2447,1924,8,7.5,29535150,3783873,472984,230628,0,153049,,0
2006,41,7,Mio -  FPC #2448,Mio,hydro,2448,1916,4.96,4,15356900,3414931,688474,236824,0,94835,,0
2006,41,8,Croton - FPC #2468,Croton,hydro,2468,1907,8.85,8.1,47688500,8660606,978600,445799,0,199673,,0
2006,41,9,Rogers - FPC #2451,Rogers,hydro,2451,1906,6.76,5.2,33337000,5148420,761601,159793,0,111114,,0
2006,41,10,Webber - FPC #2566,Webber,hydro,2566,1907,4.3,3.2,15179200,6995463,1626852,183014,0,343400,,0
2006,41,11,Calkins Bridge (Allegan) - FPC #785,Calkins Bridge (Allegan),hydro,785,1938,2.55,2.6,13728000,1985094,778468,152927,0,103491,,0
2006,44,1,Steam Heating Plant,,,,,0,0,0,0,0,0,0,0,,0
2006,44,6,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2006,44,8,Peaking Units,,,,,0,0,0,0,0,0,0,0,,0
2006,44,10,* Connors Creek,,internal_combustion,,1971,5.5,5,-107,1071951,194900,110,16075,729,Oil,1301
2006,44,11,*Harbor Beach,,internal_combustion,,1967,4,4,126,555413,138853,293,50848,1945,Oil,1542
2006,44,12,*St. Clair,,internal_combustion,,1970,5.5,5,-117,2715173,133368,89,15199,590,Oil,1520
2006,45,1,HYDRO PLANTS:,,,,,0,0,0,0,0,0,0,0,,0
2006,45,2,Bear Creek - Project 2698,Bear Creek,hydro,2698,1954,9,10,21270000,3169644,352183,-17817,0,26156,,0
2006,45,3,Bryson - Project 2601,Bryson,hydro,2601,1925,1,1,1668000,328769,328769,3873,0,247278,,0
2006,45,4,Cedar Cliff - Project 2698,Cedar Cliff,hydro,2698,1952,6,7,15400000,2731633,455272,-17700,0,17609,,0
2006,45,5,Dillsboro - Project 2602,Dillsboro,hydro,2602,1931,0,0.2,0,76437,0,0,0,943,,0
2006,45,6,Franklin - Project 2603,Franklin,hydro,2603,1925,1,1,124000,374622,374622,1861,0,21396,,0
2006,45,7,Gaston Shoals,,hydro,,1908,8.5,6,15288000,8327907,979754,272887,0,87854,,0
2006,45,8,Mission - Project 2619,Mission,hydro,2619,1924,2,2,3780000,1681573,840787,5218,0,40490,,0
2006,45,9,Queen's Creek - Project 2694,Queen's Creek,hydro,2694,1949,1,2,2526000,900326,900326,48647,0,11202,,0
2006,45,10,Tuckasegee - Project 2686,Tuckasegee,hydro,2686,1950,3,3,5503000,1141007,380336,30841,0,50346,,0
2006,45,11,Tuxedo,,hydro,,1920,5,8,16349000,7765034,1553007,160176,0,119975,,0
2006,48,1,INTERNAL COMBUSTION,,,,,0,0,0,0,0,0,0,0,,0
2006,48,4,Manistique,,internal_combustion,,1960,4.8,4.6,496,584582,127083,45764,129827,32848,oil,0
2006,54,1,NONE,,,,,0,0,0,0,0,0,0,0,,0
2006,57,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2006,57,2,Burton (A),Burton,hydro,2354,1927,6.1,9,15956000,10599361,1730005,129860,0,416819,,0
2006,57,3,Nacoochee (A),Nacoochee,hydro,2354,1926,4.8,6,9298000,5005167,1037755,100583,0,277810,,0
2006,57,4,Barnett Shoals (B),Barnett Shoals,hydro,,1910,2.8,4,3769000,989038,300400,100506,0,136123,,0
2006,57,5,Flint River (C),Flint River,hydro,1218,1921,5.4,4,22698000,6937437,129709,285686,0,796249,,0
2006,57,6,Estatoah,,hydro,,,0.2,4,665000,75075,375370,13991,0,24399,,0
2006,57,7,Langdale (E),Langdale,hydro,2341,1907,1,4,1032000,649034,592334,30113,0,33852,,0
2006,57,8,Riverview (F),Riverview,hydro,2350,1918,0.5,4,853000,439843,874312,25201,0,31928,,0
2006,57,35,(A) Licensed Project Number 2354.,,,,,0,0,0,0,0,0,0,0,,0
2006,57,36,(B) Leased from James White Estate.,,,,,0,0,0,0,0,0,0,0,,0
2006,57,37,(C) Licensed Project Number 1218.,,,,,0,0,0,0,0,0,0,0,,0
2006,57,38,(D) Approximately 1928. Record of Owners inadeq.,,,,,0,0,0,0,0,0,0,0,,0
2006,57,39,(E) Licensed Project Number 2341.,,,,,0,0,0,0,0,0,0,0,,0
2006,57,40,(F) Licensed Project Number 2350.,,,,,0,0,0,0,0,0,0,0,,0
2006,61,1,HYDRO,,,,,0,0,0,0,0,0,0,0,,0
2006,61,2,Middlesex Station # 2,Middlesex Station,hydro,,1928,3.2,0,16308,2145059,670331,58255,0,159308,,0
2006,61,3,Marshfield Station # 6,Marshfield Station,hydro,,1927,5,0,11883,3770777,754155,47979,0,64829,,0
2006,61,4,Vergennes Station # 9 C,Vergennes Station Hydro,hydro,2674,1912,2.4,0,10413,6104869,953886,73429,0,150739,,0
2006,61,5,"W, Danville Station # 15",W. Danville Station,hydro,,1917,1,0,4116,955912,955912,48123,0,23424,,0
2006,61,6,Gorge Station # 18,Gorge Station,hydro,,1928,3,0,14016,2278227,759409,42332,0,137623,,0
2006,61,7,Essex station # 19 B,Essex Station Hydro,hydro,2531,1917,7.2,0,50033,8585515,766564,109895,0,287600,,0
2006,61,8,Waterbury Station # 22 A,Waterbury Station,hydro,2090,1953,5.52,0,14852,1377440,249536,48309,0,84228,,0
2006,61,9,DeForge station # 1 D,DeForge Station,hydro,2879,1986,7.5,0,38519,14474289,1929900,75457,0,338190,,0
2006,61,10,TOTAL,,,,,0,0,0,0,0,0,0,0,,0
2006,61,12,DIESEL,,,,,0,0,0,0,0,0,0,0,,0
2006,61,13,Vergennes Station # 9,Vergenes Station Diesel,internal_combustion,,1963,4,0,505,0,0,72965,69703,21624,# 2 OIL,0
2006,61,14,Essex Station # 19,Essex Station Diesel,internal_combustion,,1947,4,0,27,0,0,27897,877,22469,# 2 OIL,0
2006,61,16,  ( A ) License # 2090,,,,,0,0,0,0,0,0,0,0,,0
2006,61,17, ( B ) License # 2531,,,,,0,0,0,0,0,0,0,0,,0
2006,61,18, ( C ) License # 2674,,,,,0,0,0,0,0,0,0,0,,0
2006,61,19, ( D ) License # 2879,,,,,0,0,0,0,0,0,0,0,,0
2006,61,21,Cost of plant for diesel plants is included in,,,,,0,0,0,0,0,0,0,0,,0
2006,61,22,the Hydro plant above,,,,,0,0,0,0,0,0,0,0,,0
2006,65,1,Ewa Nui DG-1,#N/A,internal_combustion,#N/A,2005,1.64,1.6,485,0,0,0,0,0,Diesel,0
2006,65,2,Ewa Nui DG-2,#N/A,internal_combustion,#N/A,2005,1.64,1.6,575,0,0,0,0,0,Diesel,0
2006,65,3,Ewa Nui DG-3,#N/A,internal_combustion,#N/A,2005,1.64,1.6,540,0,0,0,0,0,Diesel,0
2006,65,5,Iwilei DG-1,#N/A,internal_combustion,#N/A,2005,1.64,1.6,538,0,0,0,0,0,Diesel,0
2006,65,6,Iwilei DG-2,#N/A,internal_combustion,#N/A,2005,1.64,1.6,531,0,0,0,0,0,Diesel,0
2006,65,7,Iwilei DG-3,#N/A,internal_combustion,#N/A,2005,1.64,1.6,490,0,0,0,0,0,Diesel,0
2006,65,9,Helemano DG-1,#N/A,internal_combustion,#N/A,2005,1.64,1.6,458,0,0,0,0,0,Diesel,0
2006,65,10,Helemano DG-2,#N/A,internal_combustion,#N/A,2005,1.64,1.6,489,0,0,0,0,0,Diesel,0
2006,65,11,Helemano DG-3,#N/A,internal_combustion,#N/A,2005,1.64,1.6,429,0,0,0,0,0,Diesel,0
2006,65,13,CEIP DG-1,#N/A,internal_combustion,#N/A,2006,1.64,1.6,53,0,0,0,0,0,Diesel,0
2006,65,14,CEIP DG-2,#N/A,internal_combustion,#N/A,2006,1.64,1.6,62,0,0,0,0,0,Diesel,0
2006,65,15,CEIP DG-3,#N/A,internal_combustion,#N/A,2006,1.64,1.6,56,0,0,0,0,0,Diesel,0
2006,65,17,Pole Yard DG-1,#N/A,internal_combustion,#N/A,2006,1.64,1.6,9,0,0,0,0,0,Diesel,0
2006,65,18,Pole Yard DG-2,#N/A,internal_combustion,#N/A,2006,1.64,1.6,8,0,0,0,0,0,Diesel,0
2006,65,19,Pole Yard DG-3,#N/A,internal_combustion,#N/A,2006,1.64,1.6,5,0,0,0,0,0,Diesel,0
2006,65,22,Total dispersed generators,#N/A,internal_combustion,#N/A,2006,24.6,24.6,4728,0,259952,1890727,712081,-59525,,1470
2006,70,1,Hydro:,,,,,0,0,0,0,0,0,0,0,,0
2006,70,2, Clear Lakes,,hydro,,1937,2.5,2.4,15691000,1734386,693754,55824,0,78860,,0
2006,70,3, Thousand Springs,,hydro,,1912,8.8,12.1,50415000,4697635,533822,113423,0,171934,,0
2006,70,6,Internal Combustion:,,,,,0,0,0,0,0,0,0,0,,0
2006,70,7, Salmon Diesel (1),,internal_combustion,,1967,5,5,144,901055,180211,0,0,0,Diesel,0
2006,70,11,(1) Salmon units are classified as standby.,,,,,0,0,0,0,0,0,0,0,,0
2006,71,2,State Farm,#N/A,#N/A,#N/A,1996,5.25,0,0,1031250,196429,0,10091,12622,Oil,0
2006,73,1,Hydroelectric,,,,,0,0,0,0,0,0,0,0,,0
2006,73,2,Berrien Springs,,hydro,,1908,7.2,7,34670,13980391,1941721,314414,0,255340,,0
2006,73,3,Buchanan (Project #2551),Buchanan,hydro,2551,1919,4.1,3,18857,7012065,1710260,186576,0,196912,,0
2006,73,4,Constantine (Project #10661),Constantine,hydro,10661,1921,1.2,2,6209,2502624,2085520,52589,0,37914,,0
2006,73,5,Elkhart (Project #2651),Elkhart,hydro,2651,1913,3.44,4,20682,6067304,1763751,127954,0,200425,,0
2006,73,6,Mottville (Project #401),Mottville,hydro,401,1923,1.6,2,7813,3022720,1889200,77014,0,81714,,0
2006,73,7,Twin Branch (Project #2579),Twin Branch,hydro,2579,1904,4.8,4,19489,11262552,2346365,207623,0,796105,,0
2006,74,1,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2006,74,2,Petersburg,,internal_combustion,,1967,8.25,8.3,139000,932554,113037,0,22523,50975,oil,14
2006,74,3,Harding Street Station,,internal_combustion,,1967,2.75,2.8,359000,237154,86238,0,5198,10919,oil,12
2006,74,4,Eagle Valley,,internal_combustion,,1967,2.75,2.8,121000,324512,118004,0,17695,4857,oil,15
2006,79,1,Spearville Wind Energy Facility,#N/A,wind,#N/A,2006,100.5,102,106059000,146549067,1458200,363837,0,399102,,0
2006,79,2,(67 units @ 1.5 MW each),#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,80,1,Evans (diesel) --formerly Wichita Diesel,Evans Diesel,internal_combustion,#N/A,1969,2.9,0,43000,1549285,534,0,0,0,#2 Oil,0
2006,80,3,Westar Wind (wind turbines) -- 20%,Westar Wind,wind,,1999,0.3,0,98128,415217,1384,0,0,297,Wind,0
2006,82,1,None,,,,,0,0,0,0,0,0,0,0,,0
2006,84,1,Internal Combustion Plants:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,84,2,Pacolet Peaking Plant,#N/A,internal_combustion,#N/A,2006,6,0,0,1684778,280796,0,20028,0,No. 2 Diesel,1538
2006,85,1,East Hampton Diesel,,internal_combustion,,1962,6,6,1142000,5497078,917180,23834,0,0,Oil,0
2006,85,2,Montauk Diesel,,internal_combustion,,1961,6,6,1064000,2395183,399197,13667,0,162000,Oil,0
2006,88,1,None,,,,,0,0,0,0,0,0,0,0,,0
2006,94,1,Hana,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,94,2,  H-1,Hana H-1,internal_combustion,#N/A,2001,1,0,0,0,0,0,0,0,,0
2006,94,3,  H-2,Hana H-2,internal_combustion,#N/A,2001,1,0,0,0,0,0,0,0,,0
2006,94,5,TOTAL HANA,#N/A,internal_combustion,#N/A,,0,0,92092,342123,171062,5376,17352,24309,Diesel,1713
2006,94,7,Miki Basin,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,94,8,  LL1,Miki Basin LL1,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,9,  LL2,Miki Basin LL2,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,10,  LL3,Miki Basin LL3,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,11,  LL4,Miki Basin LL4,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,12,  LL5,Miki Basin LL5,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,13,  LL6,Miki Basin LL6,internal_combustion,,1990,1,0,0,0,0,0,0,0,,0
2006,94,14,  LL7,Miki Basin LL7,internal_combustion,,1996,2.2,0,0,0,0,0,0,0,,0
2006,94,15,  LL8,Miki Basin LL8,internal_combustion,,1996,2.2,0,0,0,0,0,0,0,,0
2006,94,17,TOTAL MIKI BASIN,#N/A,internal_combustion,#N/A,,0,5.6,30159732,17594524,1691781,658214,5678599,1217338,Diesel,1821
2006,94,19,Molokai,,,,,0,0,0,0,0,0,0,0,,0
2006,94,20,  Caterpillar 1,Molokai Caterpillar 1,internal_combustion,,1985,1.25,0,0,0,0,0,0,0,,0
2006,94,21,  Caterpillar 2,Molokai Caterpillar 2,internal_combustion,,1985,1.25,0,0,0,0,0,0,0,,0
2006,94,22,  Gas Turbine,Molokai Gas Turbine,gas_turbine,,1982,2.22,0,0,0,0,0,0,0,,0
2006,94,23,  Cummins Diesel #3,Molokai Cumins Diesel 3,internal_combustion,,1985,0.97,0,0,0,0,0,0,0,,0
2006,94,24,  Cummins Diesel #4,Molokai Cumins Diesel 4,internal_combustion,,1985,0.97,0,0,0,0,0,0,0,,0
2006,94,25,  Cummins Diesel #5,Molokai Cumins Diesel 5,internal_combustion,,1985,0.97,0,0,0,0,0,0,0,,0
2006,94,26,  Cummins Diesel #6,Molokai Cumins Diesel 6,internal_combustion,,1991,0.97,0,0,0,0,0,0,0,,0
2006,94,27,  Caterpillar 7,Molokai Caterpillar 7,internal_combustion,,1996,2.2,0,0,0,0,0,0,0,,0
2006,94,28,  Caterpillar 8,Molokai Caterpillar 8,internal_combustion,,1996,2.2,0,0,0,0,0,0,0,,0
2006,94,29,  Caterpillar 9,Molokai Caterpillar 9,internal_combustion,,1996,2.2,0,0,0,0,0,0,0,,0
2006,94,31,TOTAL MOLOKAI,,internal_combustion,,,0,6.3,38671315,20246028,1331976,701618,6620113,242285,Diesel,1698
2006,95,1,GAS TURBINE,,,,,0,0,0,0,0,0,0,0,,0
2006,95,2,Williston,,gas_turbine,,1953,7.8,10.6,-66190,1967164,252,46125,3010,60405,Nat Gas,0
2006,98,1,HYDRO PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2006,98,3,Knife Falls FERC Project No. 2360,Knife Falls,hydro,2360,1922,2.4,2.3,7738300,2565242,1068851,55315,0,153487,,0
2006,98,5,Little Falls FERC Project No. 2532,Little Falls,hydro,2532,1906,4.7,4.5,25497900,5084962,1081907,81817,0,366713,,0
2006,98,7,Pillager FERC Project No. 2663,Pillager,hydro,2663,1917,1.6,1.7,8270500,1135496,709685,101700,0,166086,,0
2006,98,9,Prairie River FERC Project No. 2361,Prairie,hydro,2361,1920,1.1,0.3,820200,383546,348678,46840,0,123283,,0
2006,98,11,Scanlon FERC Project No. 2360,Scanlon,hydro,2360,1923,1.6,1.6,5268000,2029607,1268504,52525,0,99775,,0
2006,98,13,Sylvan FERC Project No. 2454,Sylvan,hydro,2454,1913,1.8,1.9,9512200,1840146,1022303,52550,0,110336,,0
2006,98,15,Winton FERC Project No. 469,Winton,hydro,469,1923,4,4.3,14590400,3712688,928172,105036,0,142361,,0
2006,98,17,Rapids FERC Project No. 2362 (non-regul),Rapids,hydro,2362,1917,2.25,0,0,36260,16116,0,0,0,,0
2006,98,19,"All Other Hydro Plant, Resv., Misc., Etc.",,hydro,,,0,0,0,5186473,0,0,0,0,,0
2006,113,1,Southbridge Street,,internal_combustion,,1989,1,0,0,413479,50,0,0,0,Diesel,0
2006,115,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2006,115,2,Rainbow Falls (B),Rainbow Falls,hydro,2835,1926,2.6,3.1,15238860,3773470,1451335,63344,0,55350,Hydro,0
2006,115,3,Cadyville (A),Cadyville,hydro,2738,1921,5.5,7.2,31977030,15435739,2806498,35971,0,79395,Hydro,0
2006,115,4,Keuka (C),Keuka,hydro,2852,1928,2,0,0,1954517,977259,35652,0,4398,Hydro,0
2006,115,5,"Mill ""C"" (A)",Mill C,hydro,2738,1943,6,5.5,26554550,14965345,2494224,39100,0,161177,Hydro,0
2006,115,6,,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,115,7,,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,Hydro,0
2006,115,9,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2006,115,10,Harris Lake,,internal_combustion,,1967,1.7,2,143760,490823,288719,12531,19234,26772,Diesel,0
2006,115,11,Auburn Gas Turbine,,gas_turbine,,2000,7,7.2,241240,0,0,624071,47583,6455,Natural Gas,0
2006,115,13,(A) Project # 2738,,,,,0,0,0,0,0,0,0,0,,0
2006,115,14,(B) Project # 2835,,,,,0,0,0,0,0,0,0,0,,0
2006,115,15,(C) Project # 2852,,,,,0,0,0,0,0,0,0,0,,0
2006,117,1,NONE,,,,,0,0,0,0,0,0,0,0,,0
2006,119,1,Norway,,hydro,,1923,7,5,22204060,6071057,1214211,107736,0,328118,Hydro,0
2006,120,1,STEAM PLANT,,,,,0,0,0,0,0,0,0,0,,0
2006,120,3,Red Wing,,steam_heat,,1949,23,20,97565000,42272013,1837914,2366711,2599016,3417712,"RDF, Gas",144
2006,120,6,INTERNAL COMBUSTION,,,,,0,0,0,0,0,0,0,0,,0
2006,120,8,Dispersed Generation,,internal_combustion,,,0,0,-255000,3315889,0,0,12354,38,Oil,1142
2006,120,11,HYDRO PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2006,120,13,Lower Dam,,hydro,,1887,8,0,0,810693,101337,0,0,0,Hydro,0
2006,120,17,WIND TURBINE PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2006,120,19,Holland,,wind,,1986,0.2,0,0,46701,233505,0,0,0,Wind,0
2006,120,20,Lake Benton,,wind,,1997,0,0,0,10190073,0,0,0,0,Wind,0
2006,120,23,SOLAR,,,,,0,0,0,0,0,0,0,0,,0
2006,120,25,Photovoltaic Units,,solar_pv,,1995,0,0,0,306139,0,0,0,0,Solar,0
2006,121,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2006,121,2,Apple River,,hydro,,1901,2.85,3.1,11062695,2530696,887964,58172,0,140307,,0
2006,121,4,Cedar Falls,,hydro,,1910,6,7.6,26587607,4924488,820748,258538,0,151482,,0
2006,121,6,Eau Claire Dells,,hydro,,1907,9.5,8.9,32430400,4059182,427282,649042,0,96039,,0
2006,121,8,Menomonie,,hydro,,1958,5.4,5.3,18269938,4317596,799555,107622,0,38113,,0
2006,121,10,Riverdale,,hydro,,1905,0.6,0.6,2205023,800764,1334607,45024,0,64555,,0
2006,121,12,Trego,,hydro,,1926,1.2,1.4,5910000,1194750,995625,103252,0,32034,,0
2006,121,14,Big Falls,,hydro,,1922,7.78,7.7,26852956,3233399,415604,317552,0,381235,,0
2006,121,16,Hayward,,hydro,,1910,0.2,0.2,1432935,250780,1253900,27369,0,7854,,0
2006,121,18,Ladysmith,,hydro,,1941,3,2.8,8171500,4999203,1666401,82853,0,60199,,0
2006,121,20,Saxon Falls,,hydro,,1912,1.2,1.2,10496580,1329066,1107555,107703,0,20557,,0
2006,121,22,Superior Falls,,hydro,,1917,1.32,1.5,11419560,1855208,1405461,152014,0,45775,,0
2006,121,24,Thornapple,,hydro,,1927,1.4,1.6,7297600,2643618,1888299,90854,0,129917,,0
2006,121,26,White River,,hydro,,1907,1,0.6,3904140,1292226,1292226,118009,0,70912,,0
2006,122,1,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2006,122,3,Clark,,internal_combustion,,1970,2.75,2.7,41,374876,136319,12947,71863,10789,Oil,1701
2006,122,4,Faulkton,,internal_combustion,,1969,2.75,2.7,0,1190514,432914,3381,0,7026,Oil,0
2006,122,5,Highmore,,internal_combustion,,1948,4.79,4.7,97,927124,193756,917,26247,3980,Oil,1854
2006,122,6,Redfield,,internal_combustion,,1962,4.08,4,-144,814453,199621,7217,18682,6480,Oil/Gas,2944
2006,122,7,Webster,,internal_combustion,,1931,2.76,0,0,565615,204636,50,0,77,Oil,0
2006,122,8,Mobile A,,internal_combustion,,1955,0.5,0.5,-25,78614,157228,0,4545,1362,Oil,1754
2006,122,9,Mobile B,,internal_combustion,,1991,1.75,1.8,469,438085,250334,2396,96170,1759,Oil,1856
2006,122,11,Total South Dakota,,internal_combustion,,,0,16.4,438,4389281,0,26908,217507,31473,,0
2006,122,13,Yellowstone Park:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2006,122,14,Lake,Yellowstone Park Lake,internal_combustion,,1967,2.8,0,89,451240,161157,3270,23404,7063,Oil,0
2006,122,15,Old Faithful,Yellowstone Park Old Faithful,internal_combustion,,1979,2,0,146,657680,328840,5348,38274,11550,Oil,0
2006,122,16,Tower Falls,Yellowstone Park Tower Falls,internal_combustion,,1886,1,0,2,71127,71127,82,585,176,Oil,0
2006,122,17,Grant Village,Yellowstone Park Grant Village,internal_combustion,,1993,3.2,0,339,1466575,458305,12419,88874,26821,Oil,0
2006,122,19,Total Yellowstone,,,,,0,0,576,2646622,0,21119,151137,45610,,0
2006,122,22,Grand Total,,,,,0,0,0,7035903,0,48027,368644,77083,,0
2006,123,1,DIESEL,,,,,0,0,0,0,0,0,0,0,,0
2006,123,2,FREDERIC,,internal_combustion,,1947,13.8,13,132,2393347,173431,65104,50072,33551,#2 LS DIESEL,0
2006,123,3,GRANTSBURG,,internal_combustion,,1960,4.79,4,69,766467,160014,31900,36405,10990,#2 LS DIESEL,0
2006,123,4,DANBURY,,internal_combustion,,1966,1.2,1,15,245864,204887,70048,3239,1007,#2 LS DIESEL,0
2006,123,5,DANBURY COMBUSTION TURBINE,,diesel_turbine,,1981,6.75,6,41,1936443,286880,5044,22409,6985,#1 LS DIESEL,0
2006,132,1,Hydro:,,,,,0,0,0,0,0,0,0,0,,0
2006,132,2,Hoot Lake,,hydro,,1914,1,0.8,3195840,562931,750575,5239,0,12360,-,0
2006,132,3,Wright,,hydro,,1922,0.4,0.5,2034310,686302,1372604,6106,0,27616,-,0
2006,132,4,Pisgah,,hydro,,1917,0.52,0.8,1849645,416504,615339,11412,0,43466,-,0
2006,132,5,Dayton Hollow,,hydro,,1909,0.97,1,6695107,484586,465948,8840,0,45903,-,0
2006,132,6,Taplin Gorge,,hydro,,1925,0.56,0.5,3847480,639176,1205992,6734,0,27226,-,0
2006,132,7,Bemidji,,hydro,,-,0.74,0.7,741005,547437,760329,20074,0,18257,-,0
2006,132,9,Internal Combustion:,,,,,0,0,0,0,0,0,0,0,,0
2006,132,10,Fergus Control Center,,internal_combustion,,1995,1.83,2.1,19826,591638,283080,25,920,5415,Oil,0
2006,133,1,SMALL HYDROELECTRIC PLANTS:,,,,,0,0,0,0,0,0,0,0,,0
