report_year,respondent_id,record_number,plant_name,nice_plant_name,kind_of_plant,ferc_license,yr_constructed,capacity_rating,net_demand,net_generation,plant_cost,plant_cost_mw,operation,expns_fuel,expns_maint,kind_of_fuel,fuel_cost
2010,40,6,DuBay,,hydro,,1942,7.2,8.2,38668,4436166,616134,270382,0,157406,,0
2010,41,1,Hydraulic:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,41,2,Foote - FPC #2436,Foote,hydro,2436,1918,9,6.3,25204000,4533505,503723,227939,0,195413,,0
2010,41,3,Cooke - FPC #2450,Cooke,hydro,2450,1911,9,5.9,22343000,3492103,388011,212500,0,170261,,0
2010,41,4,Five Channels - FPC #2453,Five Channels,hydro,2453,1912,6,5.9,22176000,3881999,647000,401252,0,349638,,0
2010,41,5,Loud - FPC #2449,Loud,hydro,2449,1913,4,5.4,16073000,3305950,526488,240488,0,156576,,0
2010,41,6,Alcona - FPC #2447,Alcona,hydro,2447,1924,8,5.4,22629000,3922528,490316,294392,0,254415,,0
2010,41,7,Mio -  FPC #2448,Mio,hydro,2448,1916,4.96,3.6,8939000,4155293,837761,286785,0,332198,,0
2010,41,8,Croton - FPC #2468,Croton,hydro,2468,1907,8.85,7.4,30435000,9274945,1048016,544872,0,546324,,0
2010,41,9,Rogers - FPC #2451,Rogers,hydro,2451,1906,6.76,7.5,19109000,7609662,1125690,296993,0,274883,,0
2010,41,10,Webber - FPC #2566,Webber,hydro,2566,1907,4.3,3.1,9648000,7934506,1845234,351525,0,347101,,0
2010,41,11,Calkins Bridge (Allegan) - FPC #785,Calkins Bridge (Allegan),hydro,785,1938,2.55,2.8,13484000,2123090,832584,229443,0,198650,,0
2010,41,13,,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,42,1,Yankee Solar #1,#N/A,#N/A,#N/A,2010,1,1,997,3320145,0,1080,0,27790,Solar,0
2010,44,1,Steam Heating Plant,,,,,0,0,0,0,0,0,0,0,,0
2010,44,6,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2010,44,8,Peaking Units,,,,,0,0,0,0,0,0,0,0,,0
2010,44,10,* Connors Creek,,internal_combustion,,1971,5.5,5,-225,1068084,194197,0,529,167,Oil,630
2010,44,11,*Harbor Beach,,internal_combustion,,1967,4,4,-36,563243,140811,0,11182,1583,Oil,1405
2010,44,12,*St. Clair,,internal_combustion,,1970,5.5,5,-1814,552509,100456,0,4228,594,Oil,1414
2010,45,1,HYDRO PLANTS:,,,,,0,0,0,0,0,0,0,0,,0
2010,45,2,Bear Creek - Project 2698,Bear Creek,hydro,2698,1954,9.45,10,26548000,3222552,341011,36613,0,71660,,0
2010,45,3,Bryson - Project 2601,Bryson,hydro,2601,1925,0.98,1,421000,723435,738199,25703,0,131170,,0
2010,45,4,Cedar Cliff - Project 2698,Cedar Cliff,hydro,2698,1952,6.4,7,19719000,2766229,432223,32889,0,62316,,0
2010,45,5,Dillsboro - Project 2602,Dillsboro,hydro,2602,1931,0,0.2,0,807189,0,177,0,1146,,0
2010,45,6,Franklin - Project 2603,Franklin,hydro,2603,1925,1,1,0,463304,463304,15007,0,114372,,0
2010,45,7,Gaston Shoals,,hydro,,1908,8.5,4,13788000,11831989,1391999,284819,0,163620,,0
2010,45,8,Mission - Project 2619,Mission,hydro,2619,1924,1.8,2,3147000,1731770,962094,25814,0,40219,,0
2010,45,9,Queen's Creek - Project 2694,Queen's Creek,hydro,2694,1949,1.44,2,3300000,900326,625226,8867,0,24557,,0
2010,45,10,Tuckasegee - Project 2686,Tuckasegee,hydro,2686,1950,2.5,3,6172000,1360683,544273,57437,0,40549,,0
2010,45,11,Tuxedo,,hydro,,1920,5,4,16672000,7908892,1581778,125655,0,356967,,0
2010,57,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2010,57,2,Burton (A),Burton,hydro,2354,1927,6.1,8,20360000,10597795,1730005,141964,0,167024,,0
2010,57,3,Nacoochee (A),Nacoochee,hydro,2354,1926,4.8,6,11194000,5341704,1037755,115711,0,100540,,0
2010,57,4,Barnett Shoals (B),Barnett Shoals,hydro,,1910,2.8,2,409000,984958,300400,30645,0,55655,,0
2010,57,5,Flint River (C),Flint River,hydro,1218,1921,5.4,7,23939000,6994650,129709,347475,0,286000,,0
2010,57,6,Estatoah  (D),#N/A,#N/A,#N/A,,0.2,0.2,98000,61138,375370,14386,0,8538,,0
2010,57,7,Langdale (E),Langdale,hydro,2341,1907,1,1,0,649034,592334,68967,0,403429,,0
2010,57,8,Riverview (F),Riverview,hydro,2350,1918,0.5,0.5,0,460929,874312,22582,0,-25278,,0
2010,57,35,(A) Licensed Project Number 2354.,,,,,0,0,0,0,0,0,0,0,,0
2010,57,36,(B) Leased from James White Estate.,,,,,0,0,0,0,0,0,0,0,,0
2010,57,37,(C) Licensed Project Number 1218.,,,,,0,0,0,0,0,0,0,0,,0
2010,57,38,(D) Approximately 1928. Record of Owners inadeq.,,,,,0,0,0,0,0,0,0,0,,0
2010,57,39,(E) Licensed Project Number 2341.,,,,,0,0,0,0,0,0,0,0,,0
2010,57,40,(F) Licensed Project Number 2350.,,,,,0,0,0,0,0,0,0,0,,0
2010,58,1,Ranger,#N/A,#N/A,#N/A,,5,0,0,2100780,420,40341,7222,19442,Diesel,0
2010,58,2,Reese,#N/A,#N/A,#N/A,,1,0,0,140000,140,0,0,0,Diesel,0
2010,61,1,HYDRO,,,,,0,0,0,0,0,0,0,0,,0
2010,61,2,Middlesex Station # 2,Middlesex Station,hydro,,1928,3.2,0,12083,2381160,744113,123142,0,134524,,0
2010,61,3,Marshfield Station # 6,Marshfield Station,hydro,,1927,5,0,4904,8746876,1749375,127235,0,87874,,0
2010,61,4,Vergennes Station # 9 C,Vergennes Station Hydro,hydro,2674,1912,2.4,0,7755,7336273,3056780,135591,0,143597,,0
2010,61,5,"W, Danville Station # 15",W. Danville Station,hydro,,1917,1,0,518,1043275,1043275,65288,0,37742,,0
2010,61,6,Gorge Station # 18,Gorge Station,hydro,,1928,3,0,12288,2322626,774209,86512,0,127254,,0
2010,61,7,Essex station # 19 B,Essex Station Hydro,hydro,2531,1917,7.2,0,44219,14039908,1949987,229417,0,403885,,0
2010,61,8,Waterbury Station # 22 A,Waterbury Station,hydro,2090,1953,5.52,0,22207,2359550,427455,-1209868,0,61686,,0
2010,61,9,DeForge station # 1 D,DeForge Station,hydro,2879,1986,7.5,0,31215,14471417,1929522,110035,0,157008,,0
2010,61,12,DIESEL,,,,,0,0,0,0,0,0,0,0,,0
2010,61,13,Vergennes Station # 9,Vergenes Station Diesel,internal_combustion,,1963,4,0,79,0,0,108683,13443,21102,# 2 OIL,0
2010,61,14,Essex Station # 19,Essex Station Diesel,internal_combustion,,1947,4,0,738,0,0,58318,129504,17769,# 2 OIL,0
2010,61,16,  ( A ) License # 2090,,,,,0,0,0,0,0,0,0,0,,0
2010,61,17, ( B ) License # 2531,,,,,0,0,0,0,0,0,0,0,,0
2010,61,18, ( C ) License # 2674,,,,,0,0,0,0,0,0,0,0,,0
2010,61,19, ( D ) License # 2879,,,,,0,0,0,0,0,0,0,0,,0
2010,61,21,Cost of plant for diesel plants is included in,,,,,0,0,0,0,0,0,0,0,,0
2010,61,22,the Hydro plant above,,,,,0,0,0,0,0,0,0,0,,0
2010,70,1,Hydro:,,,,,0,0,0,0,0,0,0,0,,0
2010,70,2, Clear Lakes,,hydro,,1937,2.5,2.2,16021,1759925,703970,62107,0,90873,,0
2010,70,3, Thousand Springs,,hydro,,1912,8.8,6.5,51590,5023460,570848,146998,0,196655,,0
2010,70,6,Internal Combustion:,,,,,0,0,0,0,0,0,0,0,,0
2010,70,7, Salmon Diesel (1),,internal_combustion,,1967,5,5.5,74,909259,181852,0,0,0,Diesel,0
2010,70,11,(1) Salmon units are classified as standby.,,,,,0,0,0,0,0,0,0,0,,0
2010,73,1,Hydroelectric,,,,,0,0,0,0,0,0,0,0,,0
2010,73,2,Berrien Springs,,hydro,,1908,7.2,6,36780,14686249,2039757,281896,0,292291,,0
2010,73,3,Buchanan (Project #2551),Buchanan,hydro,2551,1919,4.1,3,16428,7257394,1770096,202707,0,809720,,0
2010,73,4,Constantine (Project #10661),Constantine,hydro,10661,1921,1.2,2,6143,2628266,2190222,108449,0,95979,,0
2010,73,5,Elkhart (Project #2651),Elkhart,hydro,2651,1913,3.44,4,18375,6325198,1838720,155273,0,286061,,0
2010,73,6,Mottville (Project #401),Mottville,hydro,401,1923,1.68,2,6737,3257739,1939130,97304,0,146176,,0
2010,73,7,Twin Branch (Project #2579),Twin Branch,hydro,2579,1904,4.8,4,26392,11671471,2431556,241595,0,181614,,0
2010,74,1,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2010,74,2,  Petersburg,#N/A,#N/A,#N/A,1967,8.25,8.3,81000,934100,0,0,18528,22153,oil,16
2010,74,3,  Harding Street Station,#N/A,#N/A,#N/A,1967,2.75,2.8,123000,242872,0,0,2028,12073,oil,15
2010,74,4,  Eagle Valley,#N/A,#N/A,#N/A,1967,2.75,2.8,105000,324512,0,0,17599,6643,oil,16
2010,79,1,Spearville Wind Energy Facility,#N/A,#N/A,#N/A,,148.5,151,365921000,261191737,1758867,848431,0,1429303,wind,0
2010,79,2,(67 Units @1.5MW each),#N/A,#N/A,#N/A,2006,0,0,0,0,0,0,0,0,,0
2010,79,3,(32 Units @1.5 MW each),#N/A,#N/A,#N/A,2010,0,0,0,0,0,0,0,0,,0
2010,84,1,Internal Combustion Plants:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,84,2,Pacolet Peaking Plant,#N/A,#N/A,#N/A,2006,6,5.4,256204,1700156,283359,510,63302,46058,No. 2 Diesel,1862
2010,84,9,Hydro Plants:,,,,,0,0,0,0,0,0,0,0,,0
2010,84,10,Pacolet Hydro (Project #2621),#N/A,#N/A,#N/A,1938,0.8,0.6,3220023,537704,0,0,0,0,,0
2010,84,14,,#N/A,#N/A,#N/A,,0,0,0,0,672130,5240,0,30852,N/A,0
2010,85,1,East Hampton Diesel,,internal_combustion,,1962,6,6,1572000,11485716,1914286,0,0,124010,Oil,0
2010,85,2,Montauk Diesel,,internal_combustion,,1962,6,6,1686000,3223088,537181,74820,0,-68881,Oil,0
2010,90,1,None,,,,,0,0,0,0,0,0,0,0,,0
2010,95,1,GAS TURBINE,,,,,0,0,0,0,0,0,0,0,,0
2010,95,2,Williston,,gas_turbine,,1953,7.8,8.5,-5177,1967382,252228,36250,1693,32443,Nat Gas,0
2010,95,4,WIND,,,,,0,0,0,0,0,0,0,0,,0
2010,95,5,Diamond Willow,#N/A,#N/A,#N/A,2007,30,28.5,67898904,62412558,2080419,286812,0,192303,Wind,0
2010,95,6,Cedar Hills,#N/A,#N/A,#N/A,2010,19.5,20,30487857,45093187,2312471,67003,0,5048,Wind,0
2010,95,8,WASTE HEAT,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,95,9,Ormat Facility,#N/A,#N/A,#N/A,2009,7.5,6.4,37246068,15614026,2081870,186351,248989,6116,Waste Heat,0
2010,98,1,HYDRO PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2010,98,3,Knife Falls FERC Project No. 2360,Knife Falls,hydro,2360,1922,2.4,2.3,11846129,3393360,1268198,63094,0,69267,,0
2010,98,5,Little Falls FERC Project No. 2532,Little Falls,hydro,2532,1906,4.7,5,31896600,6968070,1451235,90395,0,514681,,0
2010,98,7,Pillager FERC Project No. 2663,Pillager,hydro,2663,1917,1.6,1.7,10661200,2141414,1339201,60674,0,145976,,0
2010,98,9,Prairie River FERC Project No. 2361,Prairie,hydro,2361,1920,1.1,0,0,1293940,554990,55786,0,60654,,0
2010,98,11,Scanlon FERC Project No. 2360,Scanlon,hydro,2360,1923,1.6,1.8,7964500,2222395,1293726,58475,0,175014,,0
2010,98,13,Sylvan FERC Project No. 2454,Sylvan,hydro,2454,1913,1.8,1.9,12036500,1872491,1022303,88641,0,116359,,0
2010,98,15,Winton FERC Project No. 469,Winton,hydro,469,1923,4,4.2,8961900,4463989,928172,74604,0,300611,,0
2010,98,17,Rapids FERC Proj. No. 2362 (non-rate base),#N/A,#N/A,#N/A,1917,2.25,0,0,505844,228800,0,0,0,,0
2010,98,19,"Other Hydro Assets (Resvr.,Strm Gages, etc.)",#N/A,#N/A,#N/A,,0,0,0,5611738,0,0,0,0,,0
2010,105,1,NONE,,,,,0,0,0,0,0,0,0,0,,0
2010,108,1,Black Mountain,#N/A,#N/A,#N/A,2007,0.03,0,54,26535,884500,0,0,0,Solar,0
2010,108,2,Ryan Center,#N/A,#N/A,#N/A,2005,0.12,0,221,1010719,8422659,0,0,0,Solar,0
2010,108,3,Solargennix,#N/A,#N/A,#N/A,2006,0,0,0,1569956,0,0,0,0,,0
2010,108,4,Pearson,#N/A,#N/A,#N/A,2005,0.02,0,42,119457,5972850,0,0,0,Solar,0
2010,108,5,Clark 5-8,#N/A,#N/A,#N/A,2006,0.08,0,0,816353,10204413,0,0,0,Solar,0
2010,108,6,Goodsprings,#N/A,#N/A,#N/A,2010,7.5,0,190,23434572,3124610,43604,0,0,Waste Heat/Gas,0
2010,108,7,Total,,,,,7.75,0,507,26977592,3480980,43604,0,0,,0
2010,113,1,Southbridge Street,,internal_combustion,,1989,1,0,0,413479,50,0,0,0,Diesel,0
2010,115,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2010,115,2,Rainbow Falls (B),Rainbow Falls,hydro,2835,1926,2.64,5.7,17105,3804624,1404870,73835,0,87302,Hydro,0
2010,115,3,Cadyville (A),Cadyville,hydro,2738,1921,5.53,4.6,24455,16801684,3020064,94588,0,165208,Hydro,0
2010,115,4,Keuka (C),Keuka,hydro,2852,1928,0,0,0,501121,0,24471,0,6060,Hydro,0
2010,115,5,"Mill ""C"" (A)",Mill C,hydro,2738,1922,6.05,5.9,26720,15099443,2640762,91621,0,114567,Hydro,0
2010,115,8,Fossil,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,115,9,Harris Lake,,internal_combustion,,1967,2,1.9,100,394149,197075,2148,36731,18294,Diesel,0
2010,115,10,Auburn Gas Turbine (Leased ),#N/A,#N/A,#N/A,2000,7.25,6.8,349,0,0,547471,19831,35871,Natural Gas,0
2010,115,12,(A) Project # 2738,,,,,0,0,0,0,0,0,0,0,,0
2010,115,13,(B) Project # 2835,,,,,0,0,0,0,0,0,0,0,,0
2010,115,14,(C) Project # 2852,,,,,0,0,0,0,0,0,0,0,,0
2010,119,1,Oakdale,#N/A,#N/A,#N/A,1925,9,9,29025077,9318807,1035423,7442,0,529076,hydro,0
2010,119,2,Norway,,hydro,,1923,7,6,20868796,6459546,1076591,62899,0,589593,hydro,0
2010,120,1,STEAM PLANT,,,,,0,0,0,0,0,0,0,0,,0
2010,120,3,Red Wing,,steam_heat,,1949,23,0,92988640,49696070,2160699,2736149,2265459,4189105,"RDF, Gas",129
2010,120,6,INTERNAL COMBUSTION,,,,,0,0,0,0,0,0,0,0,,0
2010,120,8,Dispersed Generation,,internal_combustion,,,0,0,-191000,2499099,0,1229,14728,38160,Oil,1851
2010,120,12,HYDRO PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2010,120,14,Lower Dam,,hydro,,1887,8,0,0,810693,101337,0,0,0,Hydro,0
2010,120,18,WIND TURBINE PLANTS,,,,,0,0,0,0,0,0,0,0,,0
2010,120,21,Lake Benton,,wind,,1997,0,0,0,10190362,0,0,0,0,Wind,0
2010,120,22,Grand Meadow Wind Farm,#N/A,#N/A,#N/A,2008,100.5,0,275557000,218541308,2174540,2718265,0,278965,Wind,0
2010,120,23,Nobles Wind Farm,#N/A,#N/A,#N/A,2010,201,0,27290000,538314651,0,44437,0,1423927,Wind,0
2010,120,25,SOLAR,,,,,0,0,0,0,0,0,0,0,,0
2010,120,27,Photovoltaic Units,,solar_pv,,1995,0,0,0,306139,0,0,0,0,Solar,0
2010,121,1,Hydro,,,,,0,0,0,0,0,0,0,0,,0
2010,121,2,Apple River,,hydro,,1901,2.25,3.2,6717116,3057706,1358980,99210,0,262461,,0
2010,121,4,Cedar Falls,,hydro,,1910,6,7.3,29026716,5145136,857523,221908,0,67529,,0
2010,121,6,Menomonie,,hydro,,1958,5.4,5.4,20201650,4228343,783026,69965,0,69938,,0
2010,121,8,Riverdale,,hydro,,1905,0.5,0.6,2121674,812357,1624714,30151,0,166886,,0
2010,121,10,Trego,,hydro,,1926,1.2,1.5,6566000,1292373,1076978,147233,0,43618,,0
2010,121,12,Big Falls,,hydro,,1922,7.78,7.5,33573183,3573011,459256,334308,0,332536,,0
2010,121,14,Hayward,,hydro,,1910,0.17,0.2,1488618,250780,1475176,45751,0,46505,,0
2010,121,16,Ladysmith,,hydro,,1941,3.4,2.9,11772500,5359670,1576374,116048,0,152458,,0
2010,121,18,Saxon Falls,,hydro,,1912,1.55,1.5,9660500,1329066,857462,118746,0,60828,,0
2010,121,20,Superior Falls,,hydro,,1917,1.85,1.9,12146700,1840858,995058,218534,0,42210,,0
2010,121,22,Thornapple,,hydro,,1927,1.4,1.7,9247600,2742002,1958573,93139,0,98196,,0
2010,121,24,White River,,hydro,,1907,1,0.8,3701675,1337093,1337093,152409,0,145626,,0
2010,122,1,Internal Combustion,,,,,0,0,0,0,0,0,0,0,,0
2010,122,3,Clark,,internal_combustion,,1970,2.75,2.7,-127,674297,245199,6314,4961,3804,Oil,2087
2010,122,4,Faulkton,,internal_combustion,,1969,2.75,2.5,13,1446810,526113,2541,30799,4133,Oil,0
2010,122,5,Highmore,,internal_combustion,,1948,4.79,4.7,-12,946802,197869,5575,31009,13755,Oil,1916
2010,122,6,Redfield,,internal_combustion,,1962,4.08,4,-271,817307,200320,4081,3993,5838,Oil/Gas,2548
2010,122,7,Webster,,internal_combustion,,1931,0,0,0,2223,0,0,0,0,Oil,0
2010,122,8,Mobile B,,internal_combustion,,1991,1.75,1.8,-29,439468,251125,299,7374,40372,Oil,1831
2010,122,9,Mobile C,#N/A,#N/A,#N/A,2008,2.5,2,-30,1047273,418909,299,2098,1710,,1896
2010,122,11,Total South Dakota,,internal_combustion,,,0,0,-456,5374180,0,19109,80234,69612,,0
2010,122,13,Yellowstone Park,,,,,0,0,0,0,0,0,0,0,,0
2010,122,14,Lake,Yellowstone Park Lake,internal_combustion,,1967,2.8,0,180,451240,161157,9115,40351,44075,Oil,0
2010,122,15,Old Faithful,Yellowstone Park Old Faithful,internal_combustion,,1979,2,0,184,657680,328840,9312,41224,45028,Oil,0
2010,122,16,Tower Falls,Yellowstone Park Tower Falls,internal_combustion,,1886,1,0,0,71127,71127,10,43,47,Oil,0
2010,122,17,Grant Village,Yellowstone Park Grant Village,internal_combustion,,1993,3.2,0,316,1507886,471214,15982,70748,77279,Oil,0
2010,122,19,Total Yellowstone,,,,,0,0,680,2687933,0,34419,152366,166429,,0
2010,122,22,Grand Total,,,,,0,0,224,8062113,0,53528,232600,236041,,0
2010,123,1,DIESEL,,,,,0,0,0,0,0,0,0,0,,0
2010,123,2,FREDERIC,,internal_combustion,,1947,14.56,11.1,20,2557635,175662,75037,2934,34178,#2 ULS DIESEL,0
2010,123,3,GRANTSBURG,,internal_combustion,,1960,12.64,9.9,63,1182833,93579,17995,9243,34710,#2 ULS DIESEL,0
2010,123,4,DANBURY,,internal_combustion,,1966,1.35,1,2,258097,191183,12647,565,1360,#2 ULS DIESEL,0
2010,123,5,DANBURY COMBUSTION TURBINE,,diesel_turbine,,1981,6.75,5,9,1977390,292947,12031,10066,6211,#1 ULS DIESEL,0
2010,132,1,Hydro:,,,,,0,0,0,0,0,0,0,0,,0
2010,132,2,Hoot Lake,,hydro,,1914,1,0.8,4606,562931,703664,15229,0,15269,-,0
2010,132,3,Wright,,hydro,,1922,0.4,0.5,2886,864031,1728062,18819,0,50165,-,0
2010,132,4,Pisgah,,hydro,,1917,0.52,0.7,5500,416504,595005,19766,0,55829,-,0
2010,132,5,Dayton Hollow,,hydro,,1909,0.97,1,8214,880035,880035,18414,0,41686,-,0
2010,132,6,Taplin Gorge,,hydro,,1925,0.56,0.5,3949,685695,1371389,16440,0,36039,-,0
2010,132,7,Bemidji,,hydro,,-,0.74,0.2,476,998056,4990281,52115,0,72038,-,0
2010,132,9,Internal Combustion:,,,,,0,0,0,0,0,0,0,0,,0
2010,132,10,Fergus Falls Control Center,#N/A,#N/A,#N/A,1995,1.83,2,24,591638,295819,7183,0,2319,Oil,0
2010,132,11,Diesel Generators,#N/A,#N/A,#N/A,,2.26,2.3,0,0,0,0,0,0,Oil,0
2010,132,13,Wind Turbine Plants,,,,,0,0,0,0,0,0,0,0,,0
2010,132,14,Langdon,#N/A,#N/A,#N/A,2007,40.5,40.5,141152,78275530,1932729,797949,0,18651,,0
2010,132,15,Ashtabula,#N/A,#N/A,#N/A,2008,48,48,145715,117785384,2453862,800781,0,5984,,0
2010,132,16,Luverne,#N/A,#N/A,#N/A,2009,49.5,49.5,165732,72178016,1458142,699521,0,2971,,0
2010,133,1,SMALL HYDROELECTRIC PLANTS:,,,,,0,0,0,0,0,0,0,0,,0
2010,133,2,Alta FERC No.2310,Alta,hydro,2310,1902,2,1.2,3557,8482607,2384,86333,69819,188292,Water,0
2010,133,3,Centerville FERC No.803,Centerville,hydro,803,1904,6.4,6.4,623,16061319,25771,367331,5317,452466,Water,0
2010,133,4,Chili Bar FERC No.2155,Chili Bar,hydro,2155,1965,7.02,7,42571,7995665,187,283220,7326,232047,Water,0
2010,133,5,Coal Canyon,,hydro,,1907,1,0.9,-22,3500087,-161198,67263,731,308149,Water,0
2010,133,6,Cow Creek FERC No.606,Cow Creek,hydro,606,1907,1.44,1.8,3456,3047883,882,128993,620,254708,Water,0
2010,133,7,Crane Valley FERC No.1354,Crane Valley,hydro,1354,1919,0.99,0.9,3773,5791090,1534,74038,1375,427414,Water,0
2010,133,8,Deer Creek FERC No.2310,Deer Creek,hydro,2310,1908,5.5,5.7,11774,51604231,4383,110858,8597,752064,Water,0
2010,133,9,Hamilton Branch,,hydro,,1921,5.39,4.8,20198,5996151,296,16714,3900,20525,Water,0
2010,133,10,Inskip FERC No.1121,Inskip,hydro,1121,1979,7.65,8,40652,13962367,343,260105,2922,151385,Water,0
2010,133,11,Kern Canyon FERC No. 178,Kern Canyon,hydro,178,1921,9.54,11.5,20722,9914331,478,420303,15758,381152,Water,0
2010,133,12,Kilarc FERC No.606,Kilcarc,hydro,606,1904,3,2,17394,4182583,240,128734,1180,215988,Water,0
2010,133,13,Lime Saddle,,hydro,,1906,2,2,5875,10336982,1759,144463,1625,540741,Water,0
2010,133,14,Merced Falls FERC No.2467,Merced Falls,hydro,2467,1930,3.44,3.5,16720,4403241,263,116215,13588,198858,Water,0
2010,133,15,Oak Flat FERC No.2105,Oak Flat,hydro,2105,1985,1.4,1.3,6682,8154673,1220,53958,1153,66709,Water,0
2010,133,16,Phoenix FERC No.1061,Phoenix,hydro,1061,1940,1.6,2,11202,10820488,965,263639,1268,488933,Water,0
2010,133,17,Potter Valley FERC No.77,Potter Valley,hydro,77,1910,9.46,9.2,32922,34167941,1037,1594273,9008,1238874,Water,0
2010,133,18,San Joaquin No. 1-A FERC No.1354,San Joaquin No. 1,hydro,1354,1919,0.42,0.4,4030,3849810,955,85553,609,160421,Water,0
2010,133,19,San Joaquin No. 2 FERC No.1354,San Joaquin No. 2,hydro,1354,1917,2.88,3.2,15359,7039754,458,139174,4886,468415,Water,0
2010,133,20,San Joaquin No. 3 FERC No.1354,San Joaquin No. 3,hydro,1354,1923,4,4.2,16144,8106302,502,171752,6411,271975,Water,0
2010,133,21,South FERC No.1121,South,hydro,1121,1979,6.75,7,49968,15860677,317,202585,22538,396089,Water,0
2010,133,22,Spaulding No. 1 FERC No.2310,Spaulding No. 1,hydro,2310,1928,7.04,7,30120,8636199,287,207688,10549,336995,Water,0
2010,133,23,Spaulding No. 2 FERC No.2310,Spaulding No. 2,hydro,2310,1928,3.7,4.4,17080,4069036,238,115080,6646,616984,Water,0
2010,133,24,Spaulding No. 3 FERC No.2310,Spaulding No. 3,hydro,2310,1929,6.61,5.8,39236,8143802,208,138824,8751,374548,Water,0
2010,133,25,Spring Gap FERC No.2130,Spring Gap,hydro,2130,1921,6,7,40695,8340562,205,366679,6540,447987,Water,0
2010,133,26,Toadtown FERC No.803,Toadtown,hydro,803,1986,1.8,1.5,5852,6099721,1042,150698,1246,164397,Water,0
2010,133,27,Tule FERC No.1333,Tule,hydro,1333,1914,4.5,6.4,26660,4780743,179,263517,2377,165346,Water,0
2010,133,28,Volta No.1 FERC No.1121,Volta No. 1,hydro,1121,1980,8.55,9,53020,14144536,267,281720,3276,387093,Water,0
2010,133,29,Volta No.2 FERC No.1121,Volta No. 2,hydro,1121,1981,0.95,0.9,6154,2689775,437,105303,325,28567,Water,0
2010,133,30,Wise II FERC No.2310,Wise II,hydro,2310,1986,2.87,3.1,2629,14209332,5404,108104,4664,213714,Water,0
2010,133,31,Miscellaneous items,#N/A,#N/A,#N/A,,0,0,0,5905714,0,0,0,0,,0
2010,133,33,PHOTO VOLTAIC GENERATING PLANTS:,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,133,34,AT&T Park Solar Arrays,#N/A,#N/A,#N/A,2007,0.11,0.1,157,1990927,12681,0,0,0,Solar,0
2010,133,35,SF Service Center Solar Array 1,#N/A,#N/A,#N/A,2007,0.18,0.1,264,72958,276,0,0,0,Solar,0
2010,133,36,Vaca Dixon Solar Station,#N/A,#N/A,#N/A,2009,2,2,4345,10854174,2498,0,0,0,Solar,0
2010,133,37,FUEL CELL,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,133,38,San Francisco State,#N/A,#N/A,#N/A,2011,1.6,1.6,3401,50553229,14864,0,0,0,Natural Gas,0
2010,133,39,California State University East Bay,#N/A,#N/A,#N/A,2011,1.4,1.4,3276,60282635,18401,0,0,0,Natural Gas,0
2010,133,40,INTERNAL COMBUSTION: (EMERGENCY STANDBY,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,133,41,Downieville Diesel Plant,Downieville,internal_combustion,,1966,0.75,0,0,95289,0,0,0,0,Diesel,0
2010,133,42,Grass Valley Mobile Diesel Generator,Grass Valley,internal_combustion,,1971,0.25,0,0,38497,0,0,0,0,Diesel,0
2010,133,43,Sierra City Mobile Diesel Generator,Sierra City,internal_combustion,,1972,0.33,0,0,49054,0,0,0,0,Diesel,0
2010,133,45,  TOTAL,#N/A,#N/A,#N/A,,254.43,133.3,556489,303511618,621,6453117,223005,9950836,,0
2010,134,1,Hydroelectric :               Licensed Proj. No.,#N/A,#N/A,#N/A,,0,0,0,0,0,0,0,0,,0
2010,134,2,Ashton                                2381,Ashton,hydro,2381,1917,6.85,4.9,22728000,8910187,1300757,583930,0,45664,Water,0
2010,134,3,Bend,#N/A,hydro,#N/A,1913,1.11,1,2439000,1314472,1184209,148628,0,17542,Water,0
2010,134,4,Big Fork                              2652,Big Fork,hydro,2652,1910,4.15,4.6,32262000,7207761,1736810,357653,0,47580,Water,0
2010,134,5,Cline Falls,,hydro,,1913,1,0,0,0,0,4817,0,2459,Water,0
2010,134,6,Condit                                 2342,Condit,hydro,2342,1913,13.7,15,95220000,6935270,506224,382803,0,63030,Water,0
2010,134,7,Eagle Point,,hydro,,1957,2.81,2.8,17206000,1795497,638967,266477,0,26623,Water,0
2010,134,8,East Side                             2082,#N/A,#N/A,#N/A,1924,3.2,3,4399000,1991695,622405,309345,0,5827,Water,0
2010,134,9,Fall Creek                           2082,Fall Creek,hydro,2082,1903,2.2,2,11086000,1365095,620498,142943,0,70875,Water,0
