half_year_index,balancing_authority_code_eia,balancing_authority_name_eia,timezone,balancing_authority_region_code_eia,balancing_authority_region_name_eia,is_generation_only,has_subregional_demand,is_us_balancing_authority,is_active_balancing_authority,balancing_authority_activation_date,balancing_authority_retirement_date
all,ba_code,ba_name,time_zone,region_country_code,region_country_name,generation_only_ba,demand_by_ba_subregion,u_s_ba,active_ba,activation_date,retirement_date
