half_year_index,balancing_authority_code_eia,balancing_authority_name_eia,balancing_authority_subregion_code_eia,balancing_authority_subregion_name_eia,is_active_balancing_authority_subregion,balancing_authority_activation_date,balancing_authority_retirement_date
all,ba_code,ba_name,ba_subregion_code,ba_subregion_name,active_subregion,activation_date,retirement_date
