report_year,utility_id_ferc1,xbrl_factoid,xbrl_factoid_off_by,abs_diff,ending_balance_off_by,_delta
2025,297,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,344220391.0,33170223.0,311050168.0
2019,248,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,326804707.0,15181104.0,311623603.0
2021,195,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,312523590.0,879632.0,311643958.0
2017,245,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,331229591.0,19480271.0,311749320.0
2017,275,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,315578543.0,3758048.0,311820495.0
2025,202,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,311958653.0,59074.0,311899579.0
2024,201,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,577349470.0,265393727.0,311955743.0
2012,245,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,312523608.0,549443.0,311974165.0
2012,245,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,312523608.0,93546.0,312430062.0
2018,206,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,338797309.0,25841962.0,312955347.0
2019,290,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,506164011.0,192684345.0,313479666.0
2010,286,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,320602742.0,6992201.0,313610541.0
2022,195,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,320629590.0,6559732.0,314069858.0
2023,297,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,386255094.0,72102001.0,314153093.0
2024,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,604701096.0,290511843.0,314189253.0
1996,208,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,315142473.0,553144.0,314589329.0
2017,215,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,335382107.0,20761834.0,314620273.0
2001,257,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,741446381.0,426584309.0,314862072.0
2020,353,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,402909104.0,87642164.0,315266940.0
2002,243,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,331982000.0,15498930.0,316483070.0
2015,197,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,316873747.0,73712.0,316800035.0
1996,184,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,475913561.0,792716611.0,316803050.0
2009,279,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,384080820.0,67233429.0,316847391.0
2012,290,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,395074977.0,77965579.0,317109398.0
2017,214,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,319627411.0,2411723.0,317215688.0
2023,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2991676074.0,3309258081.0,317582007.0
2025,289,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,322643961.0,4820598.0,317823363.0
2021,290,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,542389541.0,224070049.0,318319492.0
2023,277,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,433339030.0,114314890.0,319024140.0
2024,195,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,320129928.0,1042553.0,319087375.0
2022,195,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,320629590.0,1332678.0,319296912.0
2016,168,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,339731285.0,20380905.0,319350380.0
2021,164,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,5151068992.0,5470789456.0,319720464.0
1997,243,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,338264715.0,18519173.0,319745542.0
2019,180,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,352776821.0,33007983.0,319768838.0
2024,353,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,425176722.0,105316562.0,319860160.0
2023,353,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,471306618.0,151251216.0,320055402.0
2005,279,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,377776301.0,57550856.0,320225445.0
2016,378,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,330116194.0,9878555.0,320237639.0
2016,173,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,390350866.0,70087926.0,320262940.0
2021,353,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,402053240.0,81771677.0,320281563.0
2017,333,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,320669552.0,99309.0,320570243.0
2005,243,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,320881447.0,262289.0,320619158.0
2022,275,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,130666380.0,451339306.0,320672926.0
1997,175,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,373908802.0,52969941.0,320938861.0
2018,171,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,334664338.0,13122860.0,321541478.0
2007,168,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,371455888.0,49607753.0,321848135.0
2013,92,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,325530128.0,3489929.0,322040199.0
2004,161,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,416571897.0,94059847.0,322512050.0
2000,279,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,352654734.0,29808679.0,322846055.0
2012,267,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,369131408.0,45309117.0,323822291.0
2022,226,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,393622443.0,69493203.0,324129240.0
2015,200,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,377407168.0,52947650.0,324459518.0
2000,230,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,1.0,324468511.0,324468510.0
2019,277,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,324817493.0,331443.0,324486050.0
2022,172,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,334035955.0,9514747.0,324521208.0
2023,292,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,354062896.0,29139968.0,324922928.0
2008,406,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,382168307.0,57129263.0,325039044.0
2009,168,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,373083100.0,47789038.0,325294062.0
2012,200,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,348397806.0,22460327.0,325937479.0
2024,292,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,360048521.0,34050094.0,325998427.0
2012,214,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,331820955.0,5385222.0,326435733.0
2016,228,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,336639637.0,10039942.0,326599695.0
2024,180,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,746573268.0,419917323.0,326655945.0
2014,341,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,328141523.0,838989.0,327302534.0
2011,356,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,355378668.0,27836496.0,327542172.0
2024,299,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,338886347.0,11307231.0,327579116.0
2013,324,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,330281427.0,2552708.0,327728719.0
2012,230,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,404752158.0,76511203.0,328240955.0
1998,243,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,346592819.0,18041863.0,328550956.0
2010,279,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,329232896.0,438819.0,328794077.0
2023,257,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,334281159.0,5303740.0,328977419.0
2006,172,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,362810279.0,33482076.0,329328203.0
2005,170,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,520151105.0,190709256.0,329441849.0
2024,277,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,461405612.0,131794856.0,329610756.0
2021,278,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,353157009.0,23483917.0,329673092.0
2024,382,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,372923194.0,43125472.0,329797722.0
2017,318,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,500660628.0,169302090.0,331358538.0
2017,303,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,248606550.0,580017263.0,331410713.0
2022,353,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,490670226.0,158899486.0,331770740.0
2015,200,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,377407168.0,45390988.0,332016180.0
2019,286,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1226501550.0,1558642067.0,332140517.0
2001,267,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,344868128.0,12310162.0,332557966.0
2017,228,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,344481806.0,11750807.0,332730999.0
2016,278,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,333250173.0,60339.0,333189834.0
2016,201,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,432921527.0,99693424.0,333228103.0
2002,157,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,349362189.0,15970747.0,333391442.0
2013,274,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,335661185.0,1455448.0,334205737.0
2022,180,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,409839635.0,75441716.0,334397919.0
2018,171,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,334664338.0,8926.0,334655412.0
2014,411,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,432021941.0,766738414.0,334716473.0
2024,230,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1917011878.0,2251986705.0,334974827.0
2020,272,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,343978301.0,8397990.0,335580311.0
1997,284,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,385599573.0,49553321.0,336046252.0
2016,219,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,340019317.0,3785573.0,336233744.0
2011,235,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,416681006.0,79722249.0,336958757.0
2012,296,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,364765338.0,26933100.0,337832238.0
1997,243,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,338264715.0,405378.0,337859337.0
2014,291,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,355303962.0,16730843.0,338573119.0
2008,186,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,353285343.0,14488801.0,338796542.0
2000,257,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,725296892.0,386134249.0,339162643.0
2016,301,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,472832144.0,133270175.0,339561969.0
2023,257,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,1.0,339584899.0,339584898.0
1997,279,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,355236006.0,14972185.0,340263821.0
2015,204,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,399835082.0,59548754.0,340286328.0
2024,297,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,381045015.0,40171493.0,340873522.0
2016,197,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,341345833.0,437139.0,340908694.0
2015,362,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,839306301.0,1180819807.0,341513506.0
2017,382,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,341920544.0,125456.0,341795088.0
2008,279,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,344589744.0,2764064.0,341825680.0
2022,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3238487634.0,3580458572.0,341970938.0
1999,243,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,359174499.0,17196167.0,341978332.0
2010,220,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,361350518.0,18939782.0,342410736.0
2019,290,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,506164011.0,163684049.0,342479962.0
2018,204,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,438712979.0,96139738.0,342573241.0
1999,3,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,398372184.0,55683477.0,342688707.0
2006,172,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,362810279.0,20078773.0,342731506.0
2022,172,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,1.0,343550702.0,343550701.0
2013,245,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,344811717.0,709424.0,344102293.0
2020,254,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,73899505.0,418115748.0,344216243.0
2017,324,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,347693113.0,3121123.0,344571990.0
2013,245,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,344811717.0,73155.0,344738562.0
1999,301,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,355941000.0,10957405.0,344983595.0
1996,178,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,352364472.0,7339193.0,345025279.0
2018,333,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,345215026.0,170564.0,345044462.0
2017,173,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,353666369.0,8387749.0,345278620.0
2009,307,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,376949597.0,31569386.0,345380211.0
2019,278,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,346778167.0,1224001.0,345554166.0
2007,279,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,349833829.0,4202282.0,345631547.0
1998,243,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,346592819.0,446851.0,346145968.0
2020,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4198283663.0,4544535997.0,346252334.0
2017,195,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,348250369.0,1954791.0,346295578.0
2019,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,354444066.0,7986636.0,346457430.0
2022,201,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,587790987.0,241266392.0,346524595.0
2022,370,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,362747659.0,16049442.0,346698217.0
2023,275,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,161004293.0,507869983.0,346865690.0
2018,290,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,512484939.0,165506121.0,346978818.0
2024,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3034500174.0,3382084526.0,347584352.0
1998,3,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,393646729.0,45935180.0,347711549.0
2016,324,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,350718456.0,2979019.0,347739437.0
2023,297,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,386255094.0,38169022.0,348086072.0
1998,208,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,350006079.0,1901813.0,348104266.0
2007,219,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,348955609.0,423062.0,348532547.0
2021,206,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,458265778.0,109717554.0,348548224.0
2018,303,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,265643989.0,614571348.0,348927359.0
1996,178,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,352364472.0,3427385.0,348937087.0
2003,244,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,349953145.0,986454.0,348966691.0
2003,244,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,349953145.0,651122.0,349302023.0
1996,184,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,475913561.0,126137056.0,349776505.0
1996,184,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,126137056.0,475913561.0,349776505.0
2025,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3881859608.0,4232089059.0,350229451.0
2021,278,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,353157009.0,2913876.0,350243133.0
1995,284,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,384369815.0,34007988.0,350361827.0
2004,175,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,356953726.0,5351894.0,351601832.0
2010,208,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,381309662.0,29554944.0,351754718.0
2019,370,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,354444066.0,2531275.0,351912791.0
2006,279,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,412763103.0,60832841.0,351930262.0
2022,303,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,374876222.0,22614635.0,352261587.0
2007,333,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,2299547.0,354605263.0,352305716.0
1999,161,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,403411431.0,51079536.0,352331895.0
2024,451,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,639437834.0,286719093.0,352718741.0
2017,274,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,354951446.0,2134199.0,352817247.0
2025,292,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,390789999.0,37855579.0,352934420.0
2023,206,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,445416817.0,92474216.0,352942601.0
2023,292,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,1.0,354062896.0,354062895.0
2022,370,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,362747659.0,8583616.0,354164043.0
1998,175,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,362845008.0,8174932.0,354670076.0
2023,172,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,472140768.0,116944178.0,355196590.0
2020,299,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,368626107.0,13402518.0,355223589.0
2020,277,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,355839204.0,501126.0,355338078.0
2002,172,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,365795208.0,10400742.0,355394466.0
2005,303,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,9013649.0,365012766.0,355999117.0
2002,172,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,365795208.0,9600500.0,356194708.0
1997,243,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,1.0,356783888.0,356783887.0
2013,212,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,410003469.0,53132776.0,356870693.0
2017,362,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,832586689.0,475661329.0,356925360.0
2002,244,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,358158518.0,1192556.0,356965962.0
2009,333,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,357109320.0,2474.0,357106846.0
2002,244,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,358158518.0,687063.0,357471455.0
2020,324,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,362089158.0,3547434.0,358541724.0
2021,290,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,542389541.0,183834065.0,358555476.0
2021,382,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,574574662.0,215967038.0,358607624.0
1999,243,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,359174499.0,503390.0,358671109.0
2017,227,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,443347572.0,84649135.0,358698437.0
2015,201,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,439002113.0,79610139.0,359391974.0
2014,219,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,362018346.0,2388293.0,359630053.0
2021,229,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,1.0,359780430.0,359780429.0
2021,229,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2451086143.0,2810866573.0,359780430.0
2010,220,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,361350518.0,1358855.0,359991663.0
2018,290,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,512484939.0,152040685.0,360444254.0
2020,233,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,366619428.0,5857051.0,360762377.0
2018,212,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,367686808.0,6646296.0,361040512.0
2019,286,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,1226501550.0,865127735.0,361373815.0
2022,303,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,374876222.0,736465711.0,361589489.0
2003,243,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,376628606.0,14878597.0,361750009.0
2006,219,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,362162582.0,325800.0,361836782.0
2020,324,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,362089158.0,168013.0,361921145.0
2023,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3506060810.0,3868311021.0,362250211.0
2013,290,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,469234471.0,106902617.0,362331854.0
2009,183,utility_plant_in_service_classified_and_property_under_capital_leases,amortization_of_other_utility_plant_utility_plant_in_service,411031215.0,47761335.0,363269880.0
