report_year,utility_id_ferc1,xbrl_factoid,xbrl_factoid_off_by,abs_diff,ending_balance_off_by,_delta
2017,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,146752173.0,146752173.0,0.0
2011,302,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,27687.0,27687.0,0.0
2010,302,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,116682.0,116682.0,0.0
2020,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,234046693.0,234046693.0,0.0
2009,302,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,279739.0,279739.0,0.0
2021,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,207606428.0,207606428.0,0.0
2008,302,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,466520.0,466520.0,0.0
2003,303,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,24697610.0,24697610.0,0.0
2007,302,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,651420.0,651420.0,0.0
2004,303,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,24296281.0,24296281.0,0.0
1994,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11562604.0,11562604.0,0.0
2016,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,30961915.0,30961915.0,0.0
2014,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,10814.0,10814.0,0.0
2010,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4608225.0,4608225.0,0.0
2009,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3115449.0,3115449.0,0.0
2008,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2770767.0,2770767.0,0.0
2007,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,6752711.0,6752711.0,0.0
2020,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,531173.0,531173.0,0.0
2019,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,376767.0,376767.0,0.0
2014,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3442079.0,3442079.0,0.0
2013,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3442079.0,3442079.0,0.0
2012,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3268600.0,3268600.0,0.0
2000,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11059879.0,11059879.0,0.0
1999,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11059879.0,11059879.0,0.0
1998,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11059879.0,11059879.0,0.0
1997,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11059879.0,11059879.0,0.0
1996,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11562604.0,11562604.0,0.0
1995,305,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11562604.0,11562604.0,0.0
2025,304,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,111188.0,111188.0,0.0
2022,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,342443905.0,342443905.0,0.0
2022,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,319334324.0,319334324.0,0.0
2005,308,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,4844217.0,4844217.0,0.0
2006,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,37641059.0,37641059.0,0.0
2007,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,43779149.0,43779149.0,0.0
2008,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,222754911.0,222754911.0,0.0
2009,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,213971159.0,213971159.0,0.0
2010,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,206718395.0,206718395.0,0.0
2004,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,39708544.0,39708544.0,0.0
2011,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,187394247.0,187394247.0,0.0
2003,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,43850105.0,43850105.0,0.0
2012,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,171883778.0,171883778.0,0.0
2002,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,47887797.0,47887797.0,0.0
2013,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,156895461.0,156895461.0,0.0
2001,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,52308532.0,52308532.0,0.0
2014,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,142816995.0,142816995.0,0.0
2000,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,55176260.0,55176260.0,0.0
2015,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,123878010.0,123878010.0,0.0
2016,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,111369515.0,111369515.0,0.0
1997,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,69260546.0,69260546.0,0.0
2009,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,33309530.0,33309530.0,0.0
2005,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,42067502.0,42067502.0,0.0
2010,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,43174404.0,43174404.0,0.0
2001,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,49440073.0,49440073.0,0.0
2004,308,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,4694822.0,4694822.0,0.0
2024,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,612685750.0,612685750.0,0.0
2021,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,344075300.0,344075300.0,0.0
2019,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,465014450.0,465014450.0,0.0
2025,162,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1178650716.0,1178650716.0,0.0
2018,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,450558813.0,450558813.0,0.0
2005,306,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,288273.0,288273.0,0.0
2017,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,462298874.0,462298874.0,0.0
2017,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,37532690.0,37532690.0,0.0
1995,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,37374229.0,37374229.0,0.0
1996,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,30525293.0,30525293.0,0.0
2015,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,484699981.0,484699981.0,0.0
2014,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,498193504.0,498193504.0,0.0
1998,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,31901059.0,31901059.0,0.0
2013,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,503112009.0,503112009.0,0.0
2012,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,38086224.0,38086224.0,0.0
2000,163,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,41969559.0,41969559.0,0.0
2011,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,40442168.0,40442168.0,0.0
2016,301,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,472832144.0,472832144.0,0.0
1997,313,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,8342095.0,8342095.0,0.0
2018,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,478791.0,478791.0,0.0
2020,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,12593506.0,12593506.0,0.0
2018,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,420792.0,420792.0,0.0
2024,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,68613167.0,68613167.0,0.0
2023,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,32552545.0,32552545.0,0.0
2022,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,42261684.0,42261684.0,0.0
2020,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,36319308.0,36319308.0,0.0
2019,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,39585280.0,39585280.0,0.0
2018,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,26531997.0,26531997.0,0.0
2017,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,31891783.0,31891783.0,0.0
2016,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,196714600.0,196714600.0,0.0
2015,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,29770382.0,29770382.0,0.0
2014,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,14057235.0,14057235.0,0.0
2013,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4900752.0,4900752.0,0.0
2012,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,59954751.0,59954751.0,0.0
2010,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,35371475.0,35371475.0,0.0
2009,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,25689270.0,25689270.0,0.0
2008,309,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4538084.0,4538084.0,0.0
2004,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,87415.0,87415.0,0.0
2019,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,84940939.0,84940939.0,0.0
2003,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3928.0,3928.0,0.0
2020,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,83134934.0,83134934.0,0.0
2023,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,28633752.0,28633752.0,0.0
2015,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3087333871.0,3087333871.0,0.0
2000,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,158065.0,158065.0,0.0
1999,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,122845.0,122845.0,0.0
2016,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3291160150.0,3291160150.0,0.0
1994,313,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,10277942.0,10277942.0,0.0
1998,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,81113.0,81113.0,0.0
2017,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,3968168075.0,3968168075.0,0.0
1997,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,80569.0,80569.0,0.0
2018,160,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,5574455792.0,5574455792.0,0.0
2024,312,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1715.0,1715.0,0.0
1996,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,52867.0,52867.0,0.0
2023,312,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1453.0,1453.0,0.0
2022,312,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,1342.0,1342.0,0.0
1995,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,83418.0,83418.0,0.0
1994,315,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,55599.0,55599.0,0.0
2025,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,28901830.0,28901830.0,0.0
2024,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,34269569.0,34269569.0,0.0
2022,310,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,81687070.0,81687070.0,0.0
1998,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,132061481.0,132061481.0,0.0
2002,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1426403.0,1426403.0,0.0
1998,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,438196.0,438196.0,0.0
2011,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,198728112.0,198728112.0,0.0
2006,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,27737636.0,27737636.0,0.0
2012,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,189589617.0,189589617.0,0.0
2005,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9470898.0,9470898.0,0.0
2004,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,5170532.0,5170532.0,0.0
2003,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,10040177.0,10040177.0,0.0
2002,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,8442131.0,8442131.0,0.0
2001,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,17699368.0,17699368.0,0.0
1998,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2848689.0,2848689.0,0.0
1997,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,19775899.0,19775899.0,0.0
1996,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,12556112.0,12556112.0,0.0
2006,278,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,65679507.0,65679507.0,0.0
2025,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1480398.0,1480398.0,0.0
2024,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,13663056.0,13663056.0,0.0
2023,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,17698090.0,17698090.0,0.0
2022,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,8514719.0,8514719.0,0.0
2021,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,8261623.0,8261623.0,0.0
2007,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,15898956.0,15898956.0,0.0
2010,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,207307069.0,207307069.0,0.0
2008,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,41318274.0,41318274.0,0.0
2009,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,376949597.0,376949597.0,0.0
1997,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,213863.0,213863.0,0.0
1996,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,201213.0,201213.0,0.0
1994,308,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,379390.0,379390.0,0.0
2018,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,98923740.0,98923740.0,0.0
2017,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,163950520.0,163950520.0,0.0
2016,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,455355801.0,455355801.0,0.0
2002,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,663193615.0,663193615.0,0.0
2015,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,520264370.0,520264370.0,0.0
2019,306,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,913760.0,913760.0,0.0
2003,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,906804234.0,906804234.0,0.0
2014,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,590593700.0,590593700.0,0.0
2005,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,699256477.0,699256477.0,0.0
2013,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,456454490.0,456454490.0,0.0
2006,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,54195256.0,54195256.0,0.0
2007,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,230109671.0,230109671.0,0.0
2011,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,182397896.0,182397896.0,0.0
2008,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,222959029.0,222959029.0,0.0
2010,307,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,252068470.0,252068470.0,0.0
2004,161,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,416571897.0,416571897.0,0.0
2000,155,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,757141990.0,757141990.0,0.0
2014,337,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,655539328.0,655539328.0,0.0
2002,382,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,174814.0,174814.0,0.0
1995,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1570879.0,1570879.0,0.0
2019,361,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,314830.0,314830.0,0.0
1996,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,698184.0,698184.0,0.0
2017,361,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4688345.0,4688345.0,0.0
1997,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2348371.0,2348371.0,0.0
2016,361,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4678957.0,4678957.0,0.0
1998,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1876216.0,1876216.0,0.0
1999,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,2065284.0,2065284.0,0.0
2025,359,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,935079.0,935079.0,0.0
1994,17,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,276424.0,276424.0,0.0
1995,17,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,246309.0,246309.0,0.0
1996,17,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,228370.0,228370.0,0.0
1997,17,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,154467.0,154467.0,0.0
1994,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,4273265.0,4273265.0,0.0
1995,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9607137.0,9607137.0,0.0
1996,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,8671860.0,8671860.0,0.0
1997,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9354094.0,9354094.0,0.0
1994,16,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,745068.0,745068.0,0.0
1998,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9119402.0,9119402.0,0.0
2020,361,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,314830.0,314830.0,0.0
2016,362,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,611140435.0,611140435.0,0.0
1995,14,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,2917609.0,2917609.0,0.0
2012,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,216815557.0,216815557.0,0.0
1996,14,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_property_under_capital_leases,2851622.0,2851622.0,0.0
2013,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,50551863.0,50551863.0,0.0
2014,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,232901511.0,232901511.0,0.0
1995,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,313027.0,313027.0,0.0
2015,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,170139899.0,170139899.0,0.0
1996,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,528248.0,528248.0,0.0
2016,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,330116194.0,330116194.0,0.0
2017,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,31159495.0,31159495.0,0.0
1998,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1216259.0,1216259.0,0.0
2018,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,39168789.0,39168789.0,0.0
1999,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,285574.0,285574.0,0.0
2018,362,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,1179043320.0,1179043320.0,0.0
2000,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,367077.0,367077.0,0.0
2017,362,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,832586689.0,832586689.0,0.0
2001,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,465659.0,465659.0,0.0
2002,15,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,694490.0,694490.0,0.0
1999,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,11881911.0,11881911.0,0.0
2000,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,12046726.0,12046726.0,0.0
2001,18,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,648396.0,648396.0,0.0
1998,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,255548876.0,255548876.0,0.0
2019,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,24564679.0,24564679.0,0.0
1999,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,125160257.0,125160257.0,0.0
2020,378,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,9494839.0,9494839.0,0.0
2000,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,91052583.0,91052583.0,0.0
2003,379,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,20882.0,20882.0,0.0
2001,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,60137657.0,60137657.0,0.0
2004,379,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,20882.0,20882.0,0.0
2002,20,utility_plant_in_service_classified_and_property_under_capital_leases,utility_plant_in_service_completed_construction_not_classified,68374870.0,68374870.0,0.0
